Plot,Stand
YC21:1124,21
YC21:1125,21
YC21:1126,11
YC21:1127,10
YC21:1128,23
YC21:1129,14
YC21:1130,14
YC21:1131,20
YC21:1132,15
YC21:1133,22
YC21:1134,18
YC21:1135,17
YC21:1136,27
YC21:1137,15
YC21:1138,23
YC21:1139,18
YC21:1140,3
YC21:1141,22
YC21:1142,14
YC21:1143,21
YC21:1144,23
YC21:1145,23
YC21:1146,22
YC21:1147,19
YC21:1148,7
YC21:1149,22
YC21:1150,22
YC21:1151,18
YC21:1152,26
YC21:1153,23
YC21:1154,21
YC21:1155,19
YC21:1156,23
YC21:1157,22
YC21:1158,23
YC21:1159,20
YC21:1160,21
YC21:1161,14
YC21:1162,12
YC21:1163,23
YC21:1164,12
YC21:1165,25
YC21:1166,11
YC21:1167,19
YC21:1168,12
YC21:1169,15
YC21:1170,18
YC21:1171,16
YC21:1172,14
YC21:1173,13
YC21:1174,18
YC21:1175,26
YC21:1176,19
YC21:1177,21
YC21:1178,27
YC21:1179,25
YC21:1180,23
YC21:1181,18
YC21:1182,22
YC21:1183,22
YC21:1184,24
YC21:1185,23
YC21:1186,25
YC21:1187,24
YC21:1188,26
YC21:1189,28
YC21:1190,18
YC21:1191,19
YC21:1192,25
YC21:1193,15
YC21:1194,23
YC21:1195,25
YC21:1196,18
YC21:1197,21
YC21:1198,22
YC21:1199,24
YC21:1200,26
YC21:1201,19
YC21:1202,19
YC21:1203,21
YC21:1204,21
YC21:1205,24
YC21:1206,25
YC21:1207,26
YC21:1208,24
YC21:1209,24
YC21:1210,26
YC21:1211,24
YC21:1212,26
YC21:1213,20
YC21:1214,27
YC21:1215,20
YC21:1216,23
YC21:1217,17
YC21:1218,19
YC21:1219,16
YC21:1220,15
YC21:1221,30
YC21:1222,21
YC21:1223,27
YC21:1224,15
YC21:1225,26
YC21:1226,25
YC21:1227,18
YC21:1228,26
YC21:1229,23
YC21:1230,21
YC21:1231,23
YC21:1232,24
YC21:1233,21
YC21:1234,22
YC21:1235,26
YC21:1236,24
YC21:1237,26
YC21:1238,28
YC21:1239,25
YC21:1240,26
YC21:1241,23
YC21:1242,17
YC21:1243,23
YC21:1244,25
YC21:1245,24
YC21:1246,26
YC21:1247,25
YC21:1248,26
YC21:1249,25
YC21:1250,25
YC21:1251,25
YC21:1252,14
YC21:1253,24
YC21:1254,25
YC21:1255,23
YC21:1256,20
YC21:1257,22
YC21:1258,14
YC21:1259,24
YC21:1260,17
YC21:1261,19
YC21:1262,22
YC21:1263,22
YC21:1264,19
YC21:1265,25
YC21:1266,11
YC21:1267,12
YC21:1268,27
YC21:1269,22
YC21:1270,11
YC21:1271,20
YC21:1272,24
YC21:1273,21
YC21:1274,1
YC21:1275,22
YC21:1276,16
YC21:1277,22
YC21:1278,21
YC21:1279,8
YC21:1280,20
YC21:1281,22
YC21:1282,18
YC21:1283,20
YC21:1284,22
YC21:1285,20
YC21:1286,27
YC21:1287,22
YC21:1288,26
YC21:1289,20
YC21:1290,22
YC21:1291,22
YC21:1292,17
YC21:1293,23
YC21:1294,14
YC21:1295,19
YC21:1296,22
YC21:1297,26
YC21:1298,10
YC21:1299,14
YC21:1300,23
YC21:1301,20
YC21:1302,23
YC21:1303,12
YC21:1304,14
YC21:1305,23
YC21:1306,17
YC21:1307,22
YC21:1308,23
YC21:1309,16
YC21:1310,16
YC21:1311,14
YC21:1312,25
YC21:1313,22
YC21:1314,15
YC21:1315,13
YC21:1316,17
YC21:1317,6
YC21:1318,26
YC21:1319,20
YC21:1320,19
YC21:1321,13
YC21:1322,15
YC21:1323,15
YC21:1324,6
YC21:1325,22
YC21:1326,8
YC21:1327,18
YC21:1328,24
YC21:1329,17
YC21:1330,24
YC21:1331,25
YC21:1332,19
YC21:1333,26
YC21:1334,26
YC21:1335,18
YC21:1336,14
YC21:1337,24
YC21:1338,21
YC21:1339,17
YC21:1340,15
YC21:1341,18
YC21:1342,23
YC21:1343,21
YC21:1344,24
YC21:1345,27
YC21:1346,13
YC21:1347,18
YC21:1348,8
YC21:1349,13
YC21:1350,21
YC21:1351,24
YC21:1352,13
YC21:1353,21
YC21:1354,19
YC21:1355,18
YC21:1356,21
YC21:1357,4
YC21:1358,22
YC21:1359,11
YC21:1360,14
YC21:1361,24
YC21:1362,22
YC21:1363,21
YC21:1364,19
YC21:1365,14
YC21:1366,22
YC21:1367,20
YC21:1368,2
YC21:1369,23
YC21:1370,23
YC21:1371,26
YC21:1372,19
YC21:1373,17
YC21:1374,23
YC21:1375,24
YC21:1376,24
YC21:1377,24
YC21:1378,23
YC21:1379,18
YC21:1380,24
YC21:1381,23
YC21:1382,23
YC21:1383,23
YC21:1384,19
YC21:1385,23
YC21:1386,11
YC21:1387,23
YC21:1388,26
YC21:1389,26
YC21:1390,27
YC21:1391,12
YC21:1392,0
YC21:1393,25
YC21:1394,15
YC21:1395,20
YC21:1396,2
YC21:1397,23
YC21:1398,16
YC21:1399,19
YC21:1400,20
YC21:1401,18
YC21:1402,25
YC21:1403,23
YC21:1404,20
YC21:1405,21
YC21:1406,12
YC21:1407,9
YC21:1408,18
YC21:1409,23
YC21:1410,26
YC21:1411,23
YC21:1412,22
YC21:1413,23
YC21:1414,19
YC21:1415,3
YC21:1416,18
YC21:1417,17
YC21:1418,22
YC21:1419,20
YC21:1420,15
YC21:1421,27
YC21:1422,24
YC21:1423,18
YC21:1424,12
YC21:1425,21
YC21:1426,19
YC21:1427,18
YC21:1428,16
YC21:1429,1
YC21:1430,6
YC21:1431,24
YC21:1432,26
YC21:1433,24
YC21:1434,21
YC21:1435,21
YC21:1436,23
YC21:1437,20
YC21:1438,23
YC21:1439,16
YC21:1440,21
YC21:1441,25
YC21:1442,20
YC21:1443,19
YC21:1444,22
YC21:1445,18
YC21:1446,17
YC21:1447,15
YC21:1448,27
YC21:1449,20
YC21:1450,26
YC21:1451,14
YC21:1452,21
YC21:1453,17
YC21:1454,27
YC21:1455,22
YC21:1456,24
YC21:1457,13
YC21:1458,17
YC21:1459,24
YC21:1460,18
YC21:1461,16
YC21:1462,14
YC21:1463,22
YC21:1464,21
YC21:1465,23
YC21:1466,21
YC21:1467,24
YC21:1468,25
YC21:1469,16
YC21:1470,25
YC21:1471,24
YC21:1472,24
YC21:1473,24
YC21:1474,6
YC21:1475,5
YC21:1476,20
YC21:1477,22
YC21:1478,22
YC21:1479,3
YC21:1480,1
YC21:1481,19
YC21:1482,25
YC21:1483,15
YC21:1484,4
YC21:1485,26
YC21:1486,23
YC21:1487,28
YC21:1488,12
YC21:1489,4
YC21:1490,22
YC21:1491,13
YC21:1492,19
YC21:1493,17
YC21:1494,20
YC21:1495,7
YC21:1496,16
YC21:1497,13
YC21:1498,25
YC21:1499,18
YC21:1500,25
YC21:1501,8
YC21:1502,24
YC21:1503,21
YC21:1504,15
YC21:1505,19
YC21:1506,23
YC21:1507,21
YC21:1508,21
YC21:1509,14
YC21:1510,8
YC21:1511,22
YC21:1512,14
YC21:1513,24
YC21:1514,21
YC21:1515,26
YC21:1516,27
YC21:1517,12
YC21:1518,18
YC21:1519,1
YC21:1520,23
YC21:2001,21
YC21:2002,24
YC21:2003,19
YC21:2004,25
YC21:2005,23
YC21:2006,23
YC21:2007,25
YC21:2008,25
YC21:2009,22
YC21:2010,22
YC21:2011,19
YC21:2012,20
YC21:2013,21
YC21:2014,16
YC21:2015,22
YC21:2016,20
YC21:2017,19
YC21:2018,24
YC21:2019,13
YC21:2020,26
YC21:2021,19
YC21:2022,20
YC21:2023,25
YC21:2024,23
YC21:2025,20
YC21:2026,24
YC21:2027,19
YC21:2028,21
YC21:2029,19
YC21:2030,27
YC21:2031,21
YC21:2032,26
YC21:2033,23
YC21:2034,18
YC21:2035,23
YC21:2036,19
YC21:2037,22
YC21:2038,24
YC21:2039,18
YC21:2040,22
YC21:2041,27
YC21:2042,23
YC21:2043,28
YC21:2044,26
YC21:2045,26
YC21:2046,26
YC21:2047,25
YC21:2048,20
YC21:2049,18
YC21:2050,26
YC21:2051,20
YC21:2052,21
YC21:2053,21
YC21:2054,26
YC21:2055,10
YC21:2056,25
YC21:2057,22
YC21:2058,11
YC21:2059,21
YC21:2060,22
YC21:2061,11
YC21:2062,25
YC21:2063,23
YC21:2064,15
YC21:2065,27
YC21:2066,19
YC21:2067,14
YC21:2068,26
YC21:2069,18
YC21:2070,21
YC21:2071,25
YC21:2072,14
YC21:2073,19
YC21:2074,18
YC21:2075,24
YC21:2076,26
YC21:2077,21
YC21:2078,22
YC21:2079,14
YC21:2080,25
YC21:2081,26
YC21:2082,22
YC21:2083,27
YC21:2084,21
YC21:2085,23
YC21:2086,19
YC21:2087,22
YC21:2088,15
YC21:2089,26
YC21:2090,22
YC21:2091,22
YC21:2092,21
YC21:2093,26
YC21:2094,19
YC21:2095,14
YC21:2096,16
YC21:2097,1
YC21:2098,18
YC21:2099,25
YC21:2100,23
YC21:2101,27
YC21:2102,21
YC21:2103,27
YC21:2104,23
YC21:2105,20
YC21:2106,25
YC21:2107,24
YC21:2108,19
YC21:2109,20
YC21:2110,26
YC21:2111,24
YC21:2112,19
YC21:2113,17
YC21:2114,25
YC21:2115,22
YC21:2116,22
YC21:2117,22
YC21:2118,18
YC21:2119,14
YC21:2120,28
YC21:2121,21
YC21:2122,20
YC21:2123,25
YC21:2124,20
YC21:2125,16
YC21:2126,24
YC21:2127,13
YC21:2128,25
YC21:2129,13
YC21:2130,18
YC21:2131,23
YC21:2132,11
YC21:2133,25
YC21:2134,21
YC21:2135,13
YC21:2136,23
YC21:2137,26
YC21:2138,20
YC21:2139,25
YC21:2140,24
YC21:2141,20
YC21:2142,20
YC21:2143,24
YC21:2144,24
YC21:2145,26
YC21:2146,24
YC21:2147,26
YC21:2148,23
YC21:2149,33
YC21:2150,20
YC21:2151,23
YC21:2152,20
YC21:2153,19
YC21:2154,14
YC21:2155,22
YC21:2156,24
YC21:2157,27
YC21:2158,24
YC21:2159,25
YC21:2160,22
YC21:2161,14
YC21:2162,17
YC21:2163,21
YC21:2164,23
YC21:2165,26
YC21:2166,21
YC21:2167,11
YC21:2168,26
YC21:2169,22
YC21:2170,26
YC21:2171,26
YC21:2172,27
YC21:2173,23
YC21:2174,24
YC21:2175,19
YC21:2176,28
YC21:2177,24
YC21:2178,26
YC21:2179,17
YC21:2180,0
YC21:2181,26
YC21:2182,22
YC21:2183,20
YC21:2184,14
YC21:2185,22
YC21:2186,19
YC21:2187,18
YC21:2188,27
YC21:2189,24
YC21:2190,19
YC21:2191,24
YC21:2192,14
YC21:2193,27
YC21:2194,22
YC21:2195,25
YC21:2196,17
YC21:2197,16
YC21:2198,20
YC21:2199,12
YC21:2200,17
YC21:2201,23
YC21:2202,22
YC21:2203,20
YC21:2204,22
YC21:2205,26
YC21:2206,23
YC21:2207,22
YC21:2208,22
YC21:2209,17
YC21:2210,13
YC21:2211,9
YC21:2212,26
YC21:2213,30
YC21:2214,18
YC21:2215,25
YC21:2216,19
YC21:2217,10
YC21:2218,24
YC21:2219,22
YC21:2220,26
YC21:2221,23
YC21:2222,16
YC21:2223,27
YC21:2224,27
YC21:2225,25
YC21:2226,21
YC21:2227,27
YC21:2228,26
YC21:2229,20
YC21:2230,16
YC21:2231,11
YC21:2232,20
YC21:2233,24
YC21:2234,20
YC21:2235,25
YC21:2236,19
YC21:2237,23
YC21:2238,26
YC21:2239,26
YC21:2240,27
YC21:2241,20
YC21:2242,19
YC21:2243,27
YC21:2244,17
YC21:2245,24
YC21:2246,18
YC21:2247,21
YC21:2248,27
YC21:2249,24
YC21:2250,22
YC21:2251,21
YC21:2252,21
YC21:2253,21
YC21:2254,22
YC21:2255,25
YC21:2256,23
YC21:2257,16
YC21:2258,25
YC21:2259,28
YC21:2260,25
YC21:2261,24
YC21:2262,26
YC21:2263,17
YC21:2264,24
YC21:2265,15
YC21:2266,9
YC21:2267,5
YC21:2268,17
YC21:2269,15
YC21:2270,13
YC21:2271,24
YC21:2272,25
YC21:2273,17
YC21:2274,22
YC21:2275,11
YC21:2276,15
YC21:2277,4
YC21:2278,20
YC21:2279,25
YC21:2280,20
YC21:2281,8
YC21:2282,3
YC21:2283,8
YC21:2284,19
YC21:2285,23
YC21:2286,12
YC21:2287,19
YC21:2288,14
YC21:2289,20
YC21:2290,8
YC21:2291,3
YC21:2292,16
YC21:2293,21
YC21:2294,22
YC21:2295,16
YC21:2296,18
YC21:2297,20
YC21:2298,25
YC21:2299,7
YC21:2300,20
YC21:2301,17
YC21:2302,13
YC21:2303,3
YC21:2304,24
YC21:2305,25
YC21:2306,25
YC21:2307,25
YC21:2308,15
YC21:2309,5
YC21:2310,0
YC21:2311,20
YC21:2312,21
YC21:2313,22
YC21:2314,22
YC21:2315,21
YC21:2316,18
YC21:2317,10
YC21:2318,3
YC21:2319,19
YC21:2320,5
YC21:2321,21
YC21:2322,24
YC21:2323,2
YC21:2324,17
YC21:2325,20
YC21:2326,24
YC21:2327,25
YC21:2328,25
YC21:2329,21
YC21:2330,23
YC21:2331,26
YC21:2332,18
YC21:2333,21
YC21:2334,21
YC21:2335,21
YC21:2336,20
YC21:2337,14
YC21:2338,25
YC21:2339,15
YC21:2340,21
YC21:2341,20
YC21:2342,24
YC21:2343,24
YC21:2344,23
YC21:2345,12
YC21:2346,25
YC21:2347,0
YC21:2348,16
YC21:2349,19
YC21:2350,13
YC21:2351,22
YC21:2352,20
YC21:2353,12
YC21:2354,21
YC21:2355,23
YC21:2356,21
YC21:2357,26
YC21:2358,26
YC21:2359,15
YC21:2360,4
YC21:2361,23
YC21:2362,22
YC21:2363,9
YC21:2364,22
YC21:2365,22
YC21:2366,22
YC21:2367,8
YC21:2368,16
YC21:2369,12
YC21:2370,19
YC21:2371,6
YC21:2372,19
YC21:2373,15
YC21:2374,10
YC21:2375,20
YC21:2376,16
YC21:2377,12
YC21:2378,9
YC21:2379,21
YC21:2380,20
YC21:2381,11
YC21:2382,19
YC21:2383,9
YC21:2384,15
YC21:2385,15
YC21:2386,24
YC21:2387,23
YC21:2388,26
YC21:2389,19
YC21:2390,16
YC21:2391,24
YC21:2392,26
YC21:2393,20
YC21:2394,22
YC21:2395,11
YC21:2396,6
YC21:2397,0
YC21:2398,22
YC21:2399,18
YC21:2400,2
YC21:2401,21
YC21:2402,19
YC21:2403,9
YC21:2404,14
YC21:2405,20
YC21:2406,18
YC21:2407,2
YC21:2408,25
YC21:2409,22
YC21:2410,11
YC21:2411,20
YC21:2412,17
YC21:2413,8
YC21:2414,8
YC21:2415,14
YC21:2416,21
YC21:2417,21
YC21:2418,18
YC21:2419,24
YC21:2420,22
YC21:2421,11
YC21:2422,6
YC21:2423,20
YC21:2424,20
YC21:2425,6
YC21:2426,16
YC21:2427,24
YC21:2428,20
YC21:2429,27
YC21:2430,11
YC21:2431,15
YC21:2432,17
YC21:2433,11
YC21:2434,19
YC21:2435,22
YC21:2436,0
YC21:2437,22
YC21:2438,22
YC21:2439,26
YC21:2440,20
YC21:2441,24
YC21:2442,12
YC21:2443,25
YC21:2444,22
YC21:2445,19
YC21:2446,9
YC21:2447,21
YC21:2448,17
YC21:2449,20
YC21:2450,10
YC21:2451,22
YC21:2452,23
YC21:2453,20
YC21:2454,16
YC21:2455,22
YC21:2456,18
YC21:2457,23
YC21:2458,16
YC21:2459,22
YC21:2460,21
YC21:2461,12
YC21:2462,12
YC21:2463,19
YC21:2464,20
YC21:2465,3
YC21:2466,24
YC21:2467,23
YC21:2468,20
YC21:2469,23
YC21:2470,19
YC21:2471,14
YC21:2472,19
YC21:2473,16
YC21:2474,18
YC21:2475,24
YC21:2476,21
YC21:2477,17
YC21:2478,9
YC21:2479,21
YC21:2480,21
YC21:2481,15
YC21:2482,18
YC21:2483,24
YC21:2484,20
YC21:2485,21
YC21:2486,9
YC21:2487,17
YC21:2488,21
YC21:2489,20
YC21:2490,19
YC21:2491,13
YC21:2492,8
YC21:2493,17
YC21:2494,20
YC21:2495,12
YC21:2496,20
YC21:2497,10
YC21:2498,19
YC21:2499,22
YC21:2500,0
YC21:2501,21
YC21:2502,16
YC21:2503,13
YC21:2504,19
YC21:2505,23
YC21:2506,16
YC21:2507,23
YC21:2508,20
YC21:2509,14
YC21:2510,18
YC21:2511,30
YC21:2512,12
YC21:2513,22
YC21:2514,2
YC21:2515,22
YC21:2516,16
YC21:2517,20
YC21:2518,2
YC21:2519,20
YC21:2520,23
