"300","428.5","491","583","722","769.5","811","1115","1230.5","1418","1650.5"
0.024108,0.079832,0.11199,0.11201,0.23388,0.34051,0.33096,0.63926,0.55532,0.73175,0.72315
0.027358,0.070281,0.094866,0.097593,0.18858,0.29851,0.24482,0.59176,0.56978,0.67017,0.69685
0.028311,0.057837,0.068337,0.0803,0.1621,0.29644,0.18769,0.59208,0.54294,0.6904,0.64321
0.010208,0.025881,0.037771,0.053042,0.1263,0.21626,0.14543,0.5046,0.47502,0.66765,0.64727
0.026306,0.058077,0.076951,0.10673,0.20031,0.30581,0.26569,0.61161,0.59947,0.70216,0.6461
0.031572,0.071058,0.089537,0.11062,0.19516,0.31054,0.26916,0.63091,0.65773,0.67895,0.67183
0.031196,0.069735,0.10309,0.14238,0.23355,0.35801,0.29802,0.65905,0.61372,0.71409,0.69536
0.015112,0.059531,0.079284,0.093034,0.16086,0.26621,0.20306,0.48,0.46413,0.5567,0.66391
0.034683,0.085278,0.12985,0.14127,0.20944,0.33865,0.28104,0.63698,0.6172,0.7526,0.61172
0.014698,0.044158,0.065418,0.05455,0.098042,0.16204,0.12069,0.48416,0.52101,0.68144,0.65971
0.013779,0.036063,0.05358,0.060994,0.11338,0.20035,0.17045,0.50894,0.54842,0.67545,0.62942
0.0098151,0.038129,0.05264,0.054259,0.11814,0.19627,0.15554,0.44678,0.42709,0.5985,0.54976
0.022282,0.052086,0.075417,0.074943,0.14282,0.24064,0.19361,0.56321,0.56598,0.67666,0.66746
0.049691,0.075035,0.10015,0.11626,0.23832,0.35039,0.34964,0.58604,0.53485,0.67209,0.63954
0.023245,0.061867,0.097797,0.11126,0.21695,0.32218,0.28519,0.5658,0.44967,0.5949,0.55724
0.017926,0.083914,0.11278,0.1112,0.24045,0.34946,0.29948,0.61772,0.56721,0.65612,0.69231
0.036394,0.11594,0.15852,0.16099,0.28531,0.42257,0.35722,0.67138,0.59652,0.66183,0.69611
0.024947,0.088763,0.13098,0.14574,0.26861,0.38504,0.35918,0.61429,0.57743,0.67221,0.6972
0.025119,0.074321,0.10233,0.14,0.19986,0.29566,0.26124,0.58822,0.54586,0.69263,0.63781
0.027691,0.06709,0.079823,0.078148,0.12793,0.22579,0.18039,0.46807,0.46983,0.59681,0.71881
0.0090068,0.024124,0.035909,0.043995,0.064441,0.12898,0.10101,0.39748,0.40275,0.5789,0.57409
0.038082,0.10939,0.13563,0.1487,0.21991,0.36199,0.30332,0.67454,0.6148,0.77838,0.75406
0.013997,0.04918,0.076571,0.068902,0.15078,0.26904,0.22438,0.58342,0.52589,0.69164,0.71031
0.031876,0.072195,0.098089,0.1122,0.23937,0.34319,0.32299,0.5539,0.52064,0.60486,0.64439
0.043166,0.086263,0.10267,0.10985,0.17242,0.28661,0.20575,0.57134,0.57337,0.6211,0.56352
0.02686,0.057031,0.07272,0.085832,0.14434,0.24198,0.19933,0.6055,0.59804,0.69519,0.68965
0.052576,0.10257,0.13732,0.18186,0.25305,0.38041,0.33854,0.67286,0.68743,0.74104,0.76475
0.023078,0.064866,0.09588,0.11361,0.18206,0.28381,0.2316,0.63056,0.4741,0.59922,0.59913
0.031196,0.0708,0.10092,0.10977,0.17689,0.27773,0.25758,0.58972,0.52066,0.62247,0.63825
0.021481,0.040485,0.053023,0.061111,0.11918,0.20003,0.17038,0.36486,0.4069,0.47863,0.56248
0.040191,0.084511,0.10676,0.12919,0.23603,0.37746,0.37665,0.72028,0.63525,0.74979,0.57182
0.033435,0.074147,0.10379,0.093307,0.19082,0.35058,0.25643,0.58696,0.53978,0.66969,0.71647
0.043857,0.09698,0.12206,0.14073,0.23621,0.37186,0.32875,0.63342,0.5374,0.6696,0.62038
0.04793,0.097,0.12996,0.13321,0.2404,0.35588,0.31662,0.69473,0.57876,0.7092,0.67879
0.054908,0.11066,0.14813,0.14598,0.28823,0.39312,0.35333,0.54308,0.50779,0.62866,0.64216
0.019974,0.030749,0.039472,0.035233,0.069067,0.12294,0.095078,0.27924,0.2921,0.46753,0.46081
0.014386,0.029601,0.034192,0.027631,0.067247,0.12935,0.10294,0.35039,0.35925,0.58953,0.52364
0.046565,0.090047,0.10827,0.11265,0.21989,0.33388,0.3061,0.58585,0.55168,0.68828,0.67812
0.019762,0.043717,0.050194,0.042555,0.11461,0.19424,0.16939,0.52021,0.55106,0.66369,0.71455
0.050515,0.10339,0.10987,0.090847,0.20265,0.3227,0.27951,0.52506,0.53582,0.62968,0.62528
0.030661,0.074223,0.09473,0.0739,0.16081,0.26028,0.22172,0.58942,0.51632,0.69575,0.64731
0.013997,0.053397,0.052073,0.043466,0.12108,0.19584,0.15138,0.49709,0.43514,0.60525,0.69
0.04889,0.12831,0.15523,0.13749,0.27589,0.39758,0.36771,0.6377,0.64706,0.72306,0.73452
0.017894,0.057304,0.06678,0.031278,0.12377,0.20005,0.17294,0.50954,0.47467,0.62486,0.68013
0.076214,0.2255,0.2367,0.18644,0.31067,0.45846,0.3995,0.65319,0.61857,0.7123,0.69187
0.046902,0.12289,0.13331,0.13098,0.1944,0.28926,0.24259,0.63882,0.48307,0.62395,0.62599
0.049314,0.13241,0.14686,0.12495,0.25137,0.38647,0.3004,0.61415,0.61182,0.70843,0.7255
0.048999,0.097738,0.1069,0.11812,0.20386,0.29806,0.24364,0.59035,0.61872,0.74105,0.74187
0.021281,0.044258,0.058405,0.070894,0.11963,0.21267,0.18811,0.45954,0.45118,0.58816,0.59912
0.012089,0.024356,0.033673,0.035675,0.078968,0.12698,0.092748,0.2732,0.29494,0.47723,0.51702
0.022228,0.049249,0.060609,0.077222,0.13915,0.22023,0.19762,0.45717,0.47654,0.59675,0.55272
0.010181,0.040215,0.061775,0.085538,0.17424,0.24214,0.21847,0.50161,0.48386,0.65241,0.67771
0.027543,0.064514,0.083787,0.088148,0.18798,0.27363,0.24098,0.4947,0.50922,0.60032,0.58339
0.0066096,0.022881,0.030321,0.035126,0.064606,0.11518,0.091834,0.37051,0.31063,0.47058,0.47885
0.013717,0.043595,0.061743,0.087983,0.17721,0.29592,0.22793,0.58503,0.51698,0.63517,0.59239
0.016201,0.057766,0.080843,0.10483,0.19322,0.31257,0.23261,0.55758,0.5335,0.6187,0.55152
0.011757,0.030573,0.039585,0.045521,0.083759,0.16344,0.10614,0.45541,0.46137,0.6765,0.60242
0.023351,0.043326,0.084484,0.10741,0.1905,0.3482,0.25027,0.60422,0.54904,0.7263,0.65076
0.013303,0.030052,0.046356,0.054458,0.12214,0.18489,0.16634,0.45786,0.44767,0.60634,0.59571
0.020442,0.04761,0.078365,0.087462,0.17527,0.29181,0.20906,0.58236,0.53419,0.71256,0.67156
0.027517,0.057017,0.072336,0.067019,0.16893,0.29285,0.24552,0.58177,0.58764,0.69817,0.69713
0.020722,0.045789,0.067072,0.087622,0.14894,0.23147,0.21154,0.42024,0.4968,0.61418,0.67073
0.037916,0.08625,0.12487,0.14155,0.22509,0.35085,0.32668,0.63183,0.55293,0.71029,0.57691
0.020322,0.072059,0.099028,0.11868,0.2052,0.39503,0.33847,0.65302,0.61878,0.74545,0.72612
0.025673,0.096631,0.11579,0.14592,0.24246,0.3866,0.32174,0.66799,0.58915,0.72954,0.69371
0.0369,0.075882,0.11491,0.15463,0.2652,0.3834,0.35855,0.66974,0.68194,0.7427,0.75072
0.018883,0.048183,0.069048,0.093274,0.16373,0.2595,0.226,0.605,0.58956,0.69576,0.72264
0.032744,0.061088,0.072757,0.085965,0.15795,0.25361,0.24819,0.53107,0.5659,0.7228,0.68
0.013379,0.045577,0.058957,0.067674,0.14631,0.24652,0.22001,0.62597,0.47775,0.69075,0.62921
0.03785,0.092219,0.12935,0.14155,0.23991,0.36299,0.29729,0.58628,0.57175,0.66204,0.68138
0.03091,0.05836,0.075543,0.094471,0.16774,0.29865,0.24792,0.63827,0.6035,0.75985,0.65289
0.020106,0.041199,0.054827,0.066191,0.10038,0.19262,0.15376,0.45724,0.44408,0.67542,0.70067
0.024879,0.061688,0.093699,0.12474,0.19488,0.34856,0.25122,0.55837,0.5352,0.65376,0.5889
0.045429,0.10679,0.14862,0.16246,0.23638,0.36607,0.25929,0.63256,0.56163,0.69245,0.61538
0.027533,0.0683,0.090023,0.087956,0.15034,0.27179,0.22996,0.64676,0.63426,0.76665,0.69269
0.035433,0.086455,0.10863,0.12002,0.19549,0.29339,0.25711,0.60555,0.59566,0.74744,0.75951
0.039724,0.086605,0.11454,0.1304,0.20222,0.32281,0.30616,0.58659,0.58908,0.68564,0.66438
0.027401,0.054832,0.072206,0.069224,0.12228,0.23287,0.20329,0.49134,0.53921,0.63928,0.67549
0.063989,0.1301,0.16038,0.16485,0.26394,0.40649,0.35781,0.67892,0.64966,0.71866,0.68854
0.046156,0.082688,0.12017,0.11136,0.20921,0.35618,0.29365,0.52339,0.573,0.65191,0.74105
0.013725,0.042155,0.061673,0.068254,0.13446,0.2163,0.18198,0.58959,0.44404,0.58881,0.59264
0.025666,0.049561,0.06976,0.072765,0.15097,0.23412,0.21669,0.68571,0.60205,0.70563,0.67207
0.043061,0.09241,0.11263,0.11293,0.23124,0.34736,0.32456,0.60231,0.64137,0.79072,0.80797
0.029723,0.07677,0.088825,0.096093,0.1897,0.30549,0.25466,0.57429,0.48125,0.67799,0.64758
0.038402,0.080321,0.097794,0.097763,0.21496,0.3798,0.32716,0.57338,0.55522,0.72412,0.72836
0.051108,0.087434,0.089585,0.088077,0.18103,0.3324,0.29504,0.7612,0.56082,0.72629,0.66673
0.047728,0.10046,0.1142,0.098373,0.2284,0.37739,0.32988,0.54683,0.64818,0.70844,0.77786
0.02464,0.054968,0.067217,0.059738,0.12687,0.23354,0.17603,0.45905,0.43064,0.54213,0.54818
0.033606,0.1107,0.12144,0.080287,0.25304,0.42674,0.30812,0.68733,0.55239,0.67166,0.61525
0.033052,0.075575,0.087024,0.079966,0.18437,0.2928,0.24937,0.46731,0.51717,0.67856,0.76242
0.026293,0.040485,0.061063,0.054881,0.13776,0.1879,0.17227,0.58519,0.39096,0.6074,0.54531
0.021347,0.065787,0.096534,0.0801,0.18443,0.25328,0.22564,0.54862,0.49334,0.70603,0.64827
0.059538,0.14407,0.17057,0.15503,0.32263,0.45802,0.398,0.74061,0.60062,0.78464,0.69409
0.02529,0.074051,0.089018,0.08022,0.1747,0.32185,0.28331,0.6958,0.61062,0.78834,0.755
0.055976,0.11607,0.14875,0.15872,0.29532,0.40251,0.41895,0.59996,0.64232,0.78718,0.74161
0.027586,0.046819,0.05792,0.057333,0.12372,0.1968,0.17562,0.49658,0.53677,0.71509,0.70725
0.035818,0.069516,0.086718,0.091019,0.17233,0.28592,0.27174,0.51798,0.52758,0.6243,0.64871
0.028402,0.040803,0.067898,0.079392,0.15441,0.24468,0.17701,0.45354,0.47284,0.59794,0.63644
0.00099075,0.0017622,0.002352,0.0011508,0.0046751,0.0089286,0.0080872,0.039373,0.042172,0.081053,0.12491
0.020687,0.042997,0.058746,0.071763,0.16507,0.24506,0.21337,0.44433,0.43514,0.56404,0.5418
0.035297,0.056563,0.061703,0.082011,0.17685,0.26937,0.28048,0.58302,0.50591,0.61931,0.53842
0.04281,0.084825,0.10721,0.13616,0.24617,0.3426,0.30636,0.43627,0.49644,0.62352,0.62371
0.023395,0.039054,0.044485,0.043876,0.072111,0.14595,0.097562,0.42772,0.32618,0.46683,0.38182
0.028151,0.071234,0.093764,0.10003,0.17639,0.28032,0.21585,0.55011,0.54494,0.64008,0.59132
0.017876,0.046868,0.064253,0.068995,0.155,0.23821,0.17465,0.46687,0.45779,0.59688,0.54701
0.025765,0.06927,0.10784,0.1259,0.20811,0.31309,0.26455,0.54759,0.5551,0.64395,0.6025
0.018283,0.045204,0.055474,0.075931,0.14443,0.23697,0.20179,0.5223,0.5575,0.65441,0.59947
0.020251,0.050093,0.072798,0.084365,0.20653,0.3421,0.28472,0.53989,0.49586,0.65386,0.63248
0.022684,0.056366,0.079835,0.085912,0.20182,0.32505,0.29838,0.56712,0.52326,0.71535,0.68203
0.037797,0.094391,0.11451,0.14605,0.2535,0.36223,0.333,0.66313,0.6569,0.73938,0.70881
0.021201,0.05896,0.07787,0.076561,0.16236,0.2611,0.2141,0.63194,0.57706,0.71781,0.72361
0.030528,0.079515,0.11182,0.14525,0.24134,0.37967,0.32301,0.56826,0.61382,0.71129,0.73039
0.026724,0.061074,0.09161,0.13074,0.22728,0.35317,0.28781,0.58527,0.5959,0.7397,0.70357
0.019063,0.049491,0.081752,0.10284,0.19094,0.29206,0.24219,0.52181,0.56768,0.61957,0.60585
0.033641,0.071961,0.0982,0.11915,0.21457,0.29448,0.29287,0.58592,0.51405,0.67737,0.58619
0.036975,0.084597,0.10401,0.13157,0.20599,0.28393,0.27925,0.58261,0.5296,0.73322,0.60563
0.028982,0.071396,0.088273,0.10721,0.17629,0.2618,0.25306,0.51161,0.50566,0.65457,0.62661
0.025588,0.086394,0.10394,0.12856,0.19977,0.3173,0.28298,0.57562,0.52832,0.61585,0.5923
0.032774,0.073141,0.088792,0.11107,0.17402,0.29994,0.23444,0.58579,0.54896,0.65575,0.70495
0.035033,0.073368,0.088549,0.10403,0.17103,0.29939,0.26238,0.55601,0.59357,0.67862,0.70515
0.033034,0.084856,0.094752,0.11722,0.19909,0.30626,0.25848,0.56027,0.56013,0.68648,0.70539
0.032768,0.073423,0.089359,0.10939,0.1905,0.25815,0.2106,0.492,0.51995,0.65809,0.64824
0.058551,0.099387,0.10277,0.12634,0.22794,0.36312,0.36244,0.67256,0.65282,0.73618,0.65667
0.048813,0.10647,0.13466,0.15905,0.25414,0.38364,0.33435,0.62395,0.5749,0.67971,0.68898
0.039191,0.083408,0.11353,0.12331,0.22967,0.37109,0.30298,0.63298,0.56943,0.72671,0.71764
0.029749,0.076203,0.098308,0.097183,0.20112,0.31416,0.25225,0.55346,0.54203,0.64207,0.6852
0.026754,0.051184,0.061727,0.069735,0.08166,0.13685,0.088762,0.30972,0.33655,0.48654,0.55534
0.044663,0.085825,0.11205,0.12235,0.19334,0.31956,0.27994,0.53825,0.51962,0.66468,0.58173
0.053527,0.095962,0.10239,0.12648,0.24247,0.31498,0.30668,0.54948,0.55663,0.69292,0.62693
0.030023,0.062522,0.099206,0.1076,0.26168,0.36567,0.32652,0.70846,0.59058,0.71209,0.66231
0.039221,0.087055,0.10607,0.097354,0.22179,0.33088,0.29187,0.64159,0.59695,0.72552,0.70873
0.056062,0.096675,0.11088,0.097183,0.21668,0.34076,0.32196,0.60042,0.59521,0.74241,0.62786
0.018588,0.062337,0.078928,0.055344,0.15703,0.25809,0.24904,0.59863,0.5898,0.69428,0.68358
0.051121,0.1035,0.13154,0.1065,0.26524,0.41894,0.36653,0.71438,0.61255,0.75044,0.70798
0.0082034,0.029916,0.037253,0.035675,0.10322,0.20231,0.18095,0.56114,0.53913,0.66035,0.70831
0.054428,0.10849,0.13804,0.096759,0.27106,0.42348,0.34203,0.63845,0.5911,0.68853,0.6266
0.02347,0.055241,0.0684,0.061969,0.1499,0.25326,0.21091,0.58824,0.53078,0.64231,0.62644
0.046422,0.10745,0.13753,0.11217,0.25102,0.36411,0.34574,0.57885,0.57221,0.63772,0.69275
0.024992,0.077166,0.092971,0.058936,0.19143,0.30349,0.25887,0.60423,0.48821,0.63643,0.62628
0.029743,0.085662,0.10672,0.0867,0.20714,0.29835,0.28869,0.64728,0.50497,0.64407,0.66649
0.039011,0.12089,0.13863,0.10407,0.26297,0.36348,0.336,0.63447,0.5092,0.68087,0.69449
0.040938,0.10932,0.13727,0.12192,0.2726,0.39296,0.35911,0.6153,0.59438,0.7332,0.72704
0.046385,0.10498,0.12351,0.091497,0.22994,0.37728,0.34902,0.66669,0.57884,0.73303,0.6927
0.02847,0.082656,0.10502,0.10606,0.2354,0.36164,0.32173,0.59297,0.62431,0.68145,0.72661
0.024478,0.041048,0.05043,0.050595,0.092253,0.18119,0.14518,0.44945,0.45714,0.63851,0.6765
0.022285,0.038459,0.049255,0.050665,0.10502,0.17708,0.15691,0.42417,0.46758,0.61329,0.65581
0.038122,0.053708,0.082076,0.098108,0.17033,0.27094,0.26492,0.5795,0.59566,0.70116,0.60907
0.042087,0.059777,0.082076,0.096521,0.13969,0.21239,0.20488,0.43887,0.49388,0.66691,0.62814
0.021123,0.046335,0.049197,0.063849,0.14895,0.24966,0.21434,0.59943,0.5743,0.69156,0.6629
0.035277,0.041745,0.059702,0.078095,0.11185,0.21028,0.17697,0.50545,0.5213,0.62934,0.72555
0.027715,0.066101,0.087399,0.1039,0.16241,0.27078,0.24687,0.55535,0.5418,0.64923,0.63689
0.036856,0.082792,0.11309,0.14487,0.2417,0.36238,0.33525,0.58928,0.63909,0.7411,0.73629
0.024333,0.080676,0.10447,0.12315,0.18543,0.33635,0.27306,0.6626,0.5899,0.68244,0.65388
0.020069,0.063544,0.078426,0.089132,0.19708,0.30791,0.24706,0.65959,0.6124,0.72605,0.77608
0.035818,0.075276,0.11087,0.12024,0.22784,0.35798,0.2852,0.60124,0.56122,0.67594,0.61904
0.030263,0.060133,0.067736,0.086179,0.1591,0.24524,0.23386,0.4934,0.51407,0.583,0.64464
0.023111,0.042849,0.054351,0.066323,0.12899,0.20562,0.194,0.40026,0.45963,0.57154,0.57586
0.036526,0.051212,0.065241,0.080608,0.12391,0.20405,0.168,0.49867,0.53234,0.61948,0.69514
