"Plot","300","428.5","491","583","722","769.5","811","1115","1230.5","1418","1650.5","Stand"
"YC19:1055",0.033052,0.075575,0.087024,0.079966,0.18437,0.2928,0.24937,0.46731,0.51717,0.67856,0.76242,25
"YC19:1056",0.033606,0.1107,0.12144,0.080287,0.25304,0.42674,0.30812,0.68733,0.55239,0.67166,0.61525,20
"YC19:1058",0.047728,0.10046,0.1142,0.098373,0.2284,0.37739,0.32988,0.54683,0.64818,0.70844,0.77786,25
"YC19:1059",0.051108,0.087434,0.089585,0.088077,0.18103,0.3324,0.29504,0.7612,0.56082,0.72629,0.66673,22
"YC19:1060",0.038402,0.080321,0.097794,0.097763,0.21496,0.3798,0.32716,0.57338,0.55522,0.72412,0.72836,25
"YC19:1061",0.029723,0.07677,0.088825,0.096093,0.1897,0.30549,0.25466,0.57429,0.48125,0.67799,0.64758,19
"YC19:1062",0.043061,0.09241,0.11263,0.11293,0.23124,0.34736,0.32456,0.60231,0.64137,0.79072,0.80797,26
"YC19:1063",0.025666,0.049561,0.06976,0.072765,0.15097,0.23412,0.21669,0.68571,0.60205,0.70563,0.67207,25
"YC19:1064",0.013725,0.042155,0.061673,0.068254,0.13446,0.2163,0.18198,0.58959,0.44404,0.58881,0.59264,22
"YC19:1065",0.046156,0.082688,0.12017,0.11136,0.20921,0.35618,0.29365,0.52339,0.573,0.65191,0.74105,26
"YC19:1066",0.063989,0.1301,0.16038,0.16485,0.26394,0.40649,0.35781,0.67892,0.64966,0.71866,0.68854,27
"YC19:1067",0.027401,0.054832,0.072206,0.069224,0.12228,0.23287,0.20329,0.49134,0.53921,0.63928,0.67549,20
"YC19:1068",0.039724,0.086605,0.11454,0.1304,0.20222,0.32281,0.30616,0.58659,0.58908,0.68564,0.66438,24
"YC19:1069",0.035433,0.086455,0.10863,0.12002,0.19549,0.29339,0.25711,0.60555,0.59566,0.74744,0.75951,22
"YC19:1070",0.027533,0.0683,0.090023,0.087956,0.15034,0.27179,0.22996,0.64676,0.63426,0.76665,0.69269,20
"YC19:1071",0.045429,0.10679,0.14862,0.16246,0.23638,0.36607,0.25929,0.63256,0.56163,0.69245,0.61538,21
"YC19:1072",0.024879,0.061688,0.093699,0.12474,0.19488,0.34856,0.25122,0.55837,0.5352,0.65376,0.5889,21
"YC19:1073",0.020106,0.041199,0.054827,0.066191,0.10038,0.19262,0.15376,0.45724,0.44408,0.67542,0.70067,15
"YC19:1074",0.03091,0.05836,0.075543,0.094471,0.16774,0.29865,0.24792,0.63827,0.6035,0.75985,0.65289,25
"YC19:1075",0.03785,0.092219,0.12935,0.14155,0.23991,0.36299,0.29729,0.58628,0.57175,0.66204,0.68138,25
"YC19:1076",0.013379,0.045577,0.058957,0.067674,0.14631,0.24652,0.22001,0.62597,0.47775,0.69075,0.62921,19
"YC19:1077",0.032744,0.061088,0.072757,0.085965,0.15795,0.25361,0.24819,0.53107,0.5659,0.7228,0.68,17
"YC19:1078",0.018883,0.048183,0.069048,0.093274,0.16373,0.2595,0.226,0.605,0.58956,0.69576,0.72264,23
"YC19:1079",0.0369,0.075882,0.11491,0.15463,0.2652,0.3834,0.35855,0.66974,0.68194,0.7427,0.75072,27
"YC19:1080",0.025673,0.096631,0.11579,0.14592,0.24246,0.3866,0.32174,0.66799,0.58915,0.72954,0.69371,23
"YC19:1081",0.020322,0.072059,0.099028,0.11868,0.2052,0.39503,0.33847,0.65302,0.61878,0.74545,0.72612,22
"YC19:1082",0.037916,0.08625,0.12487,0.14155,0.22509,0.35085,0.32668,0.63183,0.55293,0.71029,0.57691,26
"YC19:1083",0.020722,0.045789,0.067072,0.087622,0.14894,0.23147,0.21154,0.42024,0.4968,0.61418,0.67073,22
"YC19:1084",0.027517,0.057017,0.072336,0.067019,0.16893,0.29285,0.24552,0.58177,0.58764,0.69817,0.69713,24
"YC19:1085",0.020442,0.04761,0.078365,0.087462,0.17527,0.29181,0.20906,0.58236,0.53419,0.71256,0.67156,23
"YC19:1087",0.023351,0.043326,0.084484,0.10741,0.1905,0.3482,0.25027,0.60422,0.54904,0.7263,0.65076,26
"YC19:1089",0.016201,0.057766,0.080843,0.10483,0.19322,0.31257,0.23261,0.55758,0.5335,0.6187,0.55152,17
"YC19:1090",0.013717,0.043595,0.061743,0.087983,0.17721,0.29592,0.22793,0.58503,0.51698,0.63517,0.59239,26
"YC19:1092",0.027543,0.064514,0.083787,0.088148,0.18798,0.27363,0.24098,0.4947,0.50922,0.60032,0.58339,20
"YC19:1093",0.010181,0.040215,0.061775,0.085538,0.17424,0.24214,0.21847,0.50161,0.48386,0.65241,0.67771,20
"YC19:1094",0.022228,0.049249,0.060609,0.077222,0.13915,0.22023,0.19762,0.45717,0.47654,0.59675,0.55272,18
"YC19:1096",0.021281,0.044258,0.058405,0.070894,0.11963,0.21267,0.18811,0.45954,0.45118,0.58816,0.59912,18
"YC19:1097",0.035818,0.069516,0.086718,0.091019,0.17233,0.28592,0.27174,0.51798,0.52758,0.6243,0.64871,18
"YC19:1098",0.028402,0.040803,0.067898,0.079392,0.15441,0.24468,0.17701,0.45354,0.47284,0.59794,0.63644,24
"YC19:1100",0.020687,0.042997,0.058746,0.071763,0.16507,0.24506,0.21337,0.44433,0.43514,0.56404,0.5418,23
"YC19:1101",0.035297,0.056563,0.061703,0.082011,0.17685,0.26937,0.28048,0.58302,0.50591,0.61931,0.53842,23
"YC19:1102",0.04281,0.084825,0.10721,0.13616,0.24617,0.3426,0.30636,0.43627,0.49644,0.62352,0.62371,24
"YC19:1104",0.028151,0.071234,0.093764,0.10003,0.17639,0.28032,0.21585,0.55011,0.54494,0.64008,0.59132,20
"YC19:1105",0.017876,0.046868,0.064253,0.068995,0.155,0.23821,0.17465,0.46687,0.45779,0.59688,0.54701,18
"YC19:1106",0.025765,0.06927,0.10784,0.1259,0.20811,0.31309,0.26455,0.54759,0.5551,0.64395,0.6025,23
"YC19:1107",0.018283,0.045204,0.055474,0.075931,0.14443,0.23697,0.20179,0.5223,0.5575,0.65441,0.59947,20
"YC19:1108",0.020251,0.050093,0.072798,0.084365,0.20653,0.3421,0.28472,0.53989,0.49586,0.65386,0.63248,24
"YC19:1109",0.022684,0.056366,0.079835,0.085912,0.20182,0.32505,0.29838,0.56712,0.52326,0.71535,0.68203,15
"YC19:1110",0.037797,0.094391,0.11451,0.14605,0.2535,0.36223,0.333,0.66313,0.6569,0.73938,0.70881,21
"YC19:1111",0.021201,0.05896,0.07787,0.076561,0.16236,0.2611,0.2141,0.63194,0.57706,0.71781,0.72361,23
"YC19:1112",0.030528,0.079515,0.11182,0.14525,0.24134,0.37967,0.32301,0.56826,0.61382,0.71129,0.73039,26
"YC19:1113",0.026724,0.061074,0.09161,0.13074,0.22728,0.35317,0.28781,0.58527,0.5959,0.7397,0.70357,25
"YC19:1114",0.019063,0.049491,0.081752,0.10284,0.19094,0.29206,0.24219,0.52181,0.56768,0.61957,0.60585,21
"YC19:1115",0.033641,0.071961,0.0982,0.11915,0.21457,0.29448,0.29287,0.58592,0.51405,0.67737,0.58619,24
"YC19:1116",0.036975,0.084597,0.10401,0.13157,0.20599,0.28393,0.27925,0.58261,0.5296,0.73322,0.60563,24
"YC19:1117",0.028982,0.071396,0.088273,0.10721,0.17629,0.2618,0.25306,0.51161,0.50566,0.65457,0.62661,18
"YC19:1118",0.025588,0.086394,0.10394,0.12856,0.19977,0.3173,0.28298,0.57562,0.52832,0.61585,0.5923,25
"YC19:1119",0.032774,0.073141,0.088792,0.11107,0.17402,0.29994,0.23444,0.58579,0.54896,0.65575,0.70495,23
"YC19:1120",0.035033,0.073368,0.088549,0.10403,0.17103,0.29939,0.26238,0.55601,0.59357,0.67862,0.70515,22
"YC19:1121",0.033034,0.084856,0.094752,0.11722,0.19909,0.30626,0.25848,0.56027,0.56013,0.68648,0.70539,21
"YC19:1122",0.032768,0.073423,0.089359,0.10939,0.1905,0.25815,0.2106,0.492,0.51995,0.65809,0.64824,19
"YC19:1123",0.058551,0.099387,0.10277,0.12634,0.22794,0.36312,0.36244,0.67256,0.65282,0.73618,0.65667,22
"YC19:1124",0.048813,0.10647,0.13466,0.15905,0.25414,0.38364,0.33435,0.62395,0.5749,0.67971,0.68898,22
"YC19:1125",0.039191,0.083408,0.11353,0.12331,0.22967,0.37109,0.30298,0.63298,0.56943,0.72671,0.71764,23
"YC19:1126",0.029749,0.076203,0.098308,0.097183,0.20112,0.31416,0.25225,0.55346,0.54203,0.64207,0.6852,21
"YC19:1128",0.044663,0.085825,0.11205,0.12235,0.19334,0.31956,0.27994,0.53825,0.51962,0.66468,0.58173,20
"YC19:1129",0.053527,0.095962,0.10239,0.12648,0.24247,0.31498,0.30668,0.54948,0.55663,0.69292,0.62693,21
"YC19:1130",0.030023,0.062522,0.099206,0.1076,0.26168,0.36567,0.32652,0.70846,0.59058,0.71209,0.66231,25
"YC19:1131",0.039221,0.087055,0.10607,0.097354,0.22179,0.33088,0.29187,0.64159,0.59695,0.72552,0.70873,22
"YC19:1132",0.056062,0.096675,0.11088,0.097183,0.21668,0.34076,0.32196,0.60042,0.59521,0.74241,0.62786,20
"YC19:1133",0.018588,0.062337,0.078928,0.055344,0.15703,0.25809,0.24904,0.59863,0.5898,0.69428,0.68358,26
"YC19:1134",0.051121,0.1035,0.13154,0.1065,0.26524,0.41894,0.36653,0.71438,0.61255,0.75044,0.70798,23
"YC19:1135",0.0082034,0.029916,0.037253,0.035675,0.10322,0.20231,0.18095,0.56114,0.53913,0.66035,0.70831,16
"YC19:1136",0.054428,0.10849,0.13804,0.096759,0.27106,0.42348,0.34203,0.63845,0.5911,0.68853,0.6266,23
"YC19:1137",0.02347,0.055241,0.0684,0.061969,0.1499,0.25326,0.21091,0.58824,0.53078,0.64231,0.62644,18
"YC19:1138",0.046422,0.10745,0.13753,0.11217,0.25102,0.36411,0.34574,0.57885,0.57221,0.63772,0.69275,23
"YC19:1139",0.024992,0.077166,0.092971,0.058936,0.19143,0.30349,0.25887,0.60423,0.48821,0.63643,0.62628,18
"YC19:1140",0.029743,0.085662,0.10672,0.0867,0.20714,0.29835,0.28869,0.64728,0.50497,0.64407,0.66649,20
"YC19:1141",0.039011,0.12089,0.13863,0.10407,0.26297,0.36348,0.336,0.63447,0.5092,0.68087,0.69449,23
"YC19:1142",0.040938,0.10932,0.13727,0.12192,0.2726,0.39296,0.35911,0.6153,0.59438,0.7332,0.72704,25
"YC19:1143",0.046385,0.10498,0.12351,0.091497,0.22994,0.37728,0.34902,0.66669,0.57884,0.73303,0.6927,23
"YC19:1144",0.02847,0.082656,0.10502,0.10606,0.2354,0.36164,0.32173,0.59297,0.62431,0.68145,0.72661,22
"YC19:1145",0.023578,0.057703,0.085153,0.070907,0.20729,0.3681,0.3101,0.63389,0.6208,0.75834,0.74945,22
"YC19:1146",0.045535,0.10365,0.12918,0.10737,0.21688,0.35097,0.32265,0.61739,0.58539,0.75041,0.70644,26
"YC19:1147",0.022731,0.050269,0.065209,0.053979,0.13137,0.19129,0.16307,0.5251,0.57244,0.75294,0.73579,24
"YC19:1148",0.049651,0.12282,0.15437,0.12907,0.28794,0.40987,0.34556,0.68133,0.59048,0.73806,0.67908,26
"YC19:1149",0.037081,0.069696,0.10899,0.092315,0.2301,0.33412,0.28352,0.67628,0.61203,0.75118,0.75897,26
"YC19:1150",0.025112,0.057905,0.079948,0.050305,0.11377,0.20042,0.16937,0.71177,0.54968,0.69465,0.57882,22
"YC19:1151",0.032998,0.10726,0.13484,0.096574,0.18627,0.30471,0.22499,0.52651,0.50024,0.59529,0.64577,21
"YC19:1152",0.065556,0.13602,0.15413,0.13101,0.21439,0.38714,0.30117,0.6635,0.67047,0.72918,0.80148,25
"YC19:1153",0.044446,0.093134,0.114,0.10716,0.21235,0.34853,0.29353,0.68575,0.64586,0.77553,0.6646,26
"YC19:1154",0.033391,0.069803,0.081163,0.075159,0.19039,0.28765,0.26455,0.53935,0.57337,0.68952,0.66437,23
"YC19:1155",0.033303,0.068768,0.083082,0.07828,0.2106,0.33166,0.31084,0.61094,0.55528,0.6995,0.71985,19
"YC19:1156",0.036793,0.086304,0.10243,0.092844,0.24972,0.39032,0.32761,0.68457,0.62952,0.71708,0.74116,26
"YC19:1157",0.048917,0.11484,0.13435,0.11705,0.25636,0.38828,0.32423,0.74499,0.68055,0.80107,0.78843,25
"YC19:1158",0.042779,0.10286,0.11573,0.092833,0.20846,0.32061,0.29965,0.61188,0.58592,0.74478,0.62606,24
"YC19:1160",0.039155,0.099053,0.11778,0.13133,0.24012,0.3997,0.31691,0.52589,0.63526,0.78411,0.68975,26
"YC19:1161",0.02909,0.071142,0.090475,0.093519,0.12794,0.28761,0.21987,0.59872,0.55921,0.72928,0.66757,21
"YC19:1163",0.040542,0.081401,0.11817,0.15114,0.22497,0.31117,0.28527,0.41937,0.5586,0.61933,0.60665,20
"YC19:1164",0.038256,0.096099,0.1285,0.14842,0.23851,0.3853,0.36928,0.5844,0.58895,0.70424,0.71206,25
"YC19:1165",0.037358,0.071538,0.095789,0.12738,0.2246,0.35114,0.35363,0.6835,0.64873,0.79111,0.79084,27
"YC19:1166",0.035443,0.074894,0.095783,0.12319,0.14829,0.26812,0.24307,0.5516,0.51523,0.69695,0.63583,19
"YC19:1167",0.01776,0.052386,0.072454,0.085324,0.14507,0.24556,0.20463,0.47105,0.44125,0.58503,0.58862,23
"YC19:1168",0.021963,0.058351,0.077114,0.10016,0.13998,0.22231,0.15379,0.43098,0.39625,0.58423,0.63511,24
"YC19:1169",0.023698,0.092643,0.11564,0.1369,0.18595,0.38198,0.27603,0.59561,0.58955,0.72434,0.76371,25
"YC19:1170",0.015665,0.047319,0.054339,0.069812,0.11021,0.21773,0.17897,0.57666,0.54785,0.67037,0.64012,21
"YC19:1172",0.041797,0.081755,0.10861,0.14161,0.21743,0.2975,0.28334,0.60474,0.59515,0.70148,0.6488,27
"YC19:1173",0.031904,0.053725,0.059398,0.083801,0.16125,0.27704,0.22543,0.55477,0.52289,0.6553,0.68114,23
"YC19:1174",0.0043725,0.025728,0.033704,0.039469,0.074319,0.15014,0.13877,0.47215,0.42195,0.58034,0.49508,18
"YC19:1176",0.034947,0.077171,0.092409,0.11785,0.1765,0.26658,0.19275,0.51533,0.57101,0.67674,0.75102,22
"YC19:1177",0.034461,0.072911,0.10097,0.11426,0.20286,0.33767,0.28923,0.66967,0.65241,0.75805,0.74899,26
"YC19:1178",0.022404,0.053411,0.079919,0.09959,0.19403,0.29653,0.28677,0.65223,0.55592,0.65384,0.63454,19
"YC19:1179",0.036526,0.051212,0.065241,0.080608,0.12391,0.20405,0.168,0.49867,0.53234,0.61948,0.69514,24
"YC19:1180",0.023111,0.042849,0.054351,0.066323,0.12899,0.20562,0.194,0.40026,0.45963,0.57154,0.57586,18
"YC19:1181",0.030263,0.060133,0.067736,0.086179,0.1591,0.24524,0.23386,0.4934,0.51407,0.583,0.64464,24
"YC19:1182",0.035818,0.075276,0.11087,0.12024,0.22784,0.35798,0.2852,0.60124,0.56122,0.67594,0.61904,25
"YC19:1183",0.020069,0.063544,0.078426,0.089132,0.19708,0.30791,0.24706,0.65959,0.6124,0.72605,0.77608,23
"YC19:1184",0.024333,0.080676,0.10447,0.12315,0.18543,0.33635,0.27306,0.6626,0.5899,0.68244,0.65388,24
"YC19:1185",0.036856,0.082792,0.11309,0.14487,0.2417,0.36238,0.33525,0.58928,0.63909,0.7411,0.73629,26
"YC19:1186",0.027715,0.066101,0.087399,0.1039,0.16241,0.27078,0.24687,0.55535,0.5418,0.64923,0.63689,25
"YC19:1187",0.035277,0.041745,0.059702,0.078095,0.11185,0.21028,0.17697,0.50545,0.5213,0.62934,0.72555,27
"YC19:1188",0.021123,0.046335,0.049197,0.063849,0.14895,0.24966,0.21434,0.59943,0.5743,0.69156,0.6629,25
"YC19:1189",0.042087,0.059777,0.082076,0.096521,0.13969,0.21239,0.20488,0.43887,0.49388,0.66691,0.62814,20
"YC19:1190",0.038122,0.053708,0.082076,0.098108,0.17033,0.27094,0.26492,0.5795,0.59566,0.70116,0.60907,22
"YC19:1191",0.022285,0.038459,0.049255,0.050665,0.10502,0.17708,0.15691,0.42417,0.46758,0.61329,0.65581,19
"YC19:1192",0.024478,0.041048,0.05043,0.050595,0.092253,0.18119,0.14518,0.44945,0.45714,0.63851,0.6765,17
"YC19:1193",0.057608,0.098153,0.10065,0.09596,0.11996,0.25089,0.21873,0.56376,0.53094,0.64631,0.64681,15
"YC19:1194",0.043945,0.074299,0.088629,0.086442,0.136,0.25097,0.20657,0.50856,0.49867,0.66793,0.71658,22
"YC19:1195",0.04843,0.090252,0.10266,0.12205,0.18557,0.32865,0.30214,0.66596,0.62928,0.73397,0.66875,23
"YC19:1196",0.049586,0.073155,0.10687,0.11984,0.19762,0.30914,0.28398,0.60077,0.57367,0.70584,0.69705,22
"YC19:1197",0.04829,0.079666,0.10999,0.12483,0.19013,0.31024,0.29287,0.63926,0.62,0.70429,0.70719,24
"YC19:1198",0.042338,0.055631,0.070387,0.08619,0.14628,0.21998,0.20753,0.55986,0.61792,0.68729,0.72867,22
"YC19:1200",0.025799,0.06162,0.089084,0.10969,0.17005,0.28732,0.23908,0.55133,0.54246,0.6693,0.73599,21
"YC19:1201",0.049445,0.081237,0.11192,0.14369,0.19791,0.35644,0.3325,0.72454,0.50701,0.65904,0.56075,23
"YC19:1202",0.027768,0.060022,0.085666,0.11149,0.18225,0.31925,0.28114,0.52127,0.5612,0.74743,0.78587,19
"YC19:1203",0.039354,0.066015,0.091156,0.1154,0.17826,0.28116,0.25062,0.50504,0.55315,0.67689,0.70815,23
"YC19:1204",0.028045,0.064599,0.088776,0.10094,0.18315,0.3018,0.2798,0.6605,0.61822,0.73495,0.69039,22
"YC19:1205",0.012021,0.044882,0.064237,0.071005,0.16789,0.27644,0.2455,0.5865,0.61273,0.71361,0.75013,27
"YC19:1206",0.034169,0.061796,0.081859,0.10199,0.14758,0.23719,0.20838,0.46723,0.47663,0.57981,0.67805,20
"YC19:1207",0.032206,0.07248,0.094299,0.10011,0.16954,0.27843,0.23129,0.68196,0.58021,0.70278,0.65106,25
"YC19:1208",0.032074,0.085379,0.10593,0.12923,0.19783,0.34568,0.27643,0.68183,0.65238,0.78062,0.77063,21
"YC19:1209",0.040436,0.10143,0.12193,0.13205,0.23646,0.39109,0.32567,0.65996,0.64171,0.73753,0.75877,23
"YC19:1210",0.032582,0.075376,0.095562,0.10643,0.20414,0.32109,0.25212,0.5715,0.57407,0.72073,0.74146,20
"YC19:1211",0.016843,0.035982,0.045547,0.058575,0.093253,0.16073,0.15093,0.36048,0.4164,0.53186,0.52418,15
"YC19:1213",0.041003,0.1063,0.14397,0.15869,0.26971,0.40001,0.36701,0.62227,0.61492,0.77839,0.6867,18
"YC19:1215",0.022457,0.061102,0.084244,0.11651,0.21162,0.34599,0.34387,0.62339,0.59421,0.77295,0.69324,16
"YC19:1216",0.027345,0.085294,0.10377,0.12751,0.19022,0.29618,0.29532,0.59759,0.63807,0.76405,0.76304,20
"YC19:1217",0.038296,0.080362,0.10827,0.1257,0.17676,0.31738,0.23905,0.69901,0.48751,0.65676,0.57187,17
"YC19:1218",0.030991,0.084959,0.1189,0.17315,0.26127,0.38828,0.31943,0.68356,0.73096,0.83013,0.75658,23
"YC19:1219",0.043219,0.076264,0.092647,0.13852,0.24114,0.34229,0.32796,0.5962,0.63963,0.72721,0.73224,17
"YC19:1220",0.0321,0.06565,0.09527,0.12893,0.27424,0.36196,0.35867,0.71453,0.62079,0.72882,0.66442,17
"YC19:1221",0.043909,0.09435,0.11427,0.14509,0.23953,0.37622,0.32979,0.67116,0.70563,0.74912,0.76182,19
"YC19:1222",0.031689,0.089515,0.12848,0.15246,0.28412,0.41549,0.36344,0.68315,0.65611,0.69094,0.71311,24
"YC19:1223",0.028328,0.073997,0.10528,0.10184,0.20049,0.29572,0.25791,0.59331,0.55686,0.64629,0.65635,22
"YC19:1224",0.0261,0.082288,0.10224,0.11405,0.22691,0.37372,0.31464,0.62935,0.60332,0.65693,0.62037,22
"YC19:1225",0.05376,0.12062,0.1449,0.14411,0.24368,0.42935,0.30919,0.70512,0.61509,0.75972,0.71512,21
"YC19:1226",0.032734,0.083134,0.10293,0.094744,0.20913,0.35352,0.29368,0.5913,0.54397,0.70544,0.70692,25
"YC19:1227",0.035374,0.077903,0.10977,0.11832,0.24475,0.34657,0.30464,0.6983,0.54079,0.73268,0.64457,22
"YC19:1228",0.024795,0.065295,0.071877,0.04953,0.17284,0.2947,0.24351,0.5356,0.55487,0.65932,0.7207,23
"YC19:1229",0.025435,0.068055,0.093699,0.077619,0.15597,0.25694,0.2,0.42998,0.3924,0.55993,0.58724,25
"YC19:1230",0.043245,0.10653,0.15627,0.12932,0.29762,0.42449,0.3573,0.61399,0.54772,0.6832,0.5344,21
"YC19:1232",0.056425,0.095193,0.12928,0.13763,0.25756,0.38841,0.33996,0.61691,0.5994,0.68727,0.67315,23
