"Plot","na_count","278","375.5","512.5","654.5","835","1027","1144.5","1340","1492.5"
"YC20:1256",2,0.023945,0.060927,0.28581,0.38364,0.5231,NA,NA,0.64264,0.70594
"YC20:1258",2,0.0137,0.030843,0.18564,0.22268,0.32245,NA,NA,0.63844,0.67772
"YC20:1260",2,0.022879,0.049416,0.17382,0.20426,0.35242,NA,NA,0.61738,0.65222
"YC20:1262",2,0.031208,0.054901,0.18979,0.20926,0.36587,NA,NA,0.62465,0.62502
"YC20:1266",0,0.027787,0.085044,0.26576,0.25561,0.51233,0.55281,0.51343,0.61257,0.64908
"YC20:1267",0,0.03754,0.098481,0.20626,0.22515,0.4478,0.46102,0.49969,0.70955,0.71391
"YC20:1268",0,0.012927,0.027794,0.089154,0.089164,0.27864,0.30791,0.37232,0.51102,0.54511
"YC20:1272",0,0.018033,0.043887,0.15944,0.15303,0.41425,0.45343,0.58904,0.58662,0.59928
"YC20:1289",0,0.030215,0.065796,0.15963,0.19836,0.39743,0.363,0.67217,0.68341,0.71828
"YC20:1306",0,0.018646,0.039373,0.12679,0.14963,0.29874,0.37929,0.47956,0.601,0.66312
"YC20:1309",2,0.021826,0.039446,0.1285,0.16925,0.41986,0.44825,NA,NA,0.63848
"YC20:1316",2,0.024919,0.059884,0.19674,0.23641,0.44715,NA,NA,0.77483,0.81755
"YC20:1317",2,0.010609,0.026721,0.10436,0.16192,0.34401,NA,NA,0.67141,0.73973
"YC20:1318",2,0.028085,0.052726,0.15992,0.1835,0.40871,NA,NA,0.68842,0.72899
"YC20:1319",0,0.025124,0.060206,0.20541,0.22745,0.55766,0.63178,0.64139,0.74964,0.76771
"YC20:1321",2,0.027481,0.058739,0.2203,0.26308,0.51826,NA,NA,0.66147,0.66536
"YC20:1322",2,0.027721,0.052288,0.24947,0.29206,0.59124,NA,NA,0.69195,0.7067
"YC20:1323",2,0.014225,0.026122,0.10388,0.16862,0.35981,NA,NA,0.71317,0.79279
"YC20:1324",2,0.014021,0.024559,0.19553,0.22825,0.48694,NA,NA,0.63265,0.68092
"YC20:1325",2,0.029351,0.046614,0.19678,0.22023,0.5408,NA,NA,0.63529,0.66047
"YC20:1328",0,0.035993,0.05728,0.1793,0.19566,0.58749,0.66185,0.66086,0.64757,0.71194
"YC20:1333",0,0.016012,0.040414,0.13717,0.13729,0.45933,0.45644,0.49404,0.56828,0.61838
"YC20:1335",2,0.017293,0.029063,0.10378,0.12673,NA,NA,0.3839,0.53058,0.58406
"YC20:1336",2,0.056145,0.091303,0.23528,0.2344,NA,NA,0.38202,0.58837,0.6223
"YC20:1339",0,0.012795,0.018996,0.09253,0.1158,0.59211,0.60184,0.678,0.63932,0.70163
"YC20:1343",0,0.017887,0.038745,0.15731,0.1559,0.41116,0.64375,0.68145,0.66583,0.69195
"YC20:1351",2,0.019477,0.050184,0.33008,0.41523,0.65624,NA,NA,0.73928,0.77508
"YC20:1352",0,0.022935,0.050272,0.23429,0.37334,0.49355,0.66931,0.63106,0.70033,0.73775
"YC20:1354",0,0.010665,0.021462,0.12129,0.14021,0.33959,0.51569,0.57775,0.58234,0.65245
"YC20:1357",0,0.026553,0.068835,0.18862,0.23334,0.45531,0.66785,0.67605,0.64181,0.68702
"YC20:1358",2,0.011089,0.023507,0.076886,0.10674,0.3025,NA,NA,0.48199,0.53833
"YC20:1368",0,0.025158,0.055412,0.17372,0.213,0.38464,0.49104,0.73871,0.73701,0.75303
"YC20:1369",1,0.036367,0.074233,0.20308,0.26342,0.40239,0.47627,NA,0.64977,0.68349
"YC20:1409",2,0.02632,0.053018,0.15618,0.19441,0.42654,0.51076,NA,NA,0.61183
"YC20:1410",0,0.014765,0.022324,0.07983,0.11509,0.35137,0.50428,0.54856,0.58131,0.62686
"YC20:1431",2,0.021522,0.048073,0.25588,0.3006,NA,NA,0.45132,0.58258,0.64959
"YC20:1501",1,0.015028,0.028693,0.12255,0.12551,0.40452,0.4924,NA,0.58545,0.62195
"YC20:1504",0,0.017035,0.041397,0.15478,0.19884,0.47495,0.48953,0.65482,0.66734,0.71696
"YC20:1505",0,0.0059753,0.022367,0.083218,0.12808,0.30005,0.3844,0.55018,0.56743,0.65241
"YC20:1506",0,0.0235,0.036831,0.15054,0.19024,0.36039,0.54064,0.70207,0.70207,0.75255
"YC20:2008",1,0.029807,0.058272,0.1824,0.22428,NA,0.50234,0.57435,0.68555,0.72286
"YC20:2017",0,0.025911,0.046736,0.18406,0.18975,0.41963,0.52009,0.55746,0.6402,0.65069
"YC20:2018",0,0.019259,0.039782,0.13091,0.19874,0.46952,0.58943,0.59107,0.69167,0.70902
"YC20:2022",2,0.030084,0.052259,0.19869,0.24063,0.55642,0.62831,NA,NA,0.71335
"YC20:2024",0,0.032798,0.059534,0.18111,0.23485,0.46339,0.51968,0.73665,0.75346,0.75545
"YC20:2026",2,0.035192,0.069571,0.19515,0.28924,0.59653,0.60582,NA,NA,0.65119
"YC20:2032",0,0.056608,0.099594,0.19142,0.27945,0.42004,0.39744,0.69206,0.68109,0.71705
"YC20:2033",2,0.026451,0.058716,0.163,0.24598,NA,NA,0.67623,0.65516,0.6902
"YC20:2034",0,0.028474,0.048321,0.15927,0.19763,0.41911,0.43589,0.60098,0.6711,0.69786
"YC20:2035",0,0.0249,0.045626,0.13611,0.21232,0.49554,0.48661,0.70179,0.65695,0.71989
"YC20:2041",1,0.059293,0.10629,0.21333,0.23124,0.27714,0.34761,0.55537,NA,0.67411
"YC20:2042",0,0.02829,0.048007,0.12667,0.1792,0.39023,0.46293,0.61236,0.70167,0.72066
"YC20:2044",2,0.041068,0.075868,0.19263,0.25428,0.41475,0.54139,NA,NA,0.61482
"YC20:2056",0,0.014712,0.028479,0.093369,0.14451,0.22148,0.26137,0.52959,0.57519,0.60874
"YC20:2057",0,0.025396,0.061857,0.17308,0.25605,0.38665,0.3972,0.49016,0.62231,0.63994
"YC20:2058",0,0.024715,0.047957,0.12616,0.21663,0.36382,0.38752,0.57015,0.61079,0.6605
"YC20:2068",1,0.021899,0.048558,0.178,0.19575,0.26661,0.31499,NA,0.55682,0.60543
"YC20:2069",1,0.039272,0.085218,0.18728,0.23029,0.42676,0.47288,NA,0.62279,0.64182
"YC20:2070",0,0.026714,0.054508,0.13776,0.25582,0.37076,0.43411,0.66197,0.78614,0.8091
"YC20:2071",0,0.041304,0.085057,0.19414,0.27416,0.44362,0.4624,0.66884,0.7724,0.78372
"YC20:2072",2,0.018617,0.03613,0.11023,0.16456,0.33373,0.41961,NA,NA,0.59996
"YC20:2073",2,0.028333,0.04838,0.13805,0.18947,0.30005,0.38225,NA,NA,0.63238
"YC20:2099",0,0.043697,0.073603,0.24187,0.36,0.56708,0.58404,0.68376,0.69547,0.70831
"YC20:2102",2,0.017741,0.031107,0.23946,0.2995,NA,NA,0.61058,0.62357,0.69675
"YC20:2103",2,0.030079,0.064385,0.31013,0.3389,NA,NA,0.57312,0.60838,0.64497
"YC20:2104",2,0.025961,0.044983,0.22522,0.24105,NA,NA,0.57042,0.59953,0.62071
"YC20:2105",0,0.027364,0.045188,0.23551,0.24269,0.66693,0.64695,0.72165,0.698,0.7432
"YC20:2107",0,0.040717,0.071038,0.32001,0.38718,0.69571,0.69027,0.73453,0.71657,0.80278
"YC20:2108",0,0.0015048,0.0064633,0.19588,0.24701,0.63946,0.62908,0.62356,0.62817,0.73072
"YC20:2110",0,0.027181,0.047519,0.25783,0.38504,0.58963,0.66111,0.61472,0.6752,0.76003
"YC20:2111",2,0.019562,0.040821,0.159,0.16119,0.49173,NA,NA,0.68859,0.75993
"YC20:2112",0,0.0419,0.067993,0.23923,0.27275,0.57544,0.54244,0.64039,0.6841,0.7404
"YC20:2113",2,0.032448,0.055224,NA,NA,0.52807,0.64288,0.60196,0.61417,0.65837
"YC20:2114",2,0.035366,0.05812,0.24043,0.26181,0.52364,NA,NA,0.6746,0.68812
"YC20:2125",2,0.033878,0.070258,0.23379,0.27945,0.60884,0.63446,NA,NA,0.69457
"YC20:2127",2,0.020234,0.045564,0.14821,0.20595,NA,NA,0.59418,0.70288,0.73246
"YC20:2128",0,0.031514,0.063669,0.19962,0.21532,0.38395,0.38779,0.65004,0.64135,0.68533
"YC20:2131",2,0.012854,0.033265,0.13748,0.12766,0.3862,0.39971,NA,NA,0.60146
"YC20:2132",0,0.022426,0.044236,0.14464,0.20478,0.4021,0.39452,0.64346,0.61739,0.70095
"YC20:2151",0,0.022089,0.055984,0.17587,0.22174,0.34455,0.42161,0.5297,0.61545,0.64451
"YC20:2153",2,0.037833,0.081726,0.17252,NA,NA,0.34596,0.45649,0.7401,0.75822
"YC20:2154",2,0.020105,0.04157,0.13294,NA,NA,0.32945,0.59183,0.68643,0.69959
"YC20:2177",0,0.041803,0.082238,0.19139,0.21625,0.42201,0.49507,0.60471,0.65876,0.72483
"YC20:2178",0,0.0077139,0.019011,0.099047,0.13925,0.35417,0.52814,0.54479,0.66637,0.6995
"YC20:2180",0,0.025392,0.048679,0.19754,0.22087,0.52162,0.60751,0.62806,0.67812,0.69629
"YC20:2181",0,0.038444,0.079535,0.2058,0.25223,0.48542,0.55121,0.6221,0.74035,0.76694
"YC20:2207",0,0.0028158,0.0042222,0.04978,0.074205,0.37685,0.54848,0.6792,0.64275,0.68894
"YC20:2208",0,0.034698,0.059001,0.18836,0.19801,0.54868,0.60332,0.69535,0.70961,0.7365
"YC20:2209",0,0.022937,0.040458,0.18217,0.23716,0.6262,0.65225,0.65932,0.66284,0.69562
"YC20:2210",0,0.018354,0.030782,0.17093,0.17436,0.55398,0.6432,0.67059,0.66105,0.68148
"YC20:2220",0,0.021797,0.036699,0.13892,0.16521,0.43178,0.52154,0.61711,0.58322,0.64254
"YC20:2223",2,0.023125,0.036027,0.13478,0.17395,0.41547,0.44849,NA,NA,0.60466
"YC20:2224",2,0.020208,0.049766,0.15766,0.18374,0.42129,0.40759,NA,NA,0.67333
"YC20:2225",2,0.020572,0.046795,0.1946,0.22403,NA,NA,0.71245,0.69937,0.7334
"YC20:2242",0,0.01332,0.027028,0.1551,0.19225,0.24574,0.30774,0.47166,0.68962,0.71996
"YC20:2243",0,0.016224,0.038511,0.16349,0.23073,0.4165,0.47697,0.5879,0.69923,0.72496
"YC20:2244",0,0.029428,0.059384,0.18827,0.22184,0.34678,0.46646,0.53989,0.71926,0.78559
"YC20:2245",0,0.022848,0.041871,0.14623,0.20016,0.33322,0.47994,0.51134,0.73737,0.7984
"YC20:2246",2,0.032725,0.069673,0.16198,NA,NA,0.45301,0.453,0.76992,0.8002
"YC20:2247",2,0.017902,0.038313,0.13661,NA,NA,0.30266,0.35837,0.62376,0.68676
"YC20:2248",0,0.02119,0.058841,0.15508,0.23163,0.36847,0.46269,0.47945,0.64931,0.67068
"YC20:2249",2,0.045958,0.095795,0.17494,NA,NA,0.47142,0.54318,0.67304,0.69166
"YC20:2253",0,0.016363,0.049361,0.1466,0.19643,0.21538,0.44754,0.58566,0.73578,0.77572
"YC20:2257",0,0.031922,0.052831,0.13251,0.23799,0.38941,0.39103,0.5633,0.70149,0.76581
"YC20:2258",0,0.022818,0.04892,0.14663,0.23758,0.46854,0.48465,0.65602,0.72551,0.78245
"YC20:2269",0,0.028436,0.065685,0.19828,0.24259,0.39372,0.45567,0.68211,0.68724,0.75893
"YC20:2270",0,0.015888,0.037116,0.13838,0.15898,0.30965,0.41869,0.64713,0.60339,0.66918
"YC20:2299",2,0.047993,0.088026,0.31721,0.38866,NA,NA,0.69695,0.70236,0.78022
"YC20:2301",2,0.04056,0.07737,0.31143,0.31443,0.70329,0.64986,NA,NA,0.71611
"YC20:2302",2,0.024529,0.052522,0.25203,0.42571,NA,NA,0.59698,0.70017,0.77667
"YC20:2304",2,0.047154,0.082018,0.24864,0.26728,0.55475,NA,NA,0.71483,0.7392
"YC20:2305",2,0.034358,0.05559,0.22696,0.2195,0.5448,NA,NA,0.71147,0.7334
"YC20:2311",1,0.015553,0.033907,0.20612,0.24043,0.4876,0.71845,NA,0.73496,0.78253
"YC20:2312",0,0.012068,0.033953,0.16195,0.19133,0.51771,0.69309,0.69402,0.71899,0.79558
"YC20:2316",2,0.024263,0.045494,0.21819,0.23675,0.38274,NA,NA,0.65134,0.67705
"YC20:2318",2,0.015575,0.033746,0.15366,0.18424,0.43204,0.64669,NA,NA,0.67998
"YC20:2319",0,0.01869,0.037108,0.11369,0.13001,0.27962,0.54792,0.61015,0.70521,0.7597
"YC20:2322",0,0.033529,0.071543,0.17494,0.22806,0.40675,0.43535,0.61373,0.58064,0.65086
"YC20:2329",1,0.023986,0.043852,0.11061,0.18689,0.39835,0.46,NA,0.61088,0.64832
"YC20:2330",2,0.019434,0.028094,0.070636,0.077032,0.27892,0.33886,NA,NA,0.6101
"YC20:2331",0,0.020659,0.039538,0.11993,0.16031,0.4207,0.47167,0.73075,0.66837,0.73729
"YC20:2332",0,0.010943,0.018906,0.067998,0.11765,0.34479,0.45526,0.53129,0.58943,0.65108
"YC20:2335",0,0.014415,0.030201,0.084652,0.12196,0.26082,0.34064,0.65688,0.6026,0.67825
"YC20:2337",0,0.03007,0.052363,0.19511,0.22017,0.27998,0.50037,0.69186,0.65403,0.7116
"YC20:2341",2,0.0053471,0.026575,0.10138,0.11394,0.21128,0.3186,NA,NA,0.45083
"YC20:2344",0,0.023898,0.053603,0.148,0.22249,0.26292,0.38958,0.68135,0.64398,0.7021
"YC20:2347",2,0.017479,0.044779,0.138,NA,NA,0.43824,0.67081,0.69163,0.72754
"YC20:2349",2,0.02365,0.055649,0.14268,NA,NA,0.27029,0.55449,0.54184,0.56996
"YC20:2352",0,0.013029,0.02705,0.12151,0.15656,0.30094,0.32736,0.53977,0.5989,0.66083
"YC20:2354",0,0.016348,0.02919,0.09201,0.15893,0.37627,0.47693,0.63954,0.67568,0.73224
"YC20:2358",0,0.029544,0.052288,0.14959,0.25625,0.44766,0.57171,0.70195,0.76767,0.78808
"YC20:2359",0,0.014697,0.02616,0.087916,0.13453,0.31395,0.42707,0.63286,0.71929,0.73934
"YC20:2360",0,0.020761,0.038415,0.09625,0.11505,0.21163,0.37116,0.46331,0.54642,0.59749
"YC20:2361",0,0.031235,0.060601,0.1288,0.17139,0.32674,0.44492,0.61303,0.62363,0.71048
"YC20:2362",2,0.022804,0.045797,NA,NA,0.34719,0.54331,0.64524,0.59542,0.67828
"YC20:2364",2,0.015772,0.030572,0.1136,0.12429,0.24846,0.45814,NA,NA,0.73204
"YC20:2366",0,0.020353,0.040516,0.098391,0.11531,0.26603,0.47447,0.58867,0.65752,0.71188
"YC20:2370",0,0.0087831,0.016874,0.071626,0.099466,0.27323,0.47822,0.51829,0.54491,0.55019
"YC20:2372",0,0.028581,0.051397,0.1703,0.2037,0.41623,0.56687,0.62883,0.69657,0.73062
"YC20:2378",0,0.024005,0.046629,0.16904,0.20573,0.49912,0.61032,0.65022,0.67476,0.70088
"YC20:2379",0,0.02616,0.033806,0.15882,0.22385,0.47813,0.63501,0.6873,0.74983,0.76794
"YC20:2380",2,0.023577,0.042019,0.14727,0.19927,0.55539,NA,NA,0.68936,0.70497
"YC20:2381",2,0.026612,0.041564,0.16216,0.27055,0.59093,NA,NA,0.76677,0.8062
"YC20:2383",2,0.024817,0.035837,0.13011,0.15637,0.50162,NA,NA,0.63532,0.67336
"YC20:2387",1,0.031091,0.052013,0.16416,0.23751,0.47944,NA,0.61461,0.6989,0.72296
"YC20:2388",2,0.027203,0.046283,0.16259,0.19443,0.46854,NA,NA,0.66579,0.67103
"YC20:2389",1,0.081522,0.14731,0.33737,0.40605,0.69444,0.69288,0.71468,NA,0.74542
"YC20:2391",0,0.01993,0.031177,0.16731,0.20083,0.4419,0.41694,0.5913,0.68814,0.71351
"YC20:2392",2,0.042092,0.063057,NA,NA,0.47275,0.49758,0.60137,0.76159,0.79195
"YC20:2393",0,0.014916,0.020513,0.087251,0.1201,0.31902,0.45416,0.65346,0.66457,0.72659
"YC20:2400",0,0.022541,0.034698,0.081053,0.12416,0.35441,0.50852,0.47154,0.65253,0.71269
"YC20:2401",2,0.007966,0.01831,0.098654,0.12621,0.34948,NA,NA,0.59928,0.62566
"YC20:2404",2,0.022879,0.034403,0.14786,0.21597,0.54689,NA,NA,0.74137,0.76503
"YC20:2406",2,0.022134,0.038006,0.12237,0.15684,0.35763,NA,NA,0.66693,0.6904
"YC20:2407",2,0.021637,0.039285,0.10952,0.13915,0.31685,NA,NA,0.62304,0.64798
"YC20:2414",2,0.0065071,0.015881,0.050943,0.062878,0.087367,NA,NA,0.4059,0.43355
"YC20:2415",1,0.01014,0.022426,0.073302,0.099076,0.27067,NA,0.501,0.62395,0.70601
"YC20:2418",0,0.015355,0.031806,0.11808,0.1528,0.31194,0.49297,0.66347,0.65718,0.67919
"YC20:2420",0,0.023344,0.037371,0.095375,0.14013,0.25081,0.39956,0.54378,0.56121,0.63467
