"Plot","258","413.5","619","765.5","874","1096","1190","1251","1421.5","1759.5","Stand"
"YC21:1001",0.030179,0.055935,0.27334,0.30523,0.52531,0.62753,0.61698,0.68475,0.62403,0.65568,19
"YC21:1002",0.03437,0.067651,0.32048,0.38744,0.59055,0.69409,0.6388,0.80776,0.70674,0.7179,23
"YC21:1003",0.007358,0.022849,0.19686,0.24411,0.4627,0.65078,0.59345,0.66404,0.59446,0.67953,20
"YC21:1004",0.025203,0.049608,0.35657,0.38642,0.59268,0.70712,0.62264,0.73779,0.68295,0.70639,27
"YC21:1006",0.028026,0.088016,0.31029,0.37537,0.56038,0.65956,0.60179,0.74664,0.63773,0.64288,24
"YC21:1007",0.030003,0.064808,0.31422,0.38747,0.51559,0.68166,0.62766,0.73836,0.61056,0.57505,25
"YC21:1008",0.029919,0.07038,0.31496,0.42099,0.50454,0.66356,0.68702,0.67776,0.57167,0.7314,26
"YC21:1009",0.013985,0.030455,0.16436,0.15878,0.30227,0.42506,0.4239,0.52229,0.39454,0.59034,18
"YC21:1010",0.07548,0.13584,0.37975,0.47464,0.60236,0.76209,0.70692,0.75819,0.68708,0.80313,28
"YC21:1011",0.02542,0.055473,0.25647,0.39953,0.59102,0.6702,0.68617,0.7132,0.62088,0.6588,22
"YC21:1012",0.055875,0.094045,0.40371,0.49906,0.63044,0.74485,0.68744,0.77338,0.69472,0.58504,23
"YC21:1013",0.028863,0.06679,0.26748,0.45064,0.58063,0.62922,0.61272,0.6474,0.58362,0.55774,25
"YC21:1014",0.025404,0.057155,0.26378,0.37637,0.49679,0.62961,0.60962,0.65172,0.63349,0.66598,25
"YC21:1015",0.021919,0.043465,0.23344,0.31432,0.43812,0.6183,0.6357,0.68486,0.63474,0.67972,17
"YC21:1016",0.011695,0.041906,0.19795,0.26739,0.38304,0.52406,0.51523,0.60716,0.60059,0.58803,16
"YC21:1017",0.025241,0.060198,0.25637,0.24377,0.45197,0.60809,0.57708,0.66387,0.57689,0.65923,21
"YC21:1018",0.038284,0.080808,0.33483,0.40465,0.57458,0.67607,0.69288,0.75762,0.6867,0.73065,26
"YC21:1019",0.012438,0.028311,0.20101,0.35902,0.47752,0.60942,0.60199,0.68623,0.65744,0.73265,18
"YC21:1020",0.001673,0.0077685,0.12563,0.18604,0.29184,0.47792,0.52368,0.62543,0.52414,0.63305,16
"YC21:1021",0.019345,0.061484,0.31483,0.40751,0.49491,0.62919,0.6817,0.69933,0.68413,0.71387,25
"YC21:1022",0.015202,0.052172,0.23313,0.34138,0.4696,0.57938,0.61368,0.65688,0.66725,0.69223,23
"YC21:1024",0.0052789,0.019995,0.18916,0.28537,0.49948,0.62787,0.64811,0.70065,0.64418,0.72115,20
"YC21:1025",0.034711,0.086665,0.32452,0.419,0.61848,0.75106,0.72864,0.80301,0.77239,0.78875,23
"YC21:1026",0.023237,0.064321,0.27161,0.37412,0.52991,0.64316,0.60173,0.63975,0.642,0.64859,26
"YC21:1027",0.0049303,0.015366,0.20763,0.26473,0.41272,0.56861,0.59081,0.68458,0.65498,0.64797,21
"YC21:1028",0.020238,0.047181,0.28304,0.29266,0.44508,0.68725,0.61204,0.66795,0.66987,0.69718,23
"YC21:1029",0.049232,0.098658,0.39944,0.33261,0.51255,0.6942,0.66812,0.71608,0.65087,0.71238,25
"YC21:1030",0.037877,0.10412,0.35946,0.42398,0.57138,0.66732,0.66644,0.64616,0.67007,0.63678,26
"YC21:1031",0.021538,0.068683,0.27579,0.281,0.37898,0.46996,0.51666,0.57696,0.50121,0.57275,16
"YC21:1032",0.017337,0.07358,0.34836,0.46154,0.71176,0.81492,0.8582,0.88803,0.79328,0.81155,29
"YC21:1033",0.007344,0.04967,0.33799,0.46769,0.63179,0.66573,0.6781,0.72848,0.65112,0.50444,24
"YC21:1034",0.016665,0.036238,0.30968,0.39851,0.54452,0.6973,0.70846,0.72807,0.63909,0.72294,22
"YC21:1035",0.023471,0.083371,0.31539,0.48223,0.61525,0.68819,0.68203,0.71357,0.66702,0.53874,26
"YC21:1036",0.04241,0.10282,0.34401,0.45539,0.56526,0.66983,0.69541,0.71252,0.66809,0.6736,25
"YC21:1037",0.029253,0.082259,0.34789,0.42902,0.60019,0.69649,0.68549,0.68762,0.66285,0.69113,23
"YC21:1038",0.010428,0.027711,0.17815,0.2572,0.40463,0.53276,0.52352,0.58706,0.56325,0.5446,22
"YC21:1039",0.011094,0.042458,0.24879,0.32284,0.5162,0.70294,0.72231,0.76673,0.73927,0.7577,16
"YC21:1040",0.012535,0.05086,0.24185,0.29946,0.41579,0.66511,0.60145,0.66321,0.6969,0.68178,22
"YC21:1041",0.013546,0.036952,0.23703,0.29243,0.40519,0.57106,0.63899,0.6572,0.6412,0.72356,22
"YC21:1042",0.018289,0.041175,0.2222,0.34293,0.4797,0.64895,0.63067,0.72301,0.66794,0.68466,22
"YC21:1043",0.012052,0.031495,0.19523,0.34552,0.46353,0.67688,0.70093,0.75625,0.65744,0.70424,24
"YC21:1044",0.030645,0.074554,0.31449,0.41754,0.60543,0.75166,0.6374,0.79041,0.72608,0.72214,26
"YC21:1045",0.034906,0.10405,0.37337,0.44054,0.58926,0.69391,0.66782,0.72736,0.70629,0.76688,26
"YC21:1046",0.015333,0.044846,0.19029,0.35733,0.46949,0.58589,0.5964,0.62939,0.57732,0.62916,17
"YC21:1047",0.022112,0.068268,0.30003,0.41938,0.56325,0.66123,0.62732,0.70815,0.68402,0.68757,25
"YC21:1048",0.010282,0.027645,0.15228,0.25004,0.30723,0.45498,0.52085,0.61056,0.55262,0.54309,15
"YC21:1049",0.040136,0.096034,0.31819,0.45403,0.55755,0.68876,0.63233,0.67872,0.67864,0.63588,22
"YC21:1050",0.030051,0.073631,0.26543,0.43421,0.61446,0.73851,0.72781,0.78446,0.75592,0.74452,27
"YC21:1051",0.021911,0.08469,0.29125,0.41531,0.51947,0.68394,0.69754,0.71505,0.65462,0.69134,24
"YC21:1052",0.026297,0.055795,0.293,0.36122,0.54005,0.70033,0.73753,0.74552,0.70679,0.73069,24
"YC21:1054",0.014115,0.0549,0.26257,0.33611,0.42368,0.60888,0.59124,0.67659,0.60333,0.64334,20
"YC21:1056",0.013222,0.034548,0.22692,0.29978,0.40222,0.55039,0.53957,0.61206,0.58161,0.60487,16
"YC21:1057",0.022225,0.054186,0.29442,0.40693,0.52406,0.67149,0.67411,0.70488,0.66355,0.65599,24
"YC21:1058",0.012572,0.039405,0.2912,0.3878,0.55855,0.6702,0.63595,0.65666,0.67538,0.63256,21
"YC21:1059",0.029675,0.079241,0.32715,0.40756,0.5412,0.69489,0.69318,0.71947,0.72739,0.68732,26
"YC21:1060",0.020714,0.065101,0.32044,0.40954,0.57178,0.70217,0.73717,0.73728,0.68516,0.69964,26
"YC21:1061",0.014017,0.050937,0.2505,0.46043,0.64961,0.76848,0.80003,0.79492,0.78686,0.81733,17
"YC21:1062",0.026606,0.068297,0.3075,0.3794,0.53124,0.65832,0.7113,0.70463,0.69277,0.74771,24
"YC21:1063",0.010525,0.027668,0.20459,0.2405,0.37341,0.58761,0.64455,0.64883,0.63695,0.6926,23
"YC21:1065",0.016568,0.046988,0.27397,0.33866,0.41974,0.58956,0.59664,0.60693,0.59441,0.63434,21
"YC21:1066",0.013173,0.036855,0.22523,0.17319,0.26876,0.48013,0.46993,0.63,0.50547,0.64829,21
"YC21:1068",0.012198,0.029416,0.18872,0.22152,0.3667,0.54554,0.4817,0.63031,0.63974,0.65331,26
"YC21:1069",0.010785,0.025225,0.19288,0.23079,0.37492,0.53461,0.51468,0.55268,0.60206,0.67599,18
"YC21:1070",0.0033947,0.0080605,0.098096,0.14669,0.28075,0.44168,0.46757,0.54082,0.58625,0.59611,17
"YC21:1071",0.02613,0.044456,0.24914,0.34303,0.44642,0.67608,0.69252,0.74909,0.75575,0.79806,25
"YC21:1072",0.028165,0.054557,0.34723,0.33677,0.54643,0.68978,0.72898,0.80424,0.72772,0.82155,26
"YC21:1074",0.0016873,0.0077478,0.080718,0.18314,0.29988,0.48874,0.44948,0.6051,0.60399,0.65017,16
"YC21:1077",0.034084,0.08339,0.24332,0.31325,0.46056,0.58848,0.5874,0.66644,0.63579,0.69189,23
"YC21:1078",0.016844,0.047037,0.24341,0.33205,0.52343,0.60303,0.64168,0.68882,0.66719,0.73492,19
"YC21:1079",0.031543,0.079627,0.29346,0.40767,0.57308,0.65792,0.65628,0.71053,0.65445,0.70787,25
"YC21:1080",0.024924,0.07907,0.29307,0.33149,0.54279,0.66637,0.71933,0.76383,0.74066,0.73614,22
"YC21:1082",0.039015,0.073612,0.27999,0.33087,0.52986,0.65415,0.6454,0.68402,0.69021,0.71438,23
"YC21:1083",0.026001,0.058929,0.2513,0.37242,0.54834,0.6341,0.6398,0.67746,0.68599,0.66852,18
"YC21:1084",0.047101,0.10395,0.31635,0.36239,0.55355,0.5737,0.58232,0.63253,0.54063,0.61577,24
"YC21:1085",0.025657,0.075285,0.25639,0.3391,0.49899,0.61936,0.58996,0.63097,0.60687,0.6035,23
"YC21:1086",0.020482,0.033086,0.20106,0.31918,0.50822,0.68471,0.66897,0.72973,0.75196,0.79574,22
"YC21:1087",0.01059,0.033715,0.18007,0.28358,0.4245,0.57216,0.58582,0.64279,0.60013,0.70378,21
"YC21:1088",0.030959,0.052918,0.25287,0.32711,0.41844,0.57611,0.51552,0.61538,0.52028,0.65141,19
"YC21:1089",0.0060585,0.019139,0.12704,0.17209,0.28708,0.53506,0.51188,0.6546,0.71929,0.81739,20
"YC21:1090",0.023065,0.041663,0.20547,0.2456,0.34964,0.48683,0.47334,0.59749,0.54453,0.68474,17
"YC21:1091",0.02594,0.057514,0.23544,0.26704,0.38295,0.57439,0.55705,0.65947,0.64039,0.68859,21
"YC21:1092",0.013595,0.031754,0.17015,0.17548,0.32871,0.50298,0.51211,0.62011,0.57171,0.65203,24
"YC21:1094",0.021489,0.067719,0.2626,0.35442,0.4653,0.65766,0.60819,0.6879,0.68887,0.72943,30
"YC21:1095",0.022512,0.056005,0.29491,0.36829,0.53822,0.65789,0.61531,0.68309,0.61537,0.74618,24
"YC21:1096",0.038857,0.10788,0.32234,0.3235,0.48913,0.59363,0.57957,0.63866,0.48253,0.66153,24
"YC21:1097",0.037927,0.1014,0.36041,0.4065,0.58107,0.67158,0.65931,0.7124,0.64039,0.74573,23
"YC21:1098",0.026363,0.04427,0.26634,0.35703,0.48836,0.63799,0.61384,0.7217,0.65255,0.70947,23
