"258","413.5","619","765.5","874","1096","1190","1251","1421.5","1759.5"
0.030179,0.055935,0.27334,0.30523,0.52531,0.62753,0.61698,0.68475,0.62403,0.65568
0.03437,0.067651,0.32048,0.38744,0.59055,0.69409,0.6388,0.80776,0.70674,0.7179
0.007358,0.022849,0.19686,0.24411,0.4627,0.65078,0.59345,0.66404,0.59446,0.67953
0.025203,0.049608,0.35657,0.38642,0.59268,0.70712,0.62264,0.73779,0.68295,0.70639
0.0097384,0.020661,0.16439,0.10078,0.16651,0.22745,0.21297,0.37021,0.28462,0.39618
0.028026,0.088016,0.31029,0.37537,0.56038,0.65956,0.60179,0.74664,0.63773,0.64288
0.030003,0.064808,0.31422,0.38747,0.51559,0.68166,0.62766,0.73836,0.61056,0.57505
0.029919,0.07038,0.31496,0.42099,0.50454,0.66356,0.68702,0.67776,0.57167,0.7314
0.013985,0.030455,0.16436,0.15878,0.30227,0.42506,0.4239,0.52229,0.39454,0.59034
0.07548,0.13584,0.37975,0.47464,0.60236,0.76209,0.70692,0.75819,0.68708,0.80313
0.02542,0.055473,0.25647,0.39953,0.59102,0.6702,0.68617,0.7132,0.62088,0.6588
0.055875,0.094045,0.40371,0.49906,0.63044,0.74485,0.68744,0.77338,0.69472,0.58504
0.028863,0.06679,0.26748,0.45064,0.58063,0.62922,0.61272,0.6474,0.58362,0.55774
0.025404,0.057155,0.26378,0.37637,0.49679,0.62961,0.60962,0.65172,0.63349,0.66598
0.021919,0.043465,0.23344,0.31432,0.43812,0.6183,0.6357,0.68486,0.63474,0.67972
0.011695,0.041906,0.19795,0.26739,0.38304,0.52406,0.51523,0.60716,0.60059,0.58803
0.025241,0.060198,0.25637,0.24377,0.45197,0.60809,0.57708,0.66387,0.57689,0.65923
0.038284,0.080808,0.33483,0.40465,0.57458,0.67607,0.69288,0.75762,0.6867,0.73065
0.012438,0.028311,0.20101,0.35902,0.47752,0.60942,0.60199,0.68623,0.65744,0.73265
0.001673,0.0077685,0.12563,0.18604,0.29184,0.47792,0.52368,0.62543,0.52414,0.63305
0.019345,0.061484,0.31483,0.40751,0.49491,0.62919,0.6817,0.69933,0.68413,0.71387
0.015202,0.052172,0.23313,0.34138,0.4696,0.57938,0.61368,0.65688,0.66725,0.69223
0.0018029,0.0059773,0.069933,0.12035,0.22837,0.38953,0.46883,0.52355,0.4794,0.60145
0.0052789,0.019995,0.18916,0.28537,0.49948,0.62787,0.64811,0.70065,0.64418,0.72115
0.034711,0.086665,0.32452,0.419,0.61848,0.75106,0.72864,0.80301,0.77239,0.78875
0.023237,0.064321,0.27161,0.37412,0.52991,0.64316,0.60173,0.63975,0.642,0.64859
0.0049303,0.015366,0.20763,0.26473,0.41272,0.56861,0.59081,0.68458,0.65498,0.64797
0.020238,0.047181,0.28304,0.29266,0.44508,0.68725,0.61204,0.66795,0.66987,0.69718
0.049232,0.098658,0.39944,0.33261,0.51255,0.6942,0.66812,0.71608,0.65087,0.71238
0.037877,0.10412,0.35946,0.42398,0.57138,0.66732,0.66644,0.64616,0.67007,0.63678
0.021538,0.068683,0.27579,0.281,0.37898,0.46996,0.51666,0.57696,0.50121,0.57275
0.017337,0.07358,0.34836,0.46154,0.71176,0.81492,0.8582,0.88803,0.79328,0.81155
0.007344,0.04967,0.33799,0.46769,0.63179,0.66573,0.6781,0.72848,0.65112,0.50444
0.016665,0.036238,0.30968,0.39851,0.54452,0.6973,0.70846,0.72807,0.63909,0.72294
0.023471,0.083371,0.31539,0.48223,0.61525,0.68819,0.68203,0.71357,0.66702,0.53874
0.04241,0.10282,0.34401,0.45539,0.56526,0.66983,0.69541,0.71252,0.66809,0.6736
0.029253,0.082259,0.34789,0.42902,0.60019,0.69649,0.68549,0.68762,0.66285,0.69113
0.010428,0.027711,0.17815,0.2572,0.40463,0.53276,0.52352,0.58706,0.56325,0.5446
0.011094,0.042458,0.24879,0.32284,0.5162,0.70294,0.72231,0.76673,0.73927,0.7577
0.012535,0.05086,0.24185,0.29946,0.41579,0.66511,0.60145,0.66321,0.6969,0.68178
0.013546,0.036952,0.23703,0.29243,0.40519,0.57106,0.63899,0.6572,0.6412,0.72356
0.018289,0.041175,0.2222,0.34293,0.4797,0.64895,0.63067,0.72301,0.66794,0.68466
0.012052,0.031495,0.19523,0.34552,0.46353,0.67688,0.70093,0.75625,0.65744,0.70424
0.030645,0.074554,0.31449,0.41754,0.60543,0.75166,0.6374,0.79041,0.72608,0.72214
