"Plot","430","585","946","1267","1356","1495","1662.5","1812","2031.5","Weeds","Stand","X"
"YC18:1165",0.11975,0.196,0.59023,0.63313,0.64199,0.68984,0.73703,0.74917,0.74771,"No",17,NA
"YC18:1167",0.17205,0.1178,0.50344,0.58443,0.67684,0.6814,0.70729,0.73174,0.70114,"No",17,NA
"YC18:1171",0.19141,0.29953,0.70598,0.63732,0.69093,0.7232,0.73659,0.76106,0.67619,"No",22,NA
"YC18:1172",0.12518,0.21376,0.77349,0.71109,0.79231,0.79163,0.79688,0.8447,0.87415,"No",26,NA
"YC18:1177",0.15654,0.22868,0.73745,0.71962,0.74857,0.7579,0.76042,0.76876,0.73782,"No",21,NA
"YC18:1178",0.068248,0.17664,0.70344,0.69968,0.77259,0.82861,0.81576,0.83773,0.838,"No",25,NA
"YC18:1179",0.21753,0.23238,0.7144,0.69682,0.74479,0.80047,0.81472,0.83826,0.77029,"No",25,NA
"YC18:1181",0.14099,0.22688,0.80667,0.82565,0.84417,0.87035,0.85602,0.86934,0.84803,"No",15,NA
"YC18:1182",0.1067,0.23036,0.69673,0.70348,0.76008,0.77609,0.76802,0.81688,0.78342,"No",15,NA
"YC18:1183",0.11938,0.25661,0.70178,0.71072,0.77935,0.76899,0.75989,0.79255,0.73065,"No",15,NA
"YC18:1184",0.095256,0.25926,0.74803,0.73113,0.73881,0.76054,0.75658,0.79512,0.75186,"No",15,NA
"YC18:1185",0.056409,0.20374,0.73729,0.71868,0.79458,0.79758,0.82028,0.83072,0.8019,"No",15,NA
"YC18:1186",0.080109,0.23859,0.76389,0.75804,0.80802,0.83219,0.82298,0.86352,0.81608,"No",15,NA
"YC18:1188",0.060383,0.18124,0.60218,0.56556,0.63526,0.60759,0.66994,0.67812,0.6282,"No",15,NA
"YC18:1189",0.06535,0.14485,0.57273,0.59435,0.67703,0.72916,0.74259,0.75607,0.68264,"No",15,NA
"YC18:1190",0.06172,0.19452,0.71426,0.7173,0.79468,0.76858,0.77599,0.81912,0.80128,"No",15,NA
"YC18:1191",0.065803,0.192,0.62713,0.64745,0.70629,0.6912,0.7167,0.72476,0.65135,"No",15,NA
"YC18:1192",0.073402,0.15786,0.67956,0.61287,0.65339,0.65028,0.63887,0.69653,0.60724,"No",15,NA
"YC18:1193",0.045466,0.17402,0.69001,0.65752,0.72262,0.78207,0.79206,0.82772,0.79617,"No",15,NA
"YC18:1194",0.054142,0.19447,0.68893,0.67279,0.65638,0.79819,0.78106,0.74125,0.70618,"No",15,NA
"YC18:1195",0.058812,0.1618,0.72636,0.6668,0.77139,0.78127,0.83165,0.84352,0.7408,"No",15,NA
"YC18:1196",0.052996,0.18112,0.69053,0.69664,0.74692,0.82195,0.83324,0.85928,0.84428,"No",15,NA
"YC18:1197",0.051329,0.18728,0.67176,0.72586,0.78254,0.81706,0.81241,0.85053,0.76352,"No",15,NA
"YC18:1198",0.072708,0.19309,0.68763,0.76071,0.79369,0.84378,0.83958,0.85332,0.79601,"No",15,NA
"YC18:1199",0.090256,0.23536,0.72725,0.6672,0.74943,0.7455,0.75839,0.77451,0.7464,"No",15,NA
"YC18:1200",0.090114,0.20981,0.64247,0.58677,0.68614,0.66577,0.64176,0.68179,0.6295,"No",15,NA
"YC18:1201",0.19628,0.26716,0.74351,0.65891,0.71488,0.75102,0.75511,0.76874,0.71573,"No",15,NA
"YC18:1202",0.20757,0.35302,0.71716,0.71416,0.81573,0.80924,0.83482,0.8882,0.88539,"No",15,NA
"YC18:1203",0.13827,0.23656,0.64206,0.67758,0.70977,0.72458,0.73514,0.81507,0.75896,"No",15,NA
