Fields,BoundingBox,X,Y,left,top,right,bottom,id
155,"[-93.1731727819049,44.9940142832736;-93.1730977819049,44.9940212832736]","[-93.1731727819049,-93.1730977819049,-93.1730977819049,-93.1731727819049,-93.1731727819049,NaN]","[44.9940212832736,44.9940212832736,44.9940142832736,44.9940142832736,44.9940212832736,NaN]",-93.17317304,44.99402882,-93.17309804,44.99402182,158
156,"[-93.1731685345225,44.9940075214827;-93.1730935345225,44.9940145214827]","[-93.1731685345225,-93.1730935345225,-93.1730935345225,-93.1731685345225,-93.1731685345225,NaN]","[44.9940145214827,44.9940145214827,44.9940075214827,44.9940075214827,44.9940145214827,NaN]",-93.17317304,44.99402182,-93.17309804,44.99401482,159
157,"[-93.1731753716382,44.9940005955808;-93.1731003716382,44.9940075955808]","[-93.1731753716382,-93.1731003716382,-93.1731003716382,-93.1731753716382,-93.1731753716382,NaN]","[44.9940075955808,44.9940075955808,44.9940005955808,44.9940005955808,44.9940075955808,NaN]",-93.17317304,44.99401482,-93.17309804,44.99400782,160
158,"[-93.1731748543471,44.9939935355416;-93.1730998543471,44.9940005355416]","[-93.1731748543471,-93.1730998543471,-93.1730998543471,-93.1731748543471,-93.1731748543471,NaN]","[44.9940005355416,44.9940005355416,44.9939935355416,44.9939935355416,44.9940005355416,NaN]",-93.17317304,44.99400782,-93.17309804,44.99400082,161
159,"[-93.1731710193285,44.9939864748386;-93.1730960193285,44.9939934748386]","[-93.1731710193285,-93.1730960193285,-93.1730960193285,-93.1731710193285,-93.1731710193285,NaN]","[44.9939934748386,44.9939934748386,44.9939864748386,44.9939864748386,44.9939934748386,NaN]",-93.17317304,44.99400082,-93.17309804,44.99399382,162
160,"[-93.1731688240097,44.9939790258572;-93.1730938240097,44.9939860258572]","[-93.1731688240097,-93.1730938240097,-93.1730938240097,-93.1731688240097,-93.1731688240097,NaN]","[44.9939860258572,44.9939860258572,44.9939790258572,44.9939790258572,44.9939860258572,NaN]",-93.17317304,44.99399382,-93.17309804,44.99398682,163
161,"[-93.1731749557143,44.9939719263173;-93.1730999557143,44.9939789263173]","[-93.1731749557143,-93.1730999557143,-93.1730999557143,-93.1731749557143,-93.1731749557143,NaN]","[44.9939789263173,44.9939789263173,44.9939719263173,44.9939719263173,44.9939789263173,NaN]",-93.17317304,44.99398682,-93.17309804,44.99397982,164
162,"[-93.1731723380732,44.9939661321165;-93.1730973380732,44.9939731321165]","[-93.1731723380732,-93.1730973380732,-93.1730973380732,-93.1731723380732,-93.1731723380732,NaN]","[44.9939731321165,44.9939731321165,44.9939661321165,44.9939661321165,44.9939731321165,NaN]",-93.17317304,44.99397982,-93.17309804,44.99397282,165
163,"[-93.1731703845103,44.9939591488374;-93.1730953845104,44.9939661488374]","[-93.1731703845103,-93.1730953845104,-93.1730953845104,-93.1731703845103,-93.1731703845103,NaN]","[44.9939661488374,44.9939661488374,44.9939591488374,44.9939591488374,44.9939661488374,NaN]",-93.17317304,44.99397282,-93.17309804,44.99396582,166
164,"[-93.1731662805442,44.9939523486600;-93.1730912805442,44.9939593486600]","[-93.1731662805442,-93.1730912805442,-93.1730912805442,-93.1731662805442,-93.1731662805442,NaN]","[44.9939593486600,44.9939593486600,44.9939523486600,44.9939523486600,44.9939593486600,NaN]",-93.17317304,44.99396582,-93.17309804,44.99395882,167
165,"[-93.1731740205506,44.9939449544071;-93.1730990205506,44.9939519544071]","[-93.1731740205506,-93.1730990205506,-93.1730990205506,-93.1731740205506,-93.1731740205506,NaN]","[44.9939519544071,44.9939519544071,44.9939449544071,44.9939449544071,44.9939519544071,NaN]",-93.17317304,44.99395882,-93.17309804,44.99395182,168
166,"[-93.1731739276644,44.9939381262529;-93.1730989276644,44.9939451262529]","[-93.1731739276644,-93.1730989276644,-93.1730989276644,-93.1731739276644,-93.1731739276644,NaN]","[44.9939451262529,44.9939451262529,44.9939381262529,44.9939381262529,44.9939451262529,NaN]",-93.17317304,44.99395182,-93.17309804,44.99394482,169
167,"[-93.1731694401166,44.9939314859392;-93.1730944401166,44.9939384859392]","[-93.1731694401166,-93.1730944401166,-93.1730944401166,-93.1731694401166,-93.1731694401166,NaN]","[44.9939384859392,44.9939384859392,44.9939314859392,44.9939314859392,44.9939384859392,NaN]",-93.17317304,44.99394482,-93.17309804,44.99393782,170
168,"[-93.1731664015111,44.9939244758347;-93.1730914015111,44.9939314758347]","[-93.1731664015111,-93.1730914015111,-93.1730914015111,-93.1731664015111,-93.1731664015111,NaN]","[44.9939314758347,44.9939314758347,44.9939244758347,44.9939244758347,44.9939314758347,NaN]",-93.17317304,44.99393782,-93.17309804,44.99393082,171
169,"[-93.1731733711966,44.9939175003919;-93.1730983711966,44.9939245003919]","[-93.1731733711966,-93.1730983711966,-93.1730983711966,-93.1731733711966,-93.1731733711966,NaN]","[44.9939245003919,44.9939245003919,44.9939175003919,44.9939175003919,44.9939245003919,NaN]",-93.17317304,44.99393082,-93.17309804,44.99392382,172
170,"[-93.1731734138936,44.9939103149510;-93.1730984138936,44.9939173149510]","[-93.1731734138936,-93.1730984138936,-93.1730984138936,-93.1731734138936,-93.1731734138936,NaN]","[44.9939173149510,44.9939173149510,44.9939103149510,44.9939103149510,44.9939173149510,NaN]",-93.17317304,44.99392382,-93.17309804,44.99391682,173
171,"[-93.1731691851723,44.9939031585842;-93.1730941851723,44.9939101585842]","[-93.1731691851723,-93.1730941851723,-93.1730941851723,-93.1731691851723,-93.1731691851723,NaN]","[44.9939101585842,44.9939101585842,44.9939031585842,44.9939031585842,44.9939101585842,NaN]",-93.17317304,44.99391682,-93.17309804,44.99390982,174
172,"[-93.1731653170325,44.9938962984474;-93.1730903170325,44.9939032984474]","[-93.1731653170325,-93.1730903170325,-93.1730903170325,-93.1731653170325,-93.1731653170325,NaN]","[44.9939032984474,44.9939032984474,44.9938962984474,44.9938962984474,44.9939032984474,NaN]",-93.17317304,44.99390982,-93.17309804,44.99390282,175
173,"[-93.1731737655341,44.9938893689705;-93.1730987655341,44.9938963689705]","[-93.1731737655341,-93.1730987655341,-93.1730987655341,-93.1731737655341,-93.1731737655341,NaN]","[44.9938963689705,44.9938963689705,44.9938893689705,44.9938893689705,44.9938963689705,NaN]",-93.17317304,44.99390282,-93.17309804,44.99389582,176
174,"[-93.1731743938765,44.9938825324974;-93.1730993938765,44.9938895324974]","[-93.1731743938765,-93.1730993938765,-93.1730993938765,-93.1731743938765,-93.1731743938765,NaN]","[44.9938895324974,44.9938895324974,44.9938825324974,44.9938825324974,44.9938895324974,NaN]",-93.17317304,44.99389582,-93.17309804,44.99388882,177
175,"[-93.1731708019614,44.9938752233302;-93.1730958019614,44.9938822233302]","[-93.1731708019614,-93.1730958019614,-93.1730958019614,-93.1731708019614,-93.1731708019614,NaN]","[44.9938822233302,44.9938822233302,44.9938752233302,44.9938752233302,44.9938822233302,NaN]",-93.17317304,44.99388882,-93.17309804,44.99388182,178
176,"[-93.1731688908641,44.9938681909371;-93.1730938908641,44.9938751909371]","[-93.1731688908641,-93.1730938908641,-93.1730938908641,-93.1731688908641,-93.1731688908641,NaN]","[44.9938751909371,44.9938751909371,44.9938681909371,44.9938681909371,44.9938751909371,NaN]",-93.17317304,44.99388182,-93.17309804,44.99387482,179
177,"[-93.1731760196170,44.9938604657873;-93.1731010196170,44.9938674657873]","[-93.1731760196170,-93.1731010196170,-93.1731010196170,-93.1731760196170,-93.1731760196170,NaN]","[44.9938674657873,44.9938674657873,44.9938604657873,44.9938604657873,44.9938674657873,NaN]",-93.17317304,44.99387482,-93.17309804,44.99386782,180
178,"[-93.1731749265604,44.9938534791715;-93.1730999265604,44.9938604791715]","[-93.1731749265604,-93.1730999265604,-93.1730999265604,-93.1731749265604,-93.1731749265604,NaN]","[44.9938604791715,44.9938604791715,44.9938534791715,44.9938534791715,44.9938604791715,NaN]",-93.17317304,44.99386782,-93.17309804,44.99386082,181
179,"[-93.1731679685144,44.9938465056732;-93.1730929685144,44.9938535056732]","[-93.1731679685144,-93.1730929685144,-93.1730929685144,-93.1731679685144,-93.1731679685144,NaN]","[44.9938535056732,44.9938535056732,44.9938465056732,44.9938465056732,44.9938535056732,NaN]",-93.17317304,44.99386082,-93.17309804,44.99385382,182
180,"[-93.1731704830381,44.9938396940518;-93.1730954830381,44.9938466940518]","[-93.1731704830381,-93.1730954830381,-93.1730954830381,-93.1731704830381,-93.1731704830381,NaN]","[44.9938466940518,44.9938466940518,44.9938396940518,44.9938396940518,44.9938466940518,NaN]",-93.17317304,44.99385382,-93.17309804,44.99384682,183
181,"[-93.1731741003771,44.9938327796018;-93.1730991003771,44.9938397796018]","[-93.1731741003771,-93.1730991003771,-93.1730991003771,-93.1731741003771,-93.1731741003771,NaN]","[44.9938397796018,44.9938397796018,44.9938327796018,44.9938327796018,44.9938397796018,NaN]",-93.17317304,44.99384682,-93.17309804,44.99383982,184
182,"[-93.1731727115746,44.9938252330192;-93.1730977115746,44.9938322330192]","[-93.1731727115746,-93.1730977115746,-93.1730977115746,-93.1731727115746,-93.1731727115746,NaN]","[44.9938322330192,44.9938322330192,44.9938252330192,44.9938252330192,44.9938322330192,NaN]",-93.17317304,44.99383982,-93.17309804,44.99383282,185
183,"[-93.1731657272898,44.9938179362874;-93.1730907272898,44.9938249362873]","[-93.1731657272898,-93.1730907272898,-93.1730907272898,-93.1731657272898,-93.1731657272898,NaN]","[44.9938249362873,44.9938249362873,44.9938179362874,44.9938179362874,44.9938249362873,NaN]",-93.17317304,44.99383282,-93.17309804,44.99382582,186
184,"[-93.1731694232639,44.9938112191923;-93.1730944232639,44.9938182191923]","[-93.1731694232639,-93.1730944232639,-93.1730944232639,-93.1731694232639,-93.1731694232639,NaN]","[44.9938182191923,44.9938182191923,44.9938112191923,44.9938112191923,44.9938182191923,NaN]",-93.17317304,44.99382582,-93.17309804,44.99381882,187
185,"[-93.1731740959321,44.9938048233030;-93.1730990959321,44.9938118233030]","[-93.1731740959321,-93.1730990959321,-93.1730990959321,-93.1731740959321,-93.1731740959321,NaN]","[44.9938118233030,44.9938118233030,44.9938048233030,44.9938048233030,44.9938118233030,NaN]",-93.17317304,44.99381882,-93.17309804,44.99381182,188
186,"[-93.1731750623527,44.9937978651036;-93.1731000623527,44.9938048651036]","[-93.1731750623527,-93.1731000623527,-93.1731000623527,-93.1731750623527,-93.1731750623527,NaN]","[44.9938048651036,44.9938048651036,44.9937978651036,44.9937978651036,44.9938048651036,NaN]",-93.17317304,44.99381182,-93.17309804,44.99380482,189
187,"[-93.1731734593996,44.9937910249061;-93.1730984593996,44.9937980249061]","[-93.1731734593996,-93.1730984593996,-93.1730984593996,-93.1731734593996,-93.1731734593996,NaN]","[44.9937980249061,44.9937980249061,44.9937910249061,44.9937910249061,44.9937980249061,NaN]",-93.17317304,44.99380482,-93.17309804,44.99379782,190
188,"[-93.1731667176303,44.9937849589915;-93.1730917176303,44.9937919589915]","[-93.1731667176303,-93.1730917176303,-93.1730917176303,-93.1731667176303,-93.1731667176303,NaN]","[44.9937919589915,44.9937919589915,44.9937849589915,44.9937849589915,44.9937919589915,NaN]",-93.17317304,44.99379782,-93.17309804,44.99379082,191
189,"[-93.1731765416426,44.9937781285528;-93.1731015416426,44.9937851285528]","[-93.1731765416426,-93.1731015416426,-93.1731015416426,-93.1731765416426,-93.1731765416426,NaN]","[44.9937851285528,44.9937851285528,44.9937781285528,44.9937781285528,44.9937851285528,NaN]",-93.17317304,44.99379082,-93.17309804,44.99378382,192
190,"[-93.1731752953609,44.9937713725386;-93.1731002953609,44.9937783725386]","[-93.1731752953609,-93.1731002953609,-93.1731002953609,-93.1731752953609,-93.1731752953609,NaN]","[44.9937783725386,44.9937783725386,44.9937713725386,44.9937713725386,44.9937783725386,NaN]",-93.17317304,44.99378382,-93.17309804,44.99377682,193
191,"[-93.1731690133948,44.9937643647032;-93.1730940133948,44.9937713647032]","[-93.1731690133948,-93.1730940133948,-93.1730940133948,-93.1731690133948,-93.1731690133948,NaN]","[44.9937713647032,44.9937713647032,44.9937643647032,44.9937643647032,44.9937713647032,NaN]",-93.17317304,44.99377682,-93.17309804,44.99376982,194
192,"[-93.1731686596353,44.9937569835226;-93.1730936596353,44.9937639835226]","[-93.1731686596353,-93.1730936596353,-93.1730936596353,-93.1731686596353,-93.1731686596353,NaN]","[44.9937639835226,44.9937639835226,44.9937569835226,44.9937569835226,44.9937639835226,NaN]",-93.17317304,44.99376982,-93.17309804,44.99376282,195
193,"[-93.1731013184300,44.9940854848017;-93.1730263184300,44.9940924848017]","[-93.1731013184300,-93.1730263184300,-93.1730263184300,-93.1731013184300,-93.1731013184300,NaN]","[44.9940924848017,44.9940924848017,44.9940854848017,44.9940854848017,44.9940924848017,NaN]",-93.17309804,44.99409882,-93.17302304,44.99409182,197
194,"[-93.1731008283485,44.9940784498933;-93.1730258283485,44.9940854498933]","[-93.1731008283485,-93.1730258283485,-93.1730258283485,-93.1731008283485,-93.1731008283485,NaN]","[44.9940854498933,44.9940854498933,44.9940784498933,44.9940784498933,44.9940854498933,NaN]",-93.17309804,44.99409182,-93.17302304,44.99408482,198
195,"[-93.1730961141463,44.9940709088555;-93.1730211141463,44.9940779088555]","[-93.1730961141463,-93.1730211141463,-93.1730211141463,-93.1730961141463,-93.1730961141463,NaN]","[44.9940779088555,44.9940779088555,44.9940709088555,44.9940709088555,44.9940779088555,NaN]",-93.17309804,44.99408482,-93.17302304,44.99407782,199
196,"[-93.1730948410036,44.9940636980858;-93.1730198410036,44.9940706980858]","[-93.1730948410036,-93.1730198410036,-93.1730198410036,-93.1730948410036,-93.1730948410036,NaN]","[44.9940706980858,44.9940706980858,44.9940636980858,44.9940636980858,44.9940706980858,NaN]",-93.17309804,44.99407782,-93.17302304,44.99407082,200
197,"[-93.1731018451358,44.9940564175943;-93.1730268451358,44.9940634175943]","[-93.1731018451358,-93.1730268451358,-93.1730268451358,-93.1731018451358,-93.1731018451358,NaN]","[44.9940634175943,44.9940634175943,44.9940564175943,44.9940564175943,44.9940634175943,NaN]",-93.17309804,44.99407082,-93.17302304,44.99406382,201
198,"[-93.1731001028809,44.9940500877158;-93.1730251028809,44.9940570877158]","[-93.1731001028809,-93.1730251028809,-93.1730251028809,-93.1731001028809,-93.1731001028809,NaN]","[44.9940570877158,44.9940570877158,44.9940500877158,44.9940500877158,44.9940570877158,NaN]",-93.17309804,44.99406382,-93.17302304,44.99405682,202
199,"[-93.1730967419041,44.9940429553598;-93.1730217419041,44.9940499553598]","[-93.1730967419041,-93.1730217419041,-93.1730217419041,-93.1730967419041,-93.1730967419041,NaN]","[44.9940499553598,44.9940499553598,44.9940429553598,44.9940429553598,44.9940499553598,NaN]",-93.17309804,44.99405682,-93.17302304,44.99404982,203
200,"[-93.1730954075184,44.9940359611095;-93.1730204075184,44.9940429611095]","[-93.1730954075184,-93.1730204075184,-93.1730204075184,-93.1730954075184,-93.1730954075184,NaN]","[44.9940429611095,44.9940429611095,44.9940359611095,44.9940359611095,44.9940429611095,NaN]",-93.17309804,44.99404982,-93.17302304,44.99404282,204
201,"[-93.1730994172696,44.9940285421264;-93.1730244172696,44.9940355421264]","[-93.1730994172696,-93.1730244172696,-93.1730244172696,-93.1730994172696,-93.1730994172696,NaN]","[44.9940355421264,44.9940355421264,44.9940285421264,44.9940285421264,44.9940355421264,NaN]",-93.17309804,44.99404282,-93.17302304,44.99403582,205
202,"[-93.1731011286214,44.9940214352207;-93.1730261286214,44.9940284352207]","[-93.1731011286214,-93.1730261286214,-93.1730261286214,-93.1731011286214,-93.1731011286214,NaN]","[44.9940284352207,44.9940284352207,44.9940214352207,44.9940214352207,44.9940284352207,NaN]",-93.17309804,44.99403582,-93.17302304,44.99402882,206
203,"[-93.1730986956696,44.9940142432198;-93.1730236956696,44.9940212432198]","[-93.1730986956696,-93.1730236956696,-93.1730236956696,-93.1730986956696,-93.1730986956696,NaN]","[44.9940212432198,44.9940212432198,44.9940142432198,44.9940142432198,44.9940212432198,NaN]",-93.17309804,44.99402882,-93.17302304,44.99402182,207
204,"[-93.1730950934407,44.9940072818947;-93.1730200934407,44.9940142818947]","[-93.1730950934407,-93.1730200934407,-93.1730200934407,-93.1730950934407,-93.1730950934407,NaN]","[44.9940142818947,44.9940142818947,44.9940072818947,44.9940072818947,44.9940142818947,NaN]",-93.17309804,44.99402182,-93.17302304,44.99401482,208
205,"[-93.1731024211070,44.9940002396651;-93.1730274211070,44.9940072396651]","[-93.1731024211070,-93.1730274211070,-93.1730274211070,-93.1731024211070,-93.1731024211070,NaN]","[44.9940072396651,44.9940072396651,44.9940002396651,44.9940002396651,44.9940072396651,NaN]",-93.17309804,44.99401482,-93.17302304,44.99400782,209
206,"[-93.1731016956620,44.9939931884659;-93.1730266956620,44.9940001884659]","[-93.1731016956620,-93.1730266956620,-93.1730266956620,-93.1731016956620,-93.1731016956620,NaN]","[44.9940001884659,44.9940001884659,44.9939931884659,44.9939931884659,44.9940001884659,NaN]",-93.17309804,44.99400782,-93.17302304,44.99400082,210
207,"[-93.1730982233892,44.9939860426549;-93.1730232233892,44.9939930426549]","[-93.1730982233892,-93.1730232233892,-93.1730232233892,-93.1730982233892,-93.1730982233892,NaN]","[44.9939930426549,44.9939930426549,44.9939860426549,44.9939860426549,44.9939930426549,NaN]",-93.17309804,44.99400082,-93.17302304,44.99399382,211
208,"[-93.1730919016703,44.9939791155902;-93.1730169016703,44.9939861155902]","[-93.1730919016703,-93.1730169016703,-93.1730169016703,-93.1730919016703,-93.1730919016703,NaN]","[44.9939861155902,44.9939861155902,44.9939791155902,44.9939791155902,44.9939861155902,NaN]",-93.17309804,44.99399382,-93.17302304,44.99398682,212
209,"[-93.1730980455903,44.9939723686985;-93.1730230455903,44.9939793686985]","[-93.1730980455903,-93.1730230455903,-93.1730230455903,-93.1730980455903,-93.1730980455903,NaN]","[44.9939793686985,44.9939793686985,44.9939723686985,44.9939723686985,44.9939793686985,NaN]",-93.17309804,44.99398682,-93.17302304,44.99397982,213
210,"[-93.1730980127511,44.9939657456699;-93.1730230127511,44.9939727456699]","[-93.1730980127511,-93.1730230127511,-93.1730230127511,-93.1730980127511,-93.1730980127511,NaN]","[44.9939727456699,44.9939727456699,44.9939657456699,44.9939657456699,44.9939727456699,NaN]",-93.17309804,44.99397982,-93.17302304,44.99397282,214
211,"[-93.1730951998568,44.9939591507424;-93.1730201998568,44.9939661507424]","[-93.1730951998568,-93.1730201998568,-93.1730201998568,-93.1730951998568,-93.1730951998568,NaN]","[44.9939661507424,44.9939661507424,44.9939591507424,44.9939591507424,44.9939661507424,NaN]",-93.17309804,44.99397282,-93.17302304,44.99396582,215
212,"[-93.1730925394891,44.9939524776585;-93.1730175394891,44.9939594776585]","[-93.1730925394891,-93.1730175394891,-93.1730175394891,-93.1730925394891,-93.1730925394891,NaN]","[44.9939594776585,44.9939594776585,44.9939524776585,44.9939524776585,44.9939594776585,NaN]",-93.17309804,44.99396582,-93.17302304,44.99395882,216
213,"[-93.1731006702159,44.9939456786709;-93.1730256702159,44.9939526786709]","[-93.1731006702159,-93.1730256702159,-93.1730256702159,-93.1731006702159,-93.1731006702159,NaN]","[44.9939526786709,44.9939526786709,44.9939456786709,44.9939456786709,44.9939526786709,NaN]",-93.17309804,44.99395882,-93.17302304,44.99395182,217
214,"[-93.1730994040557,44.9939387154288;-93.1730244040557,44.9939457154288]","[-93.1730994040557,-93.1730244040557,-93.1730244040557,-93.1730994040557,-93.1730994040557,NaN]","[44.9939457154288,44.9939457154288,44.9939387154288,44.9939387154288,44.9939457154288,NaN]",-93.17309804,44.99395182,-93.17302304,44.99394482,218
215,"[-93.1730914360824,44.9939316526158;-93.1730164360825,44.9939386526158]","[-93.1730914360824,-93.1730164360825,-93.1730164360825,-93.1730914360824,-93.1730914360824,NaN]","[44.9939386526158,44.9939386526158,44.9939316526158,44.9939316526158,44.9939386526158,NaN]",-93.17309804,44.99394482,-93.17302304,44.99393782,219
216,"[-93.1730906512536,44.9939250152112;-93.1730156512537,44.9939320152112]","[-93.1730906512536,-93.1730156512537,-93.1730156512537,-93.1730906512536,-93.1730906512536,NaN]","[44.9939320152112,44.9939320152112,44.9939250152112,44.9939250152112,44.9939320152112,NaN]",-93.17309804,44.99393782,-93.17302304,44.99393082,220
217,"[-93.1730992389624,44.9939175842964;-93.1730242389624,44.9939245842964]","[-93.1730992389624,-93.1730242389624,-93.1730242389624,-93.1730992389624,-93.1730992389624,NaN]","[44.9939245842964,44.9939245842964,44.9939175842964,44.9939175842964,44.9939245842964,NaN]",-93.17309804,44.99393082,-93.17302304,44.99392382,221
218,"[-93.1730993688357,44.9939100610617;-93.1730243688357,44.9939170610617]","[-93.1730993688357,-93.1730243688357,-93.1730243688357,-93.1730993688357,-93.1730993688357,NaN]","[44.9939170610617,44.9939170610617,44.9939100610617,44.9939100610617,44.9939170610617,NaN]",-93.17309804,44.99392382,-93.17302304,44.99391682,222
219,"[-93.1730953615523,44.9939031294882;-93.1730203615523,44.9939101294882]","[-93.1730953615523,-93.1730203615523,-93.1730203615523,-93.1730953615523,-93.1730953615523,NaN]","[44.9939101294882,44.9939101294882,44.9939031294882,44.9939031294882,44.9939101294882,NaN]",-93.17309804,44.99391682,-93.17302304,44.99390982,223
220,"[-93.1730921737816,44.9938960275164;-93.1730171737816,44.9939030275164]","[-93.1730921737816,-93.1730171737816,-93.1730171737816,-93.1730921737816,-93.1730921737816,NaN]","[44.9939030275164,44.9939030275164,44.9938960275164,44.9938960275164,44.9939030275164,NaN]",-93.17309804,44.99390982,-93.17302304,44.99390282,224
221,"[-93.1731000900244,44.9938889722317;-93.1730250900244,44.9938959722317]","[-93.1731000900244,-93.1730250900244,-93.1730250900244,-93.1731000900244,-93.1731000900244,NaN]","[44.9938959722317,44.9938959722317,44.9938889722317,44.9938889722317,44.9938959722317,NaN]",-93.17309804,44.99390282,-93.17302304,44.99389582,225
222,"[-93.1731002383483,44.9938818007925;-93.1730252383483,44.9938888007925]","[-93.1731002383483,-93.1730252383483,-93.1730252383483,-93.1731002383483,-93.1731002383483,NaN]","[44.9938888007925,44.9938888007925,44.9938818007925,44.9938818007925,44.9938888007925,NaN]",-93.17309804,44.99389582,-93.17302304,44.99388882,226
223,"[-93.1730965143949,44.9938745660858;-93.1730215143949,44.9938815660858]","[-93.1730965143949,-93.1730215143949,-93.1730215143949,-93.1730965143949,-93.1730965143949,NaN]","[44.9938815660858,44.9938815660858,44.9938745660858,44.9938745660858,44.9938815660858,NaN]",-93.17309804,44.99388882,-93.17302304,44.99388182,227
224,"[-93.1730923440559,44.9938678753299;-93.1730173440559,44.9938748753299]","[-93.1730923440559,-93.1730173440559,-93.1730173440559,-93.1730923440559,-93.1730923440559,NaN]","[44.9938748753299,44.9938748753299,44.9938678753299,44.9938678753299,44.9938748753299,NaN]",-93.17309804,44.99388182,-93.17302304,44.99387482,228
225,"[-93.1730984527140,44.9938604895725;-93.1730234527140,44.9938674895725]","[-93.1730984527140,-93.1730234527140,-93.1730234527140,-93.1730984527140,-93.1730984527140,NaN]","[44.9938674895725,44.9938674895725,44.9938604895725,44.9938604895725,44.9938674895725,NaN]",-93.17309804,44.99387482,-93.17302304,44.99386782,229
226,"[-93.1730975942270,44.9938541262388;-93.1730225942270,44.9938611262388]","[-93.1730975942270,-93.1730225942270,-93.1730225942270,-93.1730975942270,-93.1730975942270,NaN]","[44.9938611262388,44.9938611262388,44.9938541262388,44.9938541262388,44.9938611262388,NaN]",-93.17309804,44.99386782,-93.17302304,44.99386082,230
227,"[-93.1730959136406,44.9938469651071;-93.1730209136406,44.9938539651071]","[-93.1730959136406,-93.1730209136406,-93.1730209136406,-93.1730959136406,-93.1730959136406,NaN]","[44.9938539651071,44.9938539651071,44.9938469651071,44.9938469651071,44.9938539651071,NaN]",-93.17309804,44.99386082,-93.17302304,44.99385382,231
228,"[-93.1730954333003,44.9938398738052;-93.1730204333003,44.9938468738052]","[-93.1730954333003,-93.1730204333003,-93.1730204333003,-93.1730954333003,-93.1730954333003,NaN]","[44.9938468738052,44.9938468738052,44.9938398738052,44.9938398738052,44.9938468738052,NaN]",-93.17309804,44.99385382,-93.17302304,44.99384682,232
229,"[-93.1730991932741,44.9938328772775;-93.1730241932741,44.9938398772775]","[-93.1730991932741,-93.1730241932741,-93.1730241932741,-93.1730991932741,-93.1730991932741,NaN]","[44.9938398772775,44.9938398772775,44.9938328772775,44.9938328772775,44.9938398772775,NaN]",-93.17309804,44.99384682,-93.17302304,44.99383982,233
230,"[-93.1730986693059,44.9938253604154;-93.1730236693059,44.9938323604154]","[-93.1730986693059,-93.1730236693059,-93.1730236693059,-93.1730986693059,-93.1730986693059,NaN]","[44.9938323604154,44.9938323604154,44.9938253604154,44.9938253604154,44.9938323604154,NaN]",-93.17309804,44.99383982,-93.17302304,44.99383282,234
231,"[-93.1730927077348,44.9938188545920;-93.1730177077348,44.9938258545920]","[-93.1730927077348,-93.1730177077348,-93.1730177077348,-93.1730927077348,-93.1730927077348,NaN]","[44.9938258545920,44.9938258545920,44.9938188545920,44.9938188545920,44.9938258545920,NaN]",-93.17309804,44.99383282,-93.17302304,44.99382582,235
232,"[-93.1730919915200,44.9938125693640;-93.1730169915200,44.9938195693640]","[-93.1730919915200,-93.1730169915200,-93.1730169915200,-93.1730919915200,-93.1730919915200,NaN]","[44.9938195693640,44.9938195693640,44.9938125693640,44.9938125693640,44.9938195693640,NaN]",-93.17309804,44.99382582,-93.17302304,44.99381882,236
233,"[-93.1730987403878,44.9938058086209;-93.1730237403879,44.9938128086209]","[-93.1730987403878,-93.1730237403879,-93.1730237403879,-93.1730987403878,-93.1730987403878,NaN]","[44.9938128086209,44.9938128086209,44.9938058086209,44.9938058086209,44.9938128086209,NaN]",-93.17309804,44.99381882,-93.17302304,44.99381182,237
234,"[-93.1730992484646,44.9937993788439;-93.1730242484646,44.9938063788439]","[-93.1730992484646,-93.1730242484646,-93.1730242484646,-93.1730992484646,-93.1730992484646,NaN]","[44.9938063788439,44.9938063788439,44.9937993788439,44.9937993788439,44.9938063788439,NaN]",-93.17309804,44.99381182,-93.17302304,44.99380482,238
235,"[-93.1730914046440,44.9937925242487;-93.1730164046440,44.9937995242487]","[-93.1730914046440,-93.1730164046440,-93.1730164046440,-93.1730914046440,-93.1730914046440,NaN]","[44.9937995242487,44.9937995242487,44.9937925242487,44.9937925242487,44.9937995242487,NaN]",-93.17309804,44.99380482,-93.17302304,44.99379782,239
236,"[-93.1730922051119,44.9937855149811;-93.1730172051119,44.9937925149811]","[-93.1730922051119,-93.1730172051119,-93.1730172051119,-93.1730922051119,-93.1730922051119,NaN]","[44.9937925149811,44.9937925149811,44.9937855149811,44.9937855149811,44.9937925149811,NaN]",-93.17309804,44.99379782,-93.17302304,44.99379082,240
237,"[-93.1731006072240,44.9937782138620;-93.1730256072240,44.9937852138620]","[-93.1731006072240,-93.1730256072240,-93.1730256072240,-93.1731006072240,-93.1731006072240,NaN]","[44.9937852138620,44.9937852138620,44.9937782138620,44.9937782138620,44.9937852138620,NaN]",-93.17309804,44.99379082,-93.17302304,44.99378382,241
238,"[-93.1730993565051,44.9937715748802;-93.1730243565051,44.9937785748802]","[-93.1730993565051,-93.1730243565051,-93.1730243565051,-93.1730993565051,-93.1730993565051,NaN]","[44.9937785748802,44.9937785748802,44.9937715748802,44.9937715748802,44.9937785748802,NaN]",-93.17309804,44.99378382,-93.17302304,44.99377682,242
239,"[-93.1730945461613,44.9937644793509;-93.1730195461613,44.9937714793509]","[-93.1730945461613,-93.1730195461613,-93.1730195461613,-93.1730945461613,-93.1730945461613,NaN]","[44.9937714793509,44.9937714793509,44.9937644793509,44.9937644793509,44.9937714793509,NaN]",-93.17309804,44.99377682,-93.17302304,44.99376982,243
