Fields,BoundingBox,X,Y,left,top,right,bottom,id
213,"[-93.1751295475166,44.9928867403177;-93.1750545475166,44.9928927403177]","[-93.1751295475166,-93.1750545475166,-93.1750545475166,-93.1751295475166,-93.1751295475166,NaN]","[44.9928927403177,44.9928927403177,44.9928867403177,44.9928867403177,44.9928927403177,NaN]",273,-93.17522654,44.99292667,-93.17515154,44.99292067
214,"[-93.1751290291348,44.9928797168060;-93.1750540291348,44.9928857168060]","[-93.1751290291348,-93.1750540291348,-93.1750540291348,-93.1751290291348,-93.1751290291348,NaN]","[44.9928857168060,44.9928857168060,44.9928797168060,44.9928797168060,44.9928857168060,NaN]",274,-93.17522654,44.99292067,-93.17515154,44.99291467
215,"[-93.1751270929733,44.9928736512771;-93.1750520929733,44.9928796512771]","[-93.1751270929733,-93.1750520929733,-93.1750520929733,-93.1751270929733,-93.1751270929733,NaN]","[44.9928796512771,44.9928796512771,44.9928736512771,44.9928736512771,44.9928796512771,NaN]",275,-93.17522654,44.99291467,-93.17515154,44.99290867
216,"[-93.1751262320897,44.9928675187178;-93.1750512320897,44.9928735187178]","[-93.1751262320897,-93.1750512320897,-93.1750512320897,-93.1751262320897,-93.1751262320897,NaN]","[44.9928735187178,44.9928735187178,44.9928675187178,44.9928675187178,44.9928735187178,NaN]",276,-93.17522654,44.99290867,-93.17515154,44.99290267
217,"[-93.1751272423481,44.9928610052065;-93.1750522423481,44.9928670052065]","[-93.1751272423481,-93.1750522423481,-93.1750522423481,-93.1751272423481,-93.1751272423481,NaN]","[44.9928670052065,44.9928670052065,44.9928610052065,44.9928610052065,44.9928670052065,NaN]",277,-93.17522654,44.99290267,-93.17515154,44.99289667
218,"[-93.1751288402034,44.9928533832451;-93.1750538402034,44.9928593832451]","[-93.1751288402034,-93.1750538402034,-93.1750538402034,-93.1751288402034,-93.1751288402034,NaN]","[44.9928593832451,44.9928593832451,44.9928533832451,44.9928533832451,44.9928593832451,NaN]",278,-93.17522654,44.99289667,-93.17515154,44.99289067
219,"[-93.1751258907254,44.9928457912640;-93.1750508907254,44.9928517912640]","[-93.1751258907254,-93.1750508907254,-93.1750508907254,-93.1751258907254,-93.1751258907254,NaN]","[44.9928517912640,44.9928517912640,44.9928457912640,44.9928457912640,44.9928517912640,NaN]",279,-93.17522654,44.99289067,-93.17515154,44.99288467
220,"[-93.1751270809097,44.9928398559771;-93.1750520809097,44.9928458559771]","[-93.1751270809097,-93.1750520809097,-93.1750520809097,-93.1751270809097,-93.1751270809097,NaN]","[44.9928458559771,44.9928458559771,44.9928398559771,44.9928398559771,44.9928458559771,NaN]",280,-93.17522654,44.99288467,-93.17515154,44.99287867
221,"[-93.1751254289227,44.9928333976772;-93.1750504289228,44.9928393976772]","[-93.1751254289227,-93.1750504289228,-93.1750504289228,-93.1751254289227,-93.1751254289227,NaN]","[44.9928393976772,44.9928393976772,44.9928333976772,44.9928333976772,44.9928393976772,NaN]",281,-93.17522654,44.99287867,-93.17515154,44.99287267
222,"[-93.1751271524564,44.9928263712283;-93.1750521524564,44.9928323712283]","[-93.1751271524564,-93.1750521524564,-93.1750521524564,-93.1751271524564,-93.1751271524564,NaN]","[44.9928323712283,44.9928323712283,44.9928263712283,44.9928263712283,44.9928323712283,NaN]",282,-93.17522654,44.99287267,-93.17515154,44.99286667
223,"[-93.1751253535959,44.9928185393224;-93.1750503535959,44.9928245393224]","[-93.1751253535959,-93.1750503535959,-93.1750503535959,-93.1751253535959,-93.1751253535959,NaN]","[44.9928245393224,44.9928245393224,44.9928185393224,44.9928185393224,44.9928245393224,NaN]",283,-93.17522654,44.99286667,-93.17515154,44.99286067
224,"[-93.1751263558852,44.9928121519871;-93.1750513558852,44.9928181519871]","[-93.1751263558852,-93.1750513558852,-93.1750513558852,-93.1751263558852,-93.1751263558852,NaN]","[44.9928181519871,44.9928181519871,44.9928121519871,44.9928121519871,44.9928181519871,NaN]",284,-93.17522654,44.99286067,-93.17515154,44.99285467
225,"[-93.1751268232088,44.9928062158711;-93.1750518232089,44.9928122158711]","[-93.1751268232088,-93.1750518232089,-93.1750518232089,-93.1751268232088,-93.1751268232088,NaN]","[44.9928122158711,44.9928122158711,44.9928062158711,44.9928062158711,44.9928122158711,NaN]",285,-93.17522654,44.99285467,-93.17515154,44.99284867
226,"[-93.1751287989238,44.9927997609486;-93.1750537989238,44.9928057609486]","[-93.1751287989238,-93.1750537989238,-93.1750537989238,-93.1751287989238,-93.1751287989238,NaN]","[44.9928057609486,44.9928057609486,44.9927997609486,44.9927997609486,44.9928057609486,NaN]",286,-93.17522654,44.99284867,-93.17515154,44.99284267
227,"[-93.1751279973790,44.9927924571348;-93.1750529973790,44.9927984571348]","[-93.1751279973790,-93.1750529973790,-93.1750529973790,-93.1751279973790,-93.1751279973790,NaN]","[44.9927984571348,44.9927984571348,44.9927924571348,44.9927924571348,44.9927984571348,NaN]",287,-93.17522654,44.99284267,-93.17515154,44.99283667
228,"[-93.1751253987860,44.9927859015275;-93.1750503987860,44.9927919015275]","[-93.1751253987860,-93.1750503987860,-93.1750503987860,-93.1751253987860,-93.1751253987860,NaN]","[44.9927919015275,44.9927919015275,44.9927859015275,44.9927859015275,44.9927919015275,NaN]",288,-93.17522654,44.99283667,-93.17515154,44.99283067
229,"[-93.1751260942586,44.9927795950531;-93.1750510942586,44.9927855950531]","[-93.1751260942586,-93.1750510942586,-93.1750510942586,-93.1751260942586,-93.1751260942586,NaN]","[44.9927855950531,44.9927855950531,44.9927795950531,44.9927795950531,44.9927855950531,NaN]",289,-93.17522654,44.99283067,-93.17515154,44.99282467
230,"[-93.1751266187927,44.9927730181922;-93.1750516187927,44.9927790181922]","[-93.1751266187927,-93.1750516187927,-93.1750516187927,-93.1751266187927,-93.1751266187927,NaN]","[44.9927790181922,44.9927790181922,44.9927730181922,44.9927730181922,44.9927790181922,NaN]",290,-93.17522654,44.99282467,-93.17515154,44.99281867
231,"[-93.1751240126411,44.9927663018944;-93.1750490126411,44.9927723018944]","[-93.1751240126411,-93.1750490126411,-93.1750490126411,-93.1751240126411,-93.1751240126411,NaN]","[44.9927723018944,44.9927723018944,44.9927663018944,44.9927663018944,44.9927723018944,NaN]",291,-93.17522654,44.99281867,-93.17515154,44.99281267
232,"[-93.1751240151441,44.9927601940915;-93.1750490151441,44.9927661940915]","[-93.1751240151441,-93.1750490151441,-93.1750490151441,-93.1751240151441,-93.1751240151441,NaN]","[44.9927661940915,44.9927661940915,44.9927601940915,44.9927601940915,44.9927661940915,NaN]",292,-93.17522654,44.99281267,-93.17515154,44.99280667
233,"[-93.1751237766241,44.9927539138438;-93.1750487766241,44.9927599138438]","[-93.1751237766241,-93.1750487766241,-93.1750487766241,-93.1751237766241,-93.1751237766241,NaN]","[44.9927599138438,44.9927599138438,44.9927539138438,44.9927539138438,44.9927599138438,NaN]",293,-93.17522654,44.99280667,-93.17515154,44.99280067
234,"[-93.1751238387626,44.9927470775106;-93.1750488387627,44.9927530775106]","[-93.1751238387626,-93.1750488387627,-93.1750488387627,-93.1751238387626,-93.1751238387626,NaN]","[44.9927530775106,44.9927530775106,44.9927470775106,44.9927470775106,44.9927530775106,NaN]",294,-93.17522654,44.99280067,-93.17515154,44.99279467
235,"[-93.1751236791777,44.9927394699085;-93.1750486791777,44.9927454699085]","[-93.1751236791777,-93.1750486791777,-93.1750486791777,-93.1751236791777,-93.1751236791777,NaN]","[44.9927454699085,44.9927454699085,44.9927394699085,44.9927394699085,44.9927454699085,NaN]",295,-93.17522654,44.99279467,-93.17515154,44.99278867
236,"[-93.1751257832573,44.9927320632094;-93.1750507832573,44.9927380632094]","[-93.1751257832573,-93.1750507832573,-93.1750507832573,-93.1751257832573,-93.1751257832573,NaN]","[44.9927380632094,44.9927380632094,44.9927320632094,44.9927320632094,44.9927380632094,NaN]",296,-93.17522654,44.99278867,-93.17515154,44.99278267
237,"[-93.1751260362533,44.9927254131899;-93.1750510362533,44.9927314131899]","[-93.1751260362533,-93.1750510362533,-93.1750510362533,-93.1751260362533,-93.1751260362533,NaN]","[44.9927314131899,44.9927314131899,44.9927254131899,44.9927254131899,44.9927314131899,NaN]",297,-93.17522654,44.99278267,-93.17515154,44.99277667
238,"[-93.1751247765552,44.9927187775528;-93.1750497765552,44.9927247775528]","[-93.1751247765552,-93.1750497765552,-93.1750497765552,-93.1751247765552,-93.1751247765552,NaN]","[44.9927247775528,44.9927247775528,44.9927187775528,44.9927187775528,44.9927247775528,NaN]",298,-93.17522654,44.99277667,-93.17515154,44.99277067
239,"[-93.1751219367163,44.9927124659729;-93.1750469367163,44.9927184659729]","[-93.1751219367163,-93.1750469367163,-93.1750469367163,-93.1751219367163,-93.1751219367163,NaN]","[44.9927184659729,44.9927184659729,44.9927124659729,44.9927124659729,44.9927184659729,NaN]",299,-93.17522654,44.99277067,-93.17515154,44.99276467
240,"[-93.1751244045868,44.9927054950792;-93.1750494045868,44.9927114950792]","[-93.1751244045868,-93.1750494045868,-93.1750494045868,-93.1751244045868,-93.1751244045868,NaN]","[44.9927114950792,44.9927114950792,44.9927054950792,44.9927054950792,44.9927114950792,NaN]",300,-93.17522654,44.99276467,-93.17515154,44.99275867
241,"[-93.1750588601093,44.9930228157980;-93.1749838601093,44.9930288157980]","[-93.1750588601093,-93.1749838601093,-93.1749838601093,-93.1750588601093,-93.1750588601093,NaN]","[44.9930288157980,44.9930288157980,44.9930228157980,44.9930228157980,44.9930288157980,NaN]",316,-93.17515154,44.99304667,-93.17507654,44.99304067
242,"[-93.1750567306016,44.9930163260757;-93.1749817306016,44.9930223260757]","[-93.1750567306016,-93.1749817306016,-93.1749817306016,-93.1750567306016,-93.1750567306016,NaN]","[44.9930223260757,44.9930223260757,44.9930163260757,44.9930163260757,44.9930223260757,NaN]",317,-93.17515154,44.99304067,-93.17507654,44.99303467
243,"[-93.1750525495729,44.9930100260231;-93.1749775495729,44.9930160260231]","[-93.1750525495729,-93.1749775495729,-93.1749775495729,-93.1750525495729,-93.1750525495729,NaN]","[44.9930160260231,44.9930160260231,44.9930100260231,44.9930100260231,44.9930160260231,NaN]",318,-93.17515154,44.99303467,-93.17507654,44.99302867
244,"[-93.1750514178631,44.9930036362640;-93.1749764178631,44.9930096362640]","[-93.1750514178631,-93.1749764178631,-93.1749764178631,-93.1750514178631,-93.1750514178631,NaN]","[44.9930096362640,44.9930096362640,44.9930036362640,44.9930036362640,44.9930096362640,NaN]",319,-93.17515154,44.99302867,-93.17507654,44.99302267
245,"[-93.1750536238503,44.9929972292968;-93.1749786238503,44.9930032292968]","[-93.1750536238503,-93.1749786238503,-93.1749786238503,-93.1750536238503,-93.1750536238503,NaN]","[44.9930032292968,44.9930032292968,44.9929972292968,44.9929972292968,44.9930032292968,NaN]",320,-93.17515154,44.99302267,-93.17507654,44.99301667
246,"[-93.1750536089720,44.9929907297578;-93.1749786089720,44.9929967297578]","[-93.1750536089720,-93.1749786089720,-93.1749786089720,-93.1750536089720,-93.1750536089720,NaN]","[44.9929967297578,44.9929967297578,44.9929907297578,44.9929907297578,44.9929967297578,NaN]",321,-93.17515154,44.99301667,-93.17507654,44.99301067
247,"[-93.1750539448971,44.9929842039811;-93.1749789448971,44.9929902039811]","[-93.1750539448971,-93.1749789448971,-93.1749789448971,-93.1750539448971,-93.1750539448971,NaN]","[44.9929902039811,44.9929902039811,44.9929842039811,44.9929842039811,44.9929902039811,NaN]",322,-93.17515154,44.99301067,-93.17507654,44.99300467
248,"[-93.1750545888978,44.9929779187692;-93.1749795888978,44.9929839187692]","[-93.1750545888978,-93.1749795888978,-93.1749795888978,-93.1750545888978,-93.1750545888978,NaN]","[44.9929839187692,44.9929839187692,44.9929779187692,44.9929779187692,44.9929839187692,NaN]",323,-93.17515154,44.99300467,-93.17507654,44.99299867
249,"[-93.1750565925062,44.9929707066600;-93.1749815925062,44.9929767066600]","[-93.1750565925062,-93.1749815925062,-93.1749815925062,-93.1750565925062,-93.1750565925062,NaN]","[44.9929767066600,44.9929767066600,44.9929707066600,44.9929707066600,44.9929767066600,NaN]",324,-93.17515154,44.99299867,-93.17507654,44.99299267
250,"[-93.1750560038977,44.9929623640902;-93.1749810038977,44.9929683640902]","[-93.1750560038977,-93.1749810038977,-93.1749810038977,-93.1750560038977,-93.1750560038977,NaN]","[44.9929683640902,44.9929683640902,44.9929623640902,44.9929623640902,44.9929683640902,NaN]",325,-93.17515154,44.99299267,-93.17507654,44.99298667
251,"[-93.1750561244881,44.9929559755628;-93.1749811244881,44.9929619755628]","[-93.1750561244881,-93.1749811244881,-93.1749811244881,-93.1750561244881,-93.1750561244881,NaN]","[44.9929619755628,44.9929619755628,44.9929559755628,44.9929559755628,44.9929619755628,NaN]",326,-93.17515154,44.99298667,-93.17507654,44.99298067
252,"[-93.1750562136739,44.9929489583803;-93.1749812136739,44.9929549583803]","[-93.1750562136739,-93.1749812136739,-93.1749812136739,-93.1750562136739,-93.1750562136739,NaN]","[44.9929549583803,44.9929549583803,44.9929489583803,44.9929489583803,44.9929549583803,NaN]",327,-93.17515154,44.99298067,-93.17507654,44.99297467
253,"[-93.1750571086447,44.9929418827823;-93.1749821086447,44.9929478827822]","[-93.1750571086447,-93.1749821086447,-93.1749821086447,-93.1750571086447,-93.1750571086447,NaN]","[44.9929478827822,44.9929478827822,44.9929418827823,44.9929418827823,44.9929478827822,NaN]",328,-93.17515154,44.99297467,-93.17507654,44.99296867
254,"[-93.1750555428150,44.9929354578984;-93.1749805428150,44.9929414578984]","[-93.1750555428150,-93.1749805428150,-93.1749805428150,-93.1750555428150,-93.1750555428150,NaN]","[44.9929414578984,44.9929414578984,44.9929354578984,44.9929354578984,44.9929414578984,NaN]",329,-93.17515154,44.99296867,-93.17507654,44.99296267
255,"[-93.1750546259728,44.9929283541453;-93.1749796259728,44.9929343541453]","[-93.1750546259728,-93.1749796259728,-93.1749796259728,-93.1750546259728,-93.1750546259728,NaN]","[44.9929343541453,44.9929343541453,44.9929283541453,44.9929283541453,44.9929343541453,NaN]",330,-93.17515154,44.99296267,-93.17507654,44.99295667
256,"[-93.1750540647330,44.9929212725330;-93.1749790647330,44.9929272725330]","[-93.1750540647330,-93.1749790647330,-93.1749790647330,-93.1750540647330,-93.1750540647330,NaN]","[44.9929272725330,44.9929272725330,44.9929212725330,44.9929212725330,44.9929272725330,NaN]",331,-93.17515154,44.99295667,-93.17507654,44.99295067
257,"[-93.1750542571645,44.9929144717114;-93.1749792571645,44.9929204717114]","[-93.1750542571645,-93.1749792571645,-93.1749792571645,-93.1750542571645,-93.1750542571645,NaN]","[44.9929204717114,44.9929204717114,44.9929144717114,44.9929144717114,44.9929204717114,NaN]",332,-93.17515154,44.99295067,-93.17507654,44.99294467
258,"[-93.1750544353147,44.9929074622518;-93.1749794353147,44.9929134622518]","[-93.1750544353147,-93.1749794353147,-93.1749794353147,-93.1750544353147,-93.1750544353147,NaN]","[44.9929134622518,44.9929134622518,44.9929074622518,44.9929074622518,44.9929134622518,NaN]",333,-93.17515154,44.99294467,-93.17507654,44.99293867
259,"[-93.1750530556194,44.9929005888221;-93.1749780556194,44.9929065888221]","[-93.1750530556194,-93.1749780556194,-93.1749780556194,-93.1750530556194,-93.1750530556194,NaN]","[44.9929065888221,44.9929065888221,44.9929005888221,44.9929005888221,44.9929065888221,NaN]",334,-93.17515154,44.99293867,-93.17507654,44.99293267
260,"[-93.1750569822363,44.9928938979118;-93.1749819822363,44.9928998979118]","[-93.1750569822363,-93.1749819822363,-93.1749819822363,-93.1750569822363,-93.1750569822363,NaN]","[44.9928998979118,44.9928998979118,44.9928938979118,44.9928938979118,44.9928998979118,NaN]",335,-93.17515154,44.99293267,-93.17507654,44.99292667
261,"[-93.1750550926214,44.9928870396133;-93.1749800926214,44.9928930396133]","[-93.1750550926214,-93.1749800926214,-93.1749800926214,-93.1750550926214,-93.1750550926214,NaN]","[44.9928930396133,44.9928930396133,44.9928870396133,44.9928870396133,44.9928930396133,NaN]",336,-93.17515154,44.99292667,-93.17507654,44.99292067
262,"[-93.1750547414350,44.9928797721427;-93.1749797414350,44.9928857721427]","[-93.1750547414350,-93.1749797414350,-93.1749797414350,-93.1750547414350,-93.1750547414350,NaN]","[44.9928857721427,44.9928857721427,44.9928797721427,44.9928797721427,44.9928857721427,NaN]",337,-93.17515154,44.99292067,-93.17507654,44.99291467
263,"[-93.1750529381087,44.9928724334657;-93.1749779381087,44.9928784334657]","[-93.1750529381087,-93.1749779381087,-93.1749779381087,-93.1750529381087,-93.1750529381087,NaN]","[44.9928784334657,44.9928784334657,44.9928724334657,44.9928724334657,44.9928784334657,NaN]",338,-93.17515154,44.99291467,-93.17507654,44.99290867
264,"[-93.1750535881267,44.9928664027512;-93.1749785881267,44.9928724027512]","[-93.1750535881267,-93.1749785881267,-93.1749785881267,-93.1750535881267,-93.1750535881267,NaN]","[44.9928724027512,44.9928724027512,44.9928664027512,44.9928664027512,44.9928724027512,NaN]",339,-93.17515154,44.99290867,-93.17507654,44.99290267
265,"[-93.1750547953420,44.9928602787685;-93.1749797953420,44.9928662787685]","[-93.1750547953420,-93.1749797953420,-93.1749797953420,-93.1750547953420,-93.1750547953420,NaN]","[44.9928662787685,44.9928662787685,44.9928602787685,44.9928602787685,44.9928662787685,NaN]",340,-93.17515154,44.99290267,-93.17507654,44.99289667
266,"[-93.1750532862077,44.9928542726988;-93.1749782862077,44.9928602726988]","[-93.1750532862077,-93.1749782862077,-93.1749782862077,-93.1750532862077,-93.1750532862077,NaN]","[44.9928602726988,44.9928602726988,44.9928542726988,44.9928542726988,44.9928602726988,NaN]",341,-93.17515154,44.99289667,-93.17507654,44.99289067
267,"[-93.1750547765671,44.9928477171084;-93.1749797765671,44.9928537171084]","[-93.1750547765671,-93.1749797765671,-93.1749797765671,-93.1750547765671,-93.1750547765671,NaN]","[44.9928537171084,44.9928537171084,44.9928477171084,44.9928477171084,44.9928537171084,NaN]",342,-93.17515154,44.99289067,-93.17507654,44.99288467
268,"[-93.1750526752454,44.9928408212348;-93.1749776752454,44.9928468212348]","[-93.1750526752454,-93.1749776752454,-93.1749776752454,-93.1750526752454,-93.1750526752454,NaN]","[44.9928468212348,44.9928468212348,44.9928408212348,44.9928408212348,44.9928468212348,NaN]",343,-93.17515154,44.99288467,-93.17507654,44.99287867
269,"[-93.1750528299018,44.9928337387856;-93.1749778299019,44.9928397387856]","[-93.1750528299018,-93.1749778299019,-93.1749778299019,-93.1750528299018,-93.1750528299018,NaN]","[44.9928397387856,44.9928397387856,44.9928337387856,44.9928337387856,44.9928397387856,NaN]",344,-93.17515154,44.99287867,-93.17507654,44.99287267
270,"[-93.1750518519629,44.9928268627718;-93.1749768519629,44.9928328627718]","[-93.1750518519629,-93.1749768519629,-93.1749768519629,-93.1750518519629,-93.1750518519629,NaN]","[44.9928328627718,44.9928328627718,44.9928268627718,44.9928268627718,44.9928328627718,NaN]",345,-93.17515154,44.99287267,-93.17507654,44.99286667
271,"[-93.1750511961141,44.9928127451721;-93.1749761961141,44.9928187451721]","[-93.1750511961141,-93.1749761961141,-93.1749761961141,-93.1750511961141,-93.1750511961141,NaN]","[44.9928187451721,44.9928187451721,44.9928127451721,44.9928127451721,44.9928187451721,NaN]",346,-93.17515154,44.99286667,-93.17507654,44.99286067
272,"[-93.1750512425709,44.9928208616292;-93.1749762425710,44.9928268616292]","[-93.1750512425709,-93.1749762425710,-93.1749762425710,-93.1750512425709,-93.1750512425709,NaN]","[44.9928268616292,44.9928268616292,44.9928208616292,44.9928208616292,44.9928268616292,NaN]",347,-93.17515154,44.99286067,-93.17507654,44.99285467
273,"[-93.1750518121003,44.9928054698351;-93.1749768121003,44.9928114698351]","[-93.1750518121003,-93.1749768121003,-93.1749768121003,-93.1750518121003,-93.1750518121003,NaN]","[44.9928114698351,44.9928114698351,44.9928054698351,44.9928054698351,44.9928114698351,NaN]",348,-93.17515154,44.99285467,-93.17507654,44.99284867
274,"[-93.1750540484249,44.9927988958794;-93.1749790484249,44.9928048958794]","[-93.1750540484249,-93.1749790484249,-93.1749790484249,-93.1750540484249,-93.1750540484249,NaN]","[44.9928048958794,44.9928048958794,44.9927988958794,44.9927988958794,44.9928048958794,NaN]",349,-93.17515154,44.99284867,-93.17507654,44.99284267
275,"[-93.1750524829814,44.9927925687634;-93.1749774829815,44.9927985687634]","[-93.1750524829814,-93.1749774829815,-93.1749774829815,-93.1750524829814,-93.1750524829814,NaN]","[44.9927985687634,44.9927985687634,44.9927925687634,44.9927925687634,44.9927985687634,NaN]",350,-93.17515154,44.99284267,-93.17507654,44.99283667
276,"[-93.1750522991045,44.9927867541714;-93.1749772991045,44.9927927541714]","[-93.1750522991045,-93.1749772991045,-93.1749772991045,-93.1750522991045,-93.1750522991045,NaN]","[44.9927927541714,44.9927927541714,44.9927867541714,44.9927867541714,44.9927927541714,NaN]",351,-93.17515154,44.99283667,-93.17507654,44.99283067
277,"[-93.1750524157372,44.9927797022428;-93.1749774157372,44.9927857022428]","[-93.1750524157372,-93.1749774157372,-93.1749774157372,-93.1750524157372,-93.1750524157372,NaN]","[44.9927857022428,44.9927857022428,44.9927797022428,44.9927797022428,44.9927857022428,NaN]",352,-93.17515154,44.99283067,-93.17507654,44.99282467
278,"[-93.1750512930163,44.9927731611481;-93.1749762930163,44.9927791611481]","[-93.1750512930163,-93.1749762930163,-93.1749762930163,-93.1750512930163,-93.1750512930163,NaN]","[44.9927791611481,44.9927791611481,44.9927731611481,44.9927731611481,44.9927791611481,NaN]",353,-93.17515154,44.99282467,-93.17507654,44.99281867
279,"[-93.1750505800758,44.9927669374190;-93.1749755800758,44.9927729374190]","[-93.1750505800758,-93.1749755800758,-93.1749755800758,-93.1750505800758,-93.1750505800758,NaN]","[44.9927729374190,44.9927729374190,44.9927669374190,44.9927669374190,44.9927729374190,NaN]",354,-93.17515154,44.99281867,-93.17507654,44.99281267
280,"[-93.1750491164687,44.9927605982541;-93.1749741164687,44.9927665982541]","[-93.1750491164687,-93.1749741164687,-93.1749741164687,-93.1750491164687,-93.1750491164687,NaN]","[44.9927665982541,44.9927665982541,44.9927605982541,44.9927605982541,44.9927665982541,NaN]",355,-93.17515154,44.99281267,-93.17507654,44.99280667
281,"[-93.1750502048752,44.9927540005808;-93.1749752048752,44.9927600005808]","[-93.1750502048752,-93.1749752048752,-93.1749752048752,-93.1750502048752,-93.1750502048752,NaN]","[44.9927600005808,44.9927600005808,44.9927540005808,44.9927540005808,44.9927600005808,NaN]",356,-93.17515154,44.99280667,-93.17507654,44.99280067
282,"[-93.1750491367602,44.9927469253798;-93.1749741367602,44.9927529253798]","[-93.1750491367602,-93.1749741367602,-93.1749741367602,-93.1750491367602,-93.1750491367602,NaN]","[44.9927529253798,44.9927529253798,44.9927469253798,44.9927469253798,44.9927529253798,NaN]",357,-93.17515154,44.99280067,-93.17507654,44.99279467
283,"[-93.1750484097925,44.9927406383760;-93.1749734097925,44.9927466383760]","[-93.1750484097925,-93.1749734097925,-93.1749734097925,-93.1750484097925,-93.1750484097925,NaN]","[44.9927466383760,44.9927466383760,44.9927406383760,44.9927406383760,44.9927466383760,NaN]",358,-93.17515154,44.99279467,-93.17507654,44.99278867
284,"[-93.1750477590898,44.9927337325672;-93.1749727590898,44.9927397325672]","[-93.1750477590898,-93.1749727590898,-93.1749727590898,-93.1750477590898,-93.1750477590898,NaN]","[44.9927397325672,44.9927397325672,44.9927337325672,44.9927337325672,44.9927397325672,NaN]",359,-93.17515154,44.99278867,-93.17507654,44.99278267
285,"[-93.1750504125267,44.9927269817930;-93.1749754125267,44.9927329817930]","[-93.1750504125267,-93.1749754125267,-93.1749754125267,-93.1750504125267,-93.1750504125267,NaN]","[44.9927329817930,44.9927329817930,44.9927269817930,44.9927269817930,44.9927329817930,NaN]",360,-93.17515154,44.99278267,-93.17507654,44.99277667
286,"[-93.1750508864833,44.9927187108845;-93.1749758864833,44.9927247108845]","[-93.1750508864833,-93.1749758864833,-93.1749758864833,-93.1750508864833,-93.1750508864833,NaN]","[44.9927247108845,44.9927247108845,44.9927187108845,44.9927187108845,44.9927247108845,NaN]",361,-93.17515154,44.99277667,-93.17507654,44.99277067
287,"[-93.1750494463926,44.9927120330615;-93.1749744463926,44.9927180330615]","[-93.1750494463926,-93.1749744463926,-93.1749744463926,-93.1750494463926,-93.1750494463926,NaN]","[44.9927180330615,44.9927180330615,44.9927120330615,44.9927120330615,44.9927180330615,NaN]",362,-93.17515154,44.99277067,-93.17507654,44.99276467
288,"[-93.1750495807155,44.9927053219295;-93.1749745807155,44.9927113219295]","[-93.1750495807155,-93.1749745807155,-93.1749745807155,-93.1750495807155,-93.1750495807155,NaN]","[44.9927113219295,44.9927113219295,44.9927053219295,44.9927053219295,44.9927113219295,NaN]",363,-93.17515154,44.99276467,-93.17507654,44.99275867
289,"[-93.1749849299432,44.9930235624762;-93.1749099299432,44.9930295624762]","[-93.1749849299432,-93.1749099299432,-93.1749099299432,-93.1749849299432,-93.1749849299432,NaN]","[44.9930295624762,44.9930295624762,44.9930235624762,44.9930235624762,44.9930295624762,NaN]",379,-93.17507654,44.99304667,-93.17500154,44.99304067
290,"[-93.1749828169552,44.9930168063627;-93.1749078169552,44.9930228063627]","[-93.1749828169552,-93.1749078169552,-93.1749078169552,-93.1749828169552,-93.1749828169552,NaN]","[44.9930228063627,44.9930228063627,44.9930168063627,44.9930168063627,44.9930228063627,NaN]",380,-93.17507654,44.99304067,-93.17500154,44.99303467
291,"[-93.1749814274085,44.9930100925537;-93.1749064274085,44.9930160925536]","[-93.1749814274085,-93.1749064274085,-93.1749064274085,-93.1749814274085,-93.1749814274085,NaN]","[44.9930160925536,44.9930160925536,44.9930100925537,44.9930100925537,44.9930160925536,NaN]",381,-93.17507654,44.99303467,-93.17500154,44.99302867
292,"[-93.1749796777972,44.9930034960924;-93.1749046777972,44.9930094960924]","[-93.1749796777972,-93.1749046777972,-93.1749046777972,-93.1749796777972,-93.1749796777972,NaN]","[44.9930094960924,44.9930094960924,44.9930034960924,44.9930034960924,44.9930094960924,NaN]",382,-93.17507654,44.99302867,-93.17500154,44.99302267
293,"[-93.1749815987527,44.9929969541925;-93.1749065987527,44.9930029541925]","[-93.1749815987527,-93.1749065987527,-93.1749065987527,-93.1749815987527,-93.1749815987527,NaN]","[44.9930029541925,44.9930029541925,44.9929969541925,44.9929969541925,44.9930029541925,NaN]",383,-93.17507654,44.99302267,-93.17500154,44.99301667
294,"[-93.1749789755279,44.9929897122877;-93.1749039755279,44.9929957122877]","[-93.1749789755279,-93.1749039755279,-93.1749039755279,-93.1749789755279,-93.1749789755279,NaN]","[44.9929957122877,44.9929957122877,44.9929897122877,44.9929897122877,44.9929957122877,NaN]",384,-93.17507654,44.99301667,-93.17500154,44.99301067
295,"[-93.1749789788193,44.9929835195924;-93.1749039788193,44.9929895195924]","[-93.1749789788193,-93.1749039788193,-93.1749039788193,-93.1749789788193,-93.1749789788193,NaN]","[44.9929895195924,44.9929895195924,44.9929835195924,44.9929835195924,44.9929895195924,NaN]",385,-93.17507654,44.99301067,-93.17500154,44.99300467
296,"[-93.1749787605594,44.9929771352610;-93.1749037605594,44.9929831352610]","[-93.1749787605594,-93.1749037605594,-93.1749037605594,-93.1749787605594,-93.1749787605594,NaN]","[44.9929831352610,44.9929831352610,44.9929771352610,44.9929771352610,44.9929831352610,NaN]",386,-93.17507654,44.99300467,-93.17500154,44.99299867
297,"[-93.1749815376604,44.9929694796134;-93.1749065376604,44.9929754796134]","[-93.1749815376604,-93.1749065376604,-93.1749065376604,-93.1749815376604,-93.1749815376604,NaN]","[44.9929754796134,44.9929754796134,44.9929694796134,44.9929694796134,44.9929754796134,NaN]",387,-93.17507654,44.99299867,-93.17500154,44.99299267
