Fields,BoundingBox,X,Y,left,top,right,bottom,id
506,"[-93.1746784301782,44.9928544070131;-93.1746034301782,44.9928604070131]","[-93.1746784301782,-93.1746034301782,-93.1746034301782,-93.1746784301782,-93.1746784301782,NaN]","[44.9928604070131,44.9928604070131,44.9928544070131,44.9928544070131,44.9928604070131,NaN]",656,-93.17477654,44.99289667,-93.17470154,44.99289067
507,"[-93.1746750544639,44.9928480998775;-93.1746000544639,44.9928540998775]","[-93.1746750544639,-93.1746000544639,-93.1746000544639,-93.1746750544639,-93.1746750544639,NaN]","[44.9928540998775,44.9928540998775,44.9928480998775,44.9928480998775,44.9928540998775,NaN]",657,-93.17477654,44.99289067,-93.17470154,44.99288467
508,"[-93.1746771709833,44.9928412733213;-93.1746021709833,44.9928472733213]","[-93.1746771709833,-93.1746021709833,-93.1746021709833,-93.1746771709833,-93.1746771709833,NaN]","[44.9928472733213,44.9928472733213,44.9928412733213,44.9928412733213,44.9928472733213,NaN]",658,-93.17477654,44.99288467,-93.17470154,44.99287867
509,"[-93.1746773174457,44.9928351259141;-93.1746023174458,44.9928411259141]","[-93.1746773174457,-93.1746023174458,-93.1746023174458,-93.1746773174457,-93.1746773174457,NaN]","[44.9928411259141,44.9928411259141,44.9928351259141,44.9928351259141,44.9928411259141,NaN]",659,-93.17477654,44.99287867,-93.17470154,44.99287267
510,"[-93.1746786645626,44.9928287671725;-93.1746036645626,44.9928347671725]","[-93.1746786645626,-93.1746036645626,-93.1746036645626,-93.1746786645626,-93.1746786645626,NaN]","[44.9928347671725,44.9928347671725,44.9928287671725,44.9928287671725,44.9928347671725,NaN]",660,-93.17477654,44.99287267,-93.17470154,44.99286667
511,"[-93.1746768551260,44.9928218587647;-93.1746018551260,44.9928278587647]","[-93.1746768551260,-93.1746018551260,-93.1746018551260,-93.1746768551260,-93.1746768551260,NaN]","[44.9928278587647,44.9928278587647,44.9928218587647,44.9928218587647,44.9928278587647,NaN]",661,-93.17477654,44.99286667,-93.17470154,44.99286067
512,"[-93.1746784187570,44.9928138835713;-93.1746034187570,44.9928198835713]","[-93.1746784187570,-93.1746034187570,-93.1746034187570,-93.1746784187570,-93.1746784187570,NaN]","[44.9928198835713,44.9928198835713,44.9928138835713,44.9928138835713,44.9928198835713,NaN]",662,-93.17477654,44.99286067,-93.17470154,44.99285467
513,"[-93.1746808983313,44.9928074990215;-93.1746058983313,44.9928134990215]","[-93.1746808983313,-93.1746058983313,-93.1746058983313,-93.1746808983313,-93.1746808983313,NaN]","[44.9928134990215,44.9928134990215,44.9928074990215,44.9928074990215,44.9928134990215,NaN]",663,-93.17477654,44.99285467,-93.17470154,44.99284867
514,"[-93.1746805235232,44.9928008660902;-93.1746055235232,44.9928068660902]","[-93.1746805235232,-93.1746055235232,-93.1746055235232,-93.1746805235232,-93.1746805235232,NaN]","[44.9928068660902,44.9928068660902,44.9928008660902,44.9928008660902,44.9928068660902,NaN]",664,-93.17477654,44.99284867,-93.17470154,44.99284267
515,"[-93.1746786260109,44.9927939522314;-93.1746036260109,44.9927999522314]","[-93.1746786260109,-93.1746036260109,-93.1746036260109,-93.1746786260109,-93.1746786260109,NaN]","[44.9927999522314,44.9927999522314,44.9927939522314,44.9927939522314,44.9927999522314,NaN]",665,-93.17477654,44.99284267,-93.17470154,44.99283667
516,"[-93.1746765146470,44.9927861493474;-93.1746015146470,44.9927921493474]","[-93.1746765146470,-93.1746015146470,-93.1746015146470,-93.1746765146470,-93.1746765146470,NaN]","[44.9927921493474,44.9927921493474,44.9927861493474,44.9927861493474,44.9927921493474,NaN]",666,-93.17477654,44.99283667,-93.17470154,44.99283067
517,"[-93.1746789042883,44.9927798264970;-93.1746039042883,44.9927858264970]","[-93.1746789042883,-93.1746039042883,-93.1746039042883,-93.1746789042883,-93.1746789042883,NaN]","[44.9927858264970,44.9927858264970,44.9927798264970,44.9927798264970,44.9927858264970,NaN]",667,-93.17477654,44.99283067,-93.17470154,44.99282467
518,"[-93.1746776126792,44.9927732358316;-93.1746026126792,44.9927792358316]","[-93.1746776126792,-93.1746026126792,-93.1746026126792,-93.1746776126792,-93.1746776126792,NaN]","[44.9927792358316,44.9927792358316,44.9927732358316,44.9927732358316,44.9927792358316,NaN]",668,-93.17477654,44.99282467,-93.17470154,44.99281867
519,"[-93.1746774385449,44.9927675202794;-93.1746024385449,44.9927735202794]","[-93.1746774385449,-93.1746024385449,-93.1746024385449,-93.1746774385449,-93.1746774385449,NaN]","[44.9927735202794,44.9927735202794,44.9927675202794,44.9927675202794,44.9927735202794,NaN]",669,-93.17477654,44.99281867,-93.17470154,44.99281267
520,"[-93.1746752367805,44.9927610126824;-93.1746002367805,44.9927670126824]","[-93.1746752367805,-93.1746002367805,-93.1746002367805,-93.1746752367805,-93.1746752367805,NaN]","[44.9927670126824,44.9927670126824,44.9927610126824,44.9927610126824,44.9927670126824,NaN]",670,-93.17477654,44.99281267,-93.17470154,44.99280667
521,"[-93.1746774453677,44.9927547035872;-93.1746024453677,44.9927607035872]","[-93.1746774453677,-93.1746024453677,-93.1746024453677,-93.1746774453677,-93.1746774453677,NaN]","[44.9927607035872,44.9927607035872,44.9927547035872,44.9927547035872,44.9927607035872,NaN]",671,-93.17477654,44.99280667,-93.17470154,44.99280067
522,"[-93.1746787168096,44.9927481853854;-93.1746037168096,44.9927541853854]","[-93.1746787168096,-93.1746037168096,-93.1746037168096,-93.1746787168096,-93.1746787168096,NaN]","[44.9927541853854,44.9927541853854,44.9927481853854,44.9927481853854,44.9927541853854,NaN]",672,-93.17477654,44.99280067,-93.17470154,44.99279467
523,"[-93.1746772552250,44.9927421498323;-93.1746022552250,44.9927481498323]","[-93.1746772552250,-93.1746022552250,-93.1746022552250,-93.1746772552250,-93.1746772552250,NaN]","[44.9927481498323,44.9927481498323,44.9927421498323,44.9927421498323,44.9927481498323,NaN]",673,-93.17477654,44.99279467,-93.17470154,44.99278867
524,"[-93.1746743288289,44.9927342243016;-93.1745993288289,44.9927402243016]","[-93.1746743288289,-93.1745993288289,-93.1745993288289,-93.1746743288289,-93.1746743288289,NaN]","[44.9927402243016,44.9927402243016,44.9927342243016,44.9927342243016,44.9927402243016,NaN]",674,-93.17477654,44.99278867,-93.17470154,44.99278267
525,"[-93.1746804032310,44.9927274734394;-93.1746054032310,44.9927334734394]","[-93.1746804032310,-93.1746054032310,-93.1746054032310,-93.1746804032310,-93.1746804032310,NaN]","[44.9927334734394,44.9927334734394,44.9927274734394,44.9927274734394,44.9927334734394,NaN]",675,-93.17477654,44.99278267,-93.17470154,44.99277667
526,"[-93.1746795407412,44.9927206507551;-93.1746045407412,44.9927266507551]","[-93.1746795407412,-93.1746045407412,-93.1746045407412,-93.1746795407412,-93.1746795407412,NaN]","[44.9927266507551,44.9927266507551,44.9927206507551,44.9927206507551,44.9927266507551,NaN]",676,-93.17477654,44.99277667,-93.17470154,44.99277067
527,"[-93.1746787952748,44.9927121014779;-93.1746037952748,44.9927181014779]","[-93.1746787952748,-93.1746037952748,-93.1746037952748,-93.1746787952748,-93.1746787952748,NaN]","[44.9927181014779,44.9927181014779,44.9927121014779,44.9927121014779,44.9927181014779,NaN]",677,-93.17477654,44.99277067,-93.17470154,44.99276467
528,"[-93.1746805020144,44.9927051929694;-93.1746055020144,44.9927111929694]","[-93.1746805020144,-93.1746055020144,-93.1746055020144,-93.1746805020144,-93.1746805020144,NaN]","[44.9927111929694,44.9927111929694,44.9927051929694,44.9927051929694,44.9927111929694,NaN]",678,-93.17477654,44.99276467,-93.17470154,44.99275867
529,"[-93.1746107906981,44.9930225858049;-93.1745357906981,44.9930285858049]","[-93.1746107906981,-93.1745357906981,-93.1745357906981,-93.1746107906981,-93.1746107906981,NaN]","[44.9930285858049,44.9930285858049,44.9930225858049,44.9930225858049,44.9930285858049,NaN]",694,-93.17470154,44.99304667,-93.17462654,44.99304067
530,"[-93.1746091993216,44.9930158753308;-93.1745341993216,44.9930218753308]","[-93.1746091993216,-93.1745341993216,-93.1745341993216,-93.1746091993216,-93.1746091993216,NaN]","[44.9930218753308,44.9930218753308,44.9930158753308,44.9930158753308,44.9930218753308,NaN]",695,-93.17470154,44.99304067,-93.17462654,44.99303467
531,"[-93.1746070675995,44.9930095737527;-93.1745320675995,44.9930155737527]","[-93.1746070675995,-93.1745320675995,-93.1745320675995,-93.1746070675995,-93.1746070675995,NaN]","[44.9930155737527,44.9930155737527,44.9930095737527,44.9930095737527,44.9930155737527,NaN]",696,-93.17470154,44.99303467,-93.17462654,44.99302867
532,"[-93.1746052262994,44.9930034139520;-93.1745302262994,44.9930094139520]","[-93.1746052262994,-93.1745302262994,-93.1745302262994,-93.1746052262994,-93.1746052262994,NaN]","[44.9930094139520,44.9930094139520,44.9930034139520,44.9930034139520,44.9930094139520,NaN]",697,-93.17470154,44.99302867,-93.17462654,44.99302267
533,"[-93.1746084808816,44.9929963261870;-93.1745334808816,44.9930023261870]","[-93.1746084808816,-93.1745334808816,-93.1745334808816,-93.1746084808816,-93.1746084808816,NaN]","[44.9930023261870,44.9930023261870,44.9929963261870,44.9929963261870,44.9930023261870,NaN]",698,-93.17470154,44.99302267,-93.17462654,44.99301667
534,"[-93.1746083742869,44.9929896079568;-93.1745333742869,44.9929956079568]","[-93.1746083742869,-93.1745333742869,-93.1745333742869,-93.1746083742869,-93.1746083742869,NaN]","[44.9929956079568,44.9929956079568,44.9929896079568,44.9929896079568,44.9929956079568,NaN]",699,-93.17470154,44.99301667,-93.17462654,44.99301067
535,"[-93.1746065733279,44.9929828535302;-93.1745315733279,44.9929888535302]","[-93.1746065733279,-93.1745315733279,-93.1745315733279,-93.1746065733279,-93.1746065733279,NaN]","[44.9929888535302,44.9929888535302,44.9929828535302,44.9929828535302,44.9929888535302,NaN]",700,-93.17470154,44.99301067,-93.17462654,44.99300467
536,"[-93.1746049571159,44.9929767283307;-93.1745299571159,44.9929827283307]","[-93.1746049571159,-93.1745299571159,-93.1745299571159,-93.1746049571159,-93.1746049571159,NaN]","[44.9929827283307,44.9929827283307,44.9929767283307,44.9929767283307,44.9929827283307,NaN]",701,-93.17470154,44.99300467,-93.17462654,44.99299867
537,"[-93.1746041123378,44.9929694528985;-93.1745291123378,44.9929754528985]","[-93.1746041123378,-93.1745291123378,-93.1745291123378,-93.1746041123378,-93.1746041123378,NaN]","[44.9929754528985,44.9929754528985,44.9929694528985,44.9929694528985,44.9929754528985,NaN]",702,-93.17470154,44.99299867,-93.17462654,44.99299267
538,"[-93.1746060587846,44.9929627122863;-93.1745310587846,44.9929687122863]","[-93.1746060587846,-93.1745310587846,-93.1745310587846,-93.1746060587846,-93.1746060587846,NaN]","[44.9929687122863,44.9929687122863,44.9929627122863,44.9929627122863,44.9929687122863,NaN]",703,-93.17470154,44.99299267,-93.17462654,44.99298667
539,"[-93.1746040866874,44.9929563056443;-93.1745290866874,44.9929623056443]","[-93.1746040866874,-93.1745290866874,-93.1745290866874,-93.1746040866874,-93.1746040866874,NaN]","[44.9929623056443,44.9929623056443,44.9929563056443,44.9929563056443,44.9929623056443,NaN]",704,-93.17470154,44.99298667,-93.17462654,44.99298067
540,"[-93.1746046838589,44.9929500944959;-93.1745296838589,44.9929560944959]","[-93.1746046838589,-93.1745296838589,-93.1745296838589,-93.1746046838589,-93.1746046838589,NaN]","[44.9929560944959,44.9929560944959,44.9929500944959,44.9929500944959,44.9929560944959,NaN]",705,-93.17470154,44.99298067,-93.17462654,44.99297467
541,"[-93.1746075002464,44.9929429006614;-93.1745325002464,44.9929489006614]","[-93.1746075002464,-93.1745325002464,-93.1745325002464,-93.1746075002464,-93.1746075002464,NaN]","[44.9929489006614,44.9929489006614,44.9929429006614,44.9929429006614,44.9929489006614,NaN]",706,-93.17470154,44.99297467,-93.17462654,44.99296867
542,"[-93.1746043443271,44.9929356529925;-93.1745293443271,44.9929416529925]","[-93.1746043443271,-93.1745293443271,-93.1745293443271,-93.1746043443271,-93.1746043443271,NaN]","[44.9929416529925,44.9929416529925,44.9929356529925,44.9929356529925,44.9929416529925,NaN]",707,-93.17470154,44.99296867,-93.17462654,44.99296267
543,"[-93.1746026177991,44.9929287042293;-93.1745276177991,44.9929347042293]","[-93.1746026177991,-93.1745276177991,-93.1745276177991,-93.1746026177991,-93.1746026177991,NaN]","[44.9929347042293,44.9929347042293,44.9929287042293,44.9929287042293,44.9929347042293,NaN]",708,-93.17470154,44.99296267,-93.17462654,44.99295667
544,"[-93.1746037245803,44.9929223499500;-93.1745287245803,44.9929283499500]","[-93.1746037245803,-93.1745287245803,-93.1745287245803,-93.1746037245803,-93.1746037245803,NaN]","[44.9929283499500,44.9929283499500,44.9929223499500,44.9929223499500,44.9929283499500,NaN]",709,-93.17470154,44.99295667,-93.17462654,44.99295067
545,"[-93.1746055830321,44.9929145417379;-93.1745305830321,44.9929205417379]","[-93.1746055830321,-93.1745305830321,-93.1745305830321,-93.1746055830321,-93.1746055830321,NaN]","[44.9929205417379,44.9929205417379,44.9929145417379,44.9929145417379,44.9929205417379,NaN]",710,-93.17470154,44.99295067,-93.17462654,44.99294467
546,"[-93.1746072495465,44.9929080912360;-93.1745322495465,44.9929140912359]","[-93.1746072495465,-93.1745322495465,-93.1745322495465,-93.1746072495465,-93.1746072495465,NaN]","[44.9929140912359,44.9929140912359,44.9929080912360,44.9929080912360,44.9929140912359,NaN]",711,-93.17470154,44.99294467,-93.17462654,44.99293867
547,"[-93.1746040215391,44.9929018835608;-93.1745290215391,44.9929078835608]","[-93.1746040215391,-93.1745290215391,-93.1745290215391,-93.1746040215391,-93.1746040215391,NaN]","[44.9929078835608,44.9929078835608,44.9929018835608,44.9929018835608,44.9929078835608,NaN]",712,-93.17470154,44.99293867,-93.17462654,44.99293267
548,"[-93.1746029690032,44.9928957482785;-93.1745279690032,44.9929017482785]","[-93.1746029690032,-93.1745279690032,-93.1745279690032,-93.1746029690032,-93.1746029690032,NaN]","[44.9929017482785,44.9929017482785,44.9928957482785,44.9928957482785,44.9929017482785,NaN]",713,-93.17470154,44.99293267,-93.17462654,44.99292667
549,"[-93.1746067542043,44.9928891975136;-93.1745317542043,44.9928951975136]","[-93.1746067542043,-93.1745317542043,-93.1745317542043,-93.1746067542043,-93.1746067542043,NaN]","[44.9928951975136,44.9928951975136,44.9928891975136,44.9928891975136,44.9928951975136,NaN]",714,-93.17470154,44.99292667,-93.17462654,44.99292067
550,"[-93.1746072088858,44.9928826358768;-93.1745322088858,44.9928886358768]","[-93.1746072088858,-93.1745322088858,-93.1745322088858,-93.1746072088858,-93.1746072088858,NaN]","[44.9928886358768,44.9928886358768,44.9928826358768,44.9928826358768,44.9928886358768,NaN]",715,-93.17470154,44.99292067,-93.17462654,44.99291467
551,"[-93.1746053533670,44.9928761629991;-93.1745303533670,44.9928821629991]","[-93.1746053533670,-93.1745303533670,-93.1745303533670,-93.1746053533670,-93.1746053533670,NaN]","[44.9928821629991,44.9928821629991,44.9928761629991,44.9928761629991,44.9928821629991,NaN]",716,-93.17470154,44.99291467,-93.17462654,44.99290867
552,"[-93.1746033563253,44.9928684447334;-93.1745283563253,44.9928744447334]","[-93.1746033563253,-93.1745283563253,-93.1745283563253,-93.1746033563253,-93.1746033563253,NaN]","[44.9928744447334,44.9928744447334,44.9928684447334,44.9928684447334,44.9928744447334,NaN]",717,-93.17470154,44.99290867,-93.17462654,44.99290267
553,"[-93.1746082656171,44.9928617124953;-93.1745332656171,44.9928677124953]","[-93.1746082656171,-93.1745332656171,-93.1745332656171,-93.1746082656171,-93.1746082656171,NaN]","[44.9928677124953,44.9928677124953,44.9928617124953,44.9928617124953,44.9928677124953,NaN]",718,-93.17470154,44.99290267,-93.17462654,44.99289667
554,"[-93.1746065963761,44.9928550729781;-93.1745315963761,44.9928610729781]","[-93.1746065963761,-93.1745315963761,-93.1745315963761,-93.1746065963761,-93.1746065963761,NaN]","[44.9928610729781,44.9928610729781,44.9928550729781,44.9928550729781,44.9928610729781,NaN]",719,-93.17470154,44.99289667,-93.17462654,44.99289067
555,"[-93.1746040384379,44.9928485231855;-93.1745290384379,44.9928545231855]","[-93.1746040384379,-93.1745290384379,-93.1745290384379,-93.1746040384379,-93.1746040384379,NaN]","[44.9928545231855,44.9928545231855,44.9928485231855,44.9928485231855,44.9928545231855,NaN]",720,-93.17470154,44.99289067,-93.17462654,44.99288467
556,"[-93.1746019318426,44.9928414886815;-93.1745269318426,44.9928474886815]","[-93.1746019318426,-93.1745269318426,-93.1745269318426,-93.1746019318426,-93.1746019318426,NaN]","[44.9928474886815,44.9928474886815,44.9928414886815,44.9928414886815,44.9928474886815,NaN]",721,-93.17470154,44.99288467,-93.17462654,44.99287867
557,"[-93.1746032823742,44.9928354200919;-93.1745282823742,44.9928414200919]","[-93.1746032823742,-93.1745282823742,-93.1745282823742,-93.1746032823742,-93.1746032823742,NaN]","[44.9928414200919,44.9928414200919,44.9928354200919,44.9928354200919,44.9928414200919,NaN]",722,-93.17470154,44.99287867,-93.17462654,44.99287267
558,"[-93.1746046499193,44.9928277262825;-93.1745296499193,44.9928337262825]","[-93.1746046499193,-93.1745296499193,-93.1745296499193,-93.1746046499193,-93.1746046499193,NaN]","[44.9928337262825,44.9928337262825,44.9928277262825,44.9928277262825,44.9928337262825,NaN]",723,-93.17470154,44.99287267,-93.17462654,44.99286667
559,"[-93.1746026482463,44.9928216324319;-93.1745276482463,44.9928276324319]","[-93.1746026482463,-93.1745276482463,-93.1745276482463,-93.1746026482463,-93.1746026482463,NaN]","[44.9928276324319,44.9928276324319,44.9928216324319,44.9928216324319,44.9928276324319,NaN]",724,-93.17470154,44.99286667,-93.17462654,44.99286067
560,"[-93.1746033692524,44.9928142399636;-93.1745283692524,44.9928202399636]","[-93.1746033692524,-93.1745283692524,-93.1745283692524,-93.1746033692524,-93.1746033692524,NaN]","[44.9928202399636,44.9928202399636,44.9928142399636,44.9928142399636,44.9928202399636,NaN]",725,-93.17470154,44.99286067,-93.17462654,44.99285467
561,"[-93.1746057222518,44.9928067251767;-93.1745307222518,44.9928127251767]","[-93.1746057222518,-93.1745307222518,-93.1745307222518,-93.1746057222518,-93.1746057222518,NaN]","[44.9928127251767,44.9928127251767,44.9928067251767,44.9928067251767,44.9928127251767,NaN]",726,-93.17470154,44.99285467,-93.17462654,44.99284867
562,"[-93.1746042318523,44.9928004121980;-93.1745292318523,44.9928064121980]","[-93.1746042318523,-93.1745292318523,-93.1745292318523,-93.1746042318523,-93.1746042318523,NaN]","[44.9928064121980,44.9928064121980,44.9928004121980,44.9928004121980,44.9928064121980,NaN]",727,-93.17470154,44.99284867,-93.17462654,44.99284267
563,"[-93.1746012172432,44.9927939931103;-93.1745262172432,44.9927999931103]","[-93.1746012172432,-93.1745262172432,-93.1745262172432,-93.1746012172432,-93.1746012172432,NaN]","[44.9927999931103,44.9927999931103,44.9927939931103,44.9927939931103,44.9927999931103,NaN]",728,-93.17470154,44.99284267,-93.17462654,44.99283667
564,"[-93.1746031119565,44.9927875690168;-93.1745281119565,44.9927935690168]","[-93.1746031119565,-93.1745281119565,-93.1745281119565,-93.1746031119565,-93.1746031119565,NaN]","[44.9927935690168,44.9927935690168,44.9927875690168,44.9927875690168,44.9927935690168,NaN]",729,-93.17470154,44.99283667,-93.17462654,44.99283067
565,"[-93.1746086438362,44.9927801209050;-93.1745336438362,44.9927861209050]","[-93.1746086438362,-93.1745336438362,-93.1745336438362,-93.1746086438362,-93.1746086438362,NaN]","[44.9927861209050,44.9927861209050,44.9927801209050,44.9927801209050,44.9927861209050,NaN]",730,-93.17470154,44.99283067,-93.17462654,44.99282467
566,"[-93.1746042436837,44.9927733810777;-93.1745292436837,44.9927793810777]","[-93.1746042436837,-93.1745292436837,-93.1745292436837,-93.1746042436837,-93.1746042436837,NaN]","[44.9927793810777,44.9927793810777,44.9927733810777,44.9927733810777,44.9927793810777,NaN]",731,-93.17470154,44.99282467,-93.17462654,44.99281867
567,"[-93.1745998245621,44.9927662771014;-93.1745248245621,44.9927722771014]","[-93.1745998245621,-93.1745248245621,-93.1745248245621,-93.1745998245621,-93.1745998245621,NaN]","[44.9927722771014,44.9927722771014,44.9927662771014,44.9927662771014,44.9927722771014,NaN]",732,-93.17470154,44.99281867,-93.17462654,44.99281267
568,"[-93.1746024984787,44.9927590586378;-93.1745274984787,44.9927650586378]","[-93.1746024984787,-93.1745274984787,-93.1745274984787,-93.1746024984787,-93.1746024984787,NaN]","[44.9927650586378,44.9927650586378,44.9927590586378,44.9927590586378,44.9927650586378,NaN]",733,-93.17470154,44.99281267,-93.17462654,44.99280667
569,"[-93.1746034062220,44.9927527441741;-93.1745284062220,44.9927587441741]","[-93.1746034062220,-93.1745284062220,-93.1745284062220,-93.1746034062220,-93.1746034062220,NaN]","[44.9927587441741,44.9927587441741,44.9927527441741,44.9927527441741,44.9927587441741,NaN]",734,-93.17470154,44.99280667,-93.17462654,44.99280067
570,"[-93.1746034623457,44.9927464229891;-93.1745284623457,44.9927524229891]","[-93.1746034623457,-93.1745284623457,-93.1745284623457,-93.1746034623457,-93.1746034623457,NaN]","[44.9927524229891,44.9927524229891,44.9927464229891,44.9927464229891,44.9927524229891,NaN]",735,-93.17470154,44.99280067,-93.17462654,44.99279467
571,"[-93.1746024976559,44.9927402541117;-93.1745274976559,44.9927462541117]","[-93.1746024976559,-93.1745274976559,-93.1745274976559,-93.1746024976559,-93.1746024976559,NaN]","[44.9927462541117,44.9927462541117,44.9927402541117,44.9927402541117,44.9927462541117,NaN]",736,-93.17470154,44.99279467,-93.17462654,44.99278867
572,"[-93.1746013597956,44.9927338544160;-93.1745263597956,44.9927398544160]","[-93.1746013597956,-93.1745263597956,-93.1745263597956,-93.1746013597956,-93.1746013597956,NaN]","[44.9927398544160,44.9927398544160,44.9927338544160,44.9927338544160,44.9927398544160,NaN]",737,-93.17470154,44.99278867,-93.17462654,44.99278267
573,"[-93.1746071977451,44.9927277509903;-93.1745321977451,44.9927337509903]","[-93.1746071977451,-93.1745321977451,-93.1745321977451,-93.1746071977451,-93.1746071977451,NaN]","[44.9927337509903,44.9927337509903,44.9927277509903,44.9927277509903,44.9927337509903,NaN]",738,-93.17470154,44.99278267,-93.17462654,44.99277667
574,"[-93.1746045415600,44.9927212705299;-93.1745295415600,44.9927272705299]","[-93.1746045415600,-93.1745295415600,-93.1745295415600,-93.1746045415600,-93.1746045415600,NaN]","[44.9927272705299,44.9927272705299,44.9927212705299,44.9927212705299,44.9927272705299,NaN]",739,-93.17470154,44.99277667,-93.17462654,44.99277067
575,"[-93.1746023975978,44.9927148259573;-93.1745273975978,44.9927208259573]","[-93.1746023975978,-93.1745273975978,-93.1745273975978,-93.1746023975978,-93.1746023975978,NaN]","[44.9927208259573,44.9927208259573,44.9927148259573,44.9927148259573,44.9927208259573,NaN]",740,-93.17470154,44.99277067,-93.17462654,44.99276467
576,"[-93.1746037920901,44.9927082293492;-93.1745287920901,44.9927142293492]","[-93.1746037920901,-93.1745287920901,-93.1745287920901,-93.1746037920901,-93.1746037920901,NaN]","[44.9927142293492,44.9927142293492,44.9927082293492,44.9927082293492,44.9927142293492,NaN]",741,-93.17470154,44.99276467,-93.17462654,44.99275867
577,"[-93.1745348596369,44.9930233145915;-93.1744598596369,44.9930293145914]","[-93.1745348596369,-93.1744598596369,-93.1744598596369,-93.1745348596369,-93.1745348596369,NaN]","[44.9930293145914,44.9930293145914,44.9930233145915,44.9930233145915,44.9930293145914,NaN]",757,-93.17462654,44.99304667,-93.17455154,44.99304067
578,"[-93.1745343338585,44.9930173842085;-93.1744593338585,44.9930233842085]","[-93.1745343338585,-93.1744593338585,-93.1744593338585,-93.1745343338585,-93.1745343338585,NaN]","[44.9930233842085,44.9930233842085,44.9930173842085,44.9930173842085,44.9930233842085,NaN]",758,-93.17462654,44.99304067,-93.17455154,44.99303467
579,"[-93.1745322132046,44.9930111068013;-93.1744572132046,44.9930171068013]","[-93.1745322132046,-93.1744572132046,-93.1744572132046,-93.1745322132046,-93.1745322132046,NaN]","[44.9930171068013,44.9930171068013,44.9930111068013,44.9930111068013,44.9930171068013,NaN]",759,-93.17462654,44.99303467,-93.17455154,44.99302867
580,"[-93.1745313960517,44.9930041302615;-93.1744563960517,44.9930101302615]","[-93.1745313960517,-93.1744563960517,-93.1744563960517,-93.1745313960517,-93.1745313960517,NaN]","[44.9930101302615,44.9930101302615,44.9930041302615,44.9930041302615,44.9930101302615,NaN]",760,-93.17462654,44.99302867,-93.17455154,44.99302267
581,"[-93.1745320754137,44.9929980609153;-93.1744570754137,44.9930040609153]","[-93.1745320754137,-93.1744570754137,-93.1744570754137,-93.1745320754137,-93.1745320754137,NaN]","[44.9930040609153,44.9930040609153,44.9929980609153,44.9929980609153,44.9930040609153,NaN]",761,-93.17462654,44.99302267,-93.17455154,44.99301667
582,"[-93.1745342272053,44.9929909946673;-93.1744592272053,44.9929969946673]","[-93.1745342272053,-93.1744592272053,-93.1744592272053,-93.1745342272053,-93.1745342272053,NaN]","[44.9929969946673,44.9929969946673,44.9929909946673,44.9929909946673,44.9929969946673,NaN]",762,-93.17462654,44.99301667,-93.17455154,44.99301067
583,"[-93.1745329885725,44.9929837670036;-93.1744579885725,44.9929897670036]","[-93.1745329885725,-93.1744579885725,-93.1744579885725,-93.1745329885725,-93.1745329885725,NaN]","[44.9929897670036,44.9929897670036,44.9929837670036,44.9929837670036,44.9929897670036,NaN]",763,-93.17462654,44.99301067,-93.17455154,44.99300467
584,"[-93.1745322360405,44.9929772175509;-93.1744572360405,44.9929832175509]","[-93.1745322360405,-93.1744572360405,-93.1744572360405,-93.1745322360405,-93.1745322360405,NaN]","[44.9929832175509,44.9929832175509,44.9929772175509,44.9929772175509,44.9929832175509,NaN]",764,-93.17462654,44.99300467,-93.17455154,44.99299867
585,"[-93.1745372515926,44.9929691123455;-93.1744622515926,44.9929751123455]","[-93.1745372515926,-93.1744622515926,-93.1744622515926,-93.1745372515926,-93.1745372515926,NaN]","[44.9929751123455,44.9929751123455,44.9929691123455,44.9929691123455,44.9929751123455,NaN]",765,-93.17462654,44.99299867,-93.17455154,44.99299267
586,"[-93.1745357173009,44.9929629618630;-93.1744607173009,44.9929689618630]","[-93.1745357173009,-93.1744607173009,-93.1744607173009,-93.1745357173009,-93.1745357173009,NaN]","[44.9929689618630,44.9929689618630,44.9929629618630,44.9929629618630,44.9929689618630,NaN]",766,-93.17462654,44.99299267,-93.17455154,44.99298667
587,"[-93.1745342377600,44.9929565714222;-93.1744592377600,44.9929625714222]","[-93.1745342377600,-93.1744592377600,-93.1744592377600,-93.1745342377600,-93.1745342377600,NaN]","[44.9929625714222,44.9929625714222,44.9929565714222,44.9929565714222,44.9929625714222,NaN]",767,-93.17462654,44.99298667,-93.17455154,44.99298067
588,"[-93.1745338097440,44.9929490623276;-93.1744588097440,44.9929550623276]","[-93.1745338097440,-93.1744588097440,-93.1744588097440,-93.1745338097440,-93.1745338097440,NaN]","[44.9929550623276,44.9929550623276,44.9929490623276,44.9929490623276,44.9929550623276,NaN]",768,-93.17462654,44.99298067,-93.17455154,44.99297467
589,"[-93.1745355144938,44.9929405373812;-93.1744605144938,44.9929465373812]","[-93.1745355144938,-93.1744605144938,-93.1744605144938,-93.1745355144938,-93.1745355144938,NaN]","[44.9929465373812,44.9929465373812,44.9929405373812,44.9929405373812,44.9929465373812,NaN]",769,-93.17462654,44.99297467,-93.17455154,44.99296867
590,"[-93.1745324128894,44.9929336222956;-93.1744574128894,44.9929396222956]","[-93.1745324128894,-93.1744574128894,-93.1744574128894,-93.1745324128894,-93.1745324128894,NaN]","[44.9929396222956,44.9929396222956,44.9929336222956,44.9929336222956,44.9929396222956,NaN]",770,-93.17462654,44.99296867,-93.17455154,44.99296267
