"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"2018-04-15","28.0","20.0","1.00","13.00","M"
"2018-04-16","26.0","21.0","0.31","2.80","14.00"
"2018-04-17","35.0","21.0","0.00","0.00","10.00"
"2018-04-18","41.0","24.0","0.00","0.00","8.00"
"2018-04-19","40.0","24.0","0.00","0.00","7.00"
"2018-04-20","50.0","26.0","0.00","0.00","5.00"
"2018-04-21","52.0","29.0","0.00","0.00","2.00"
"2018-04-22","59.0","33.0","0.00","0.00","T"
"2018-04-23","62.0","38.0","0.00","0.00","T"
"2018-04-24","67.0","41.0","0.00","0.00","0.00"
"2018-04-25","60.0","33.0","0.00","0.00","0.00"
"2018-04-26","58.0","34.0","0.00","0.00","0.00"
"2018-04-27","62.0","39.0","0.00","0.00","0.00"
"2018-04-28","59.0","35.0","0.00","0.00","0.00"
"2018-04-29","55.0","37.0","0.00","0.00","0.00"
"2018-04-30","67.0","42.0","0.00","0.00","0.00"
"2018-05-01","81.0","51.0","0.02","0.00","0.00"
"2018-05-02","68.0","46.0","0.23","0.00","0.00"
"2018-05-03","66.0","47.0","0.00","0.00","0.00"
"2018-05-04","73.0","52.0","0.00","0.00","0.00"
"2018-05-05","76.0","51.0","0.00","0.00","0.00"
"2018-05-06","80.0","50.0","0.04","0.00","0.00"
"2018-05-07","74.0","52.0","0.00","0.00","0.00"
"2018-05-08","85.0","62.0","0.00","0.00","0.00"
"2018-05-09","69.0","50.0","0.36","0.00","0.00"
"2018-05-10","63.0","42.0","0.02","0.00","0.00"
"2018-05-11","58.0","43.0","0.00","0.00","0.00"
"2018-05-12","50.0","43.0","0.00","0.00","0.00"
"2018-05-13","60.0","40.0","0.01","0.00","0.00"
"2018-05-14","70.0","50.0","0.00","0.00","0.00"
"2018-05-15","73.0","51.0","0.32","0.00","0.00"
"2018-05-16","75.0","55.0","0.00","0.00","0.00"
"2018-05-17","86.0","56.0","0.00","0.00","0.00"
"2018-05-18","83.0","55.0","0.00","0.00","0.00"
"2018-05-19","83.0","55.0","T","0.00","0.00"
"2018-05-20","61.0","42.0","0.00","0.00","0.00"
"2018-05-21","71.0","45.0","0.00","0.00","0.00"
"2018-05-22","69.0","54.0","0.00","0.00","0.00"
"2018-05-23","74.0","59.0","0.00","0.00","0.00"
"2018-05-24","82.0","65.0","0.00","0.00","0.00"
"2018-05-25","90.0","62.0","1.20","0.00","0.00"
"2018-05-26","88.0","67.0","0.00","0.00","0.00"
"2018-05-27","92.0","66.0","0.00","0.00","0.00"
"2018-05-28","90.0","75.0","0.00","0.00","0.00"
"2018-05-29","100.0","71.0","0.06","0.00","0.00"
"2018-05-30","93.0","68.0","1.23","0.00","0.00"
"2018-05-31","74.0","64.0","0.03","0.00","0.00"
"2018-06-01","85.0","66.0","0.00","0.00","0.00"
"2018-06-02","81.0","62.0","0.00","0.00","0.00"
"2018-06-03","70.0","59.0","0.24","0.00","0.00"
"2018-06-04","69.0","52.0","0.00","0.00","0.00"
"2018-06-05","86.0","60.0","0.00","0.00","0.00"
"2018-06-06","80.0","61.0","0.25","0.00","0.00"
"2018-06-07","78.0","59.0","0.02","0.00","0.00"
"2018-06-08","78.0","62.0","0.00","0.00","0.00"
"2018-06-09","74.0","63.0","0.00","0.00","0.00"
"2018-06-10","72.0","64.0","0.28","0.00","0.00"
"2018-06-11","77.0","64.0","0.00","0.00","0.00"
"2018-06-12","73.0","66.0","0.04","0.00","0.00"
"2018-06-13","81.0","58.0","0.00","0.00","0.00"
"2018-06-14","80.0","64.0","0.00","0.00","0.00"
"2018-06-15","81.0","68.0","0.00","0.00","0.00"
"2018-06-16","94.0","71.0","0.79","0.00","0.00"
"2018-06-17","87.0","71.0","0.41","0.00","0.00"
"2018-06-18","90.0","70.0","0.88","0.00","0.00"
"2018-06-19","79.0","66.0","0.30","0.00","0.00"
"2018-06-20","72.0","65.0","0.14","0.00","0.00"
"2018-06-21","80.0","68.0","0.00","0.00","0.00"
"2018-06-22","79.0","64.0","0.00","0.00","0.00"
"2018-06-23","83.0","64.0","0.00","0.00","0.00"
"2018-06-24","84.0","66.0","0.00","0.00","0.00"
"2018-06-25","82.0","68.0","0.00","0.00","0.00"
"2018-06-26","84.0","66.0","1.29","0.00","0.00"
"2018-06-27","72.0","67.0","0.00","0.00","0.00"
"2018-06-28","82.0","68.0","0.00","0.00","0.00"
"2018-06-29","88.0","76.0","0.00","0.00","0.00"
"2018-06-30","99.0","80.0","0.00","0.00","0.00"
"2018-07-01","89.0","73.0","T","0.00","0.00"
"2018-07-02","77.0","65.0","1.24","0.00","0.00"
"2018-07-03","90.0","75.0","T","0.00","0.00"
"2018-07-04","89.0","75.0","0.04","0.00","0.00"
"2018-07-05","85.0","75.0","0.35","0.00","0.00"
"2018-07-06","84.0","68.0","0.00","0.00","0.00"
"2018-07-07","85.0","72.0","0.00","0.00","0.00"
"2018-07-08","88.0","74.0","0.00","0.00","0.00"
"2018-07-09","92.0","76.0","0.00","0.00","0.00"
"2018-07-10","91.0","70.0","0.00","0.00","0.00"
"2018-07-11","88.0","73.0","T","0.00","0.00"
"2018-07-12","91.0","77.0","0.01","0.00","0.00"
"2018-07-13","95.0","75.0","1.52","0.00","0.00"
"2018-07-14","84.0","71.0","0.06","0.00","0.00"
"2018-07-15","89.0","72.0","0.00","0.00","0.00"
"2018-07-16","89.0","66.0","0.00","0.00","0.00"
"2018-07-17","86.0","66.0","0.00","0.00","0.00"
"2018-07-18","82.0","64.0","0.00","0.00","0.00"
"2018-07-19","84.0","71.0","0.00","0.00","0.00"
"2018-07-20","75.0","67.0","0.25","0.00","0.00"
"2018-07-21","82.0","65.0","0.42","0.00","0.00"
"2018-07-22","83.0","66.0","0.00","0.00","0.00"
"2018-07-23","83.0","65.0","0.00","0.00","0.00"
"2018-07-24","85.0","63.0","0.00","0.00","0.00"
"2018-07-25","85.0","67.0","0.00","0.00","0.00"
"2018-07-26","83.0","62.0","0.08","0.00","0.00"
"2018-07-27","72.0","60.0","0.01","0.00","0.00"
"2018-07-28","79.0","57.0","0.00","0.00","0.00"
"2018-07-29","82.0","60.0","0.09","0.00","0.00"
"2018-07-30","84.0","61.0","0.00","0.00","0.00"
"2018-07-31","85.0","62.0","0.00","0.00","0.00"
"2018-08-01","87.0","68.0","0.08","0.00","0.00"
"2018-08-02","80.0","58.0","0.04","0.00","0.00"
"2018-08-03","74.0","59.0","0.00","0.00","0.00"
"2018-08-04","84.0","66.0","0.78","0.00","0.00"
"2018-08-05","79.0","73.0","0.04","0.00","0.00"
"2018-08-06","87.0","69.0","0.00","0.00","0.00"
"2018-08-07","84.0","67.0","0.00","0.00","0.00"
"2018-08-08","82.0","67.0","0.02","0.00","0.00"
"2018-08-09","89.0","71.0","0.00","0.00","0.00"
"2018-08-10","88.0","62.0","0.00","0.00","0.00"
"2018-08-11","87.0","69.0","0.00","0.00","0.00"
"2018-08-12","89.0","66.0","0.00","0.00","0.00"
"2018-08-13","89.0","73.0","0.00","0.00","0.00"
"2018-08-14","91.0","75.0","0.00","0.00","0.00"
"2018-08-15","91.0","68.0","0.00","0.00","0.00"
"2018-08-16","85.0","66.0","0.00","0.00","0.00"
"2018-08-17","86.0","68.0","0.00","0.00","0.00"
"2018-08-18","84.0","67.0","0.00","0.00","0.00"
"2018-08-19","86.0","64.0","0.00","0.00","0.00"
"2018-08-20","86.0","72.0","0.08","0.00","0.00"
"2018-08-21","80.0","67.0","0.05","0.00","0.00"
"2018-08-22","75.0","58.0","0.00","0.00","0.00"
"2018-08-23","83.0","54.0","0.00","0.00","0.00"
"2018-08-24","82.0","67.0","0.10","0.00","0.00"
"2018-08-25","71.0","65.0","1.25","T","0.00"
"2018-08-26","81.0","68.0","0.00","0.00","0.00"
"2018-08-27","87.0","71.0","0.02","0.00","0.00"
"2018-08-28","85.0","65.0","0.18","0.00","0.00"
"2018-08-29","68.0","55.0","0.22","0.00","0.00"
"2018-08-30","75.0","56.0","0.00","0.00","0.00"
"2018-08-31","78.0","61.0","0.05","0.00","0.00"
"2018-09-01","86.0","72.0","0.00","0.00","0.00"
"2018-09-02","89.0","74.0","0.00","0.00","0.00"
"2018-09-03","83.0","69.0","0.27","0.00","0.00"
"2018-09-04","79.0","70.0","0.03","0.00","0.00"
"2018-09-05","78.0","68.0","1.77","0.00","0.00"
"2018-09-06","75.0","55.0","0.00","0.00","0.00"
"2018-09-07","76.0","58.0","0.00","0.00","0.00"
"2018-09-08","78.0","58.0","0.00","0.00","0.00"
"2018-09-09","76.0","51.0","0.00","0.00","0.00"
"2018-09-10","76.0","57.0","0.00","0.00","0.00"
"2018-09-11","81.0","59.0","0.00","0.00","0.00"
"2018-09-12","85.0","67.0","0.00","0.00","0.00"
"2018-09-13","86.0","67.0","0.00","0.00","0.00"
"2018-09-14","87.0","68.0","0.00","0.00","0.00"
"2018-09-15","88.0","74.0","0.00","0.00","0.00"
"2018-09-16","93.0","72.0","0.00","0.00","0.00"
"2018-09-17","91.0","74.0","0.00","0.00","0.00"
"2018-09-18","79.0","63.0","1.09","T","0.00"
"2018-09-19","66.0","63.0","0.04","0.00","0.00"
"2018-09-20","67.0","61.0","0.24","0.00","0.00"
"2018-09-21","70.0","58.0","3.37","0.00","0.00"
"2018-09-22","62.0","48.0","0.00","0.00","0.00"
"2018-09-23","70.0","52.0","0.00","0.00","0.00"
"2018-09-24","78.0","37.0","0.00","0.00","0.00"
"2018-09-25","78.0","56.0","0.28","0.00","0.00"
"2018-09-26","58.0","45.0","0.10","0.00","0.00"
"2018-09-27","63.0","48.0","0.00","0.00","0.00"
"2018-09-28","61.0","43.0","T","0.00","0.00"
"2018-09-29","55.0","34.0","0.00","0.00","0.00"
"2018-09-30","46.0","38.0","0.00","0.00","0.00"
"2018-10-01","53.0","42.0","0.01","0.00","0.00"
"2018-10-02","49.0","45.0","0.26","0.00","0.00"
"2018-10-03","58.0","48.0","0.03","0.00","0.00"
"2018-10-04","78.0","36.0","0.68","0.00","0.00"
"2018-10-05","48.0","37.0","0.26","0.00","0.00"
"2018-10-06","51.0","43.0","0.03","0.00","0.00"
"2018-10-07","47.0","42.0","0.00","0.00","0.00"
"2018-10-08","52.0","45.0","0.12","0.00","0.00"
"2018-10-09","54.0","48.0","0.33","0.00","0.00"
"2018-10-10","50.0","45.0","1.26","0.00","0.00"
"2018-10-11","53.0","37.0","0.00","0.00","0.00"
"2018-10-12","40.0","33.0","0.00","0.00","0.00"
"2018-10-13","47.0","34.0","0.00","0.00","0.00"
"2018-10-14","56.0","37.0","0.00","0.00","0.00"
"2018-10-15","40.0","32.0","0.06","1.00","0.00"
"2018-10-16","43.0","32.0","0.00","0.00","0.00"
"2018-10-17","53.0","32.0","0.00","0.00","0.00"
"2018-10-18","47.0","29.0","0.00","0.00","0.00"
"2018-10-19","69.0","35.0","0.00","0.00","0.00"
"2018-10-20","63.0","33.0","0.00","0.00","0.00"
"2018-10-21","41.0","26.0","T","T","0.00"
"2018-10-22","56.0","27.0","0.00","0.00","0.00"
"2018-10-23","58.0","29.0","0.00","0.00","0.00"
"2018-10-24","46.0","27.0","0.00","0.00","0.00"
"2018-10-25","51.0","29.0","0.00","0.00","0.00"
"2018-10-26","52.0","43.0","0.00","0.00","0.00"
"2018-10-27","47.0","42.0","0.13","0.00","0.00"
"2018-10-28","51.0","43.0","0.21","0.00","0.00"
"2018-10-29","53.0","34.0","0.00","0.00","0.00"
"2018-10-30","45.0","38.0","0.02","0.00","0.00"
"2018-10-31","51.0","36.0","0.00","0.00","0.00"
"2018-11-01","51.0","32.0","0.00","0.00","0.00"
"2018-11-02","49.0","31.0","0.00","0.00","0.00"
"2018-11-03","44.0","31.0","0.00","0.00","0.00"
"2018-11-04","44.0","34.0","0.10","0.00","0.00"
"2018-11-05","36.0","34.0","0.17","T","0.00"
"2018-11-06","42.0","35.0","0.57","0.00","0.00"
"2018-11-07","40.0","27.0","0.04","0.30","T"
"2018-11-08","30.0","21.0","0.00","0.00","0.00"
"2018-11-09","25.0","17.0","0.13","2.30","2.00"
"2018-11-10","21.0","5.0","T","T","1.00"
"2018-11-11","25.0","6.0","T","T","1.00"
"2018-11-12","27.0","17.0","T","T","1.00"
"2018-11-13","19.0","5.0","T","T","1.00"
"2018-11-14","20.0","5.0","0.00","0.00","T"
"2018-11-15","41.0","16.0","0.00","0.00","0.00"
"2018-11-16","42.0","27.0","0.01","0.00","0.00"
"2018-11-17","30.0","20.0","T","T","0.00"
"2018-11-18","26.0","6.0","0.00","0.00","0.00"
"2018-11-19","26.0","6.0","T","T","0.00"
"2018-11-20","25.0","13.0","T","T","T"
"2018-11-21","31.0","12.0","T","T","0.00"
"2018-11-22","26.0","20.0","T","T","0.00"
"2018-11-23","39.0","26.0","0.00","0.00","0.00"
"2018-11-24","44.0","36.0","0.27","0.00","0.00"
"2018-11-25","36.0","22.0","0.00","0.00","0.00"
"2018-11-26","26.0","13.0","T","T","0.00"
"2018-11-27","22.0","10.0","T","T","0.00"
"2018-11-28","23.0","11.0","0.00","0.00","0.00"
"2018-11-29","25.0","15.0","0.12","1.90","2.00"
"2018-11-30","29.0","23.0","0.00","0.00","1.00"
"2018-12-01","29.0","25.0","0.00","0.00","2.00"
"2018-12-02","32.0","25.0","0.15","2.10","3.00"
"2018-12-03","30.0","24.0","T","T","3.00"
"2018-12-04","25.0","20.0","T","0.10","3.00"
"2018-12-05","25.0","19.0","T","T","3.00"
"2018-12-06","27.0","16.0","0.01","0.10","2.00"
"2018-12-07","17.0","4.0","T","0.10","2.00"
"2018-12-08","23.0","8.0","0.00","0.00","2.00"
"2018-12-09","24.0","11.0","0.00","0.00","2.00"
"2018-12-10","28.0","11.0","T","0.00","2.00"
"2018-12-11","23.0","9.0","T","T","2.00"
"2018-12-12","25.0","10.0","T","0.00","2.00"
"2018-12-13","27.0","22.0","T","T","2.00"
"2018-12-14","30.0","22.0","0.00","0.00","2.00"
"2018-12-15","39.0","19.0","0.00","0.00","2.00"
"2018-12-16","42.0","22.0","0.00","0.00","2.00"
"2018-12-17","43.0","22.0","0.00","0.00","1.00"
"2018-12-18","36.0","21.0","0.00","0.00","T"
"2018-12-19","42.0","25.0","0.00","0.00","T"
"2018-12-20","40.0","32.0","T","0.00","T"
"2018-12-21","35.0","21.0","0.00","0.00","T"
"2018-12-22","24.0","21.0","0.00","0.00","T"
"2018-12-23","30.0","24.0","0.03","0.50","1.00"
"2018-12-24","25.0","12.0","T","T","1.00"
"2018-12-25","25.0","12.0","0.00","0.00","1.00"
"2018-12-26","26.0","17.0","0.00","0.00","T"
"2018-12-27","35.0","20.0","0.45","2.30","2.00"
"2018-12-28","35.0","22.0","0.68","0.50","T"
"2018-12-29","22.0","9.0","0.00","0.00","T"
"2018-12-30","19.0","9.0","T","0.30","T"
"2018-12-31","30.0","19.0","0.00","0.00","T"
