"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"2020-03-30","47.0","31.0","0.01","0.00","0.00"
"2020-03-31","45.0","32.0","0.00","0.00","0.00"
"2020-04-01","52.0","33.0","0.00","0.00","0.00"
"2020-04-02","54.0","35.0","0.00","0.00","0.00"
"2020-04-03","60.0","25.0","0.15","0.00","0.00"
"2020-04-04","28.0","18.0","0.00","0.00","0.00"
"2020-04-05","43.0","19.0","0.01","0.00","0.00"
"2020-04-06","57.0","31.0","0.00","0.00","0.00"
"2020-04-07","58.0","43.0","0.02","0.00","0.00"
"2020-04-08","68.0","43.0","0.00","0.00","0.00"
"2020-04-09","55.0","31.0","0.00","0.00","0.00"
"2020-04-10","40.0","26.0","T","T","0.00"
"2020-04-11","48.0","30.0","0.00","0.00","0.00"
"2020-04-12","59.0","29.0","0.00","0.00","0.00"
"2020-04-13","31.0","21.0","0.30","5.00","2.00"
"2020-04-14","32.0","20.0","0.01","T","T"
"2020-04-15","29.0","16.0","0.01","0.10","0.00"
"2020-04-16","33.0","21.0","0.00","0.00","0.00"
"2020-04-17","45.0","28.0","0.00","0.00","0.00"
"2020-04-18","48.0","32.0","0.00","0.00","0.00"
"2020-04-19","65.0","34.0","0.00","0.00","0.00"
"2020-04-20","49.0","35.0","0.00","0.00","0.00"
"2020-04-21","58.0","27.0","0.00","0.00","0.00"
"2020-04-22","47.0","31.0","0.00","0.00","0.00"
"2020-04-23","65.0","35.0","0.00","0.00","0.00"
"2020-04-24","57.0","38.0","0.00","0.00","0.00"
"2020-04-25","66.0","39.0","0.00","0.00","0.00"
"2020-04-26","69.0","43.0","0.00","0.00","0.00"
"2020-04-27","68.0","46.0","0.08","0.00","0.00"
"2020-04-28","73.0","50.0","0.00","0.00","0.00"
"2020-04-29","51.0","40.0","1.09","0.00","0.00"
"2020-04-30","61.0","41.0","0.00","0.00","0.00"
"2020-05-01","67.0","46.0","0.00","0.00","0.00"
"2020-05-02","76.0","54.0","0.00","0.00","0.00"
"2020-05-03","74.0","46.0","0.00","0.00","0.00"
"2020-05-04","65.0","38.0","0.00","0.00","0.00"
"2020-05-05","59.0","42.0","0.00","0.00","0.00"
"2020-05-06","58.0","45.0","0.00","0.00","0.00"
"2020-05-07","66.0","42.0","0.00","0.00","0.00"
"2020-05-08","58.0","33.0","0.00","0.00","0.00"
"2020-05-09","48.0","30.0","0.00","0.00","0.00"
"2020-05-10","58.0","37.0","0.16","0.00","0.00"
"2020-05-11","46.0","37.0","0.00","0.00","0.00"
"2020-05-12","54.0","31.0","0.00","0.00","0.00"
"2020-05-13","57.0","40.0","0.00","0.00","0.00"
"2020-05-14","61.0","49.0","0.07","0.00","0.00"
"2020-05-15","72.0","45.0","0.00","0.00","0.00"
"2020-05-16","69.0","49.0","0.00","0.00","0.00"
"2020-05-17","62.0","47.0","1.72","0.00","0.00"
"2020-05-18","52.0","48.0","0.95","0.00","0.00"
"2020-05-19","64.0","50.0","0.00","0.00","0.00"
"2020-05-20","69.0","52.0","0.00","0.00","0.00"
"2020-05-21","70.0","52.0","0.00","0.00","0.00"
"2020-05-22","76.0","57.0","0.00","0.00","0.00"
"2020-05-23","65.0","56.0","0.16","0.00","0.00"
"2020-05-24","65.0","58.0","0.10","0.00","0.00"
"2020-05-25","71.0","56.0","0.02","0.00","0.00"
"2020-05-26","77.0","60.0","0.06","0.00","0.00"
"2020-05-27","77.0","64.0","1.19","0.00","0.00"
"2020-05-28","80.0","63.0","0.00","0.00","0.00"
"2020-05-29","77.0","60.0","0.00","0.00","0.00"
"2020-05-30","77.0","54.0","0.00","0.00","0.00"
"2020-05-31","64.0","48.0","0.00","0.00","0.00"
"2020-06-01","76.0","55.0","0.00","0.00","0.00"
"2020-06-02","89.0","63.0","0.00","0.00","0.00"
"2020-06-03","89.0","62.0","0.50","0.00","0.00"
"2020-06-04","80.0","59.0","0.00","0.00","0.00"
"2020-06-05","83.0","57.0","0.17","0.00","0.00"
"2020-06-06","79.0","54.0","0.01","0.00","0.00"
"2020-06-07","75.0","60.0","0.30","0.00","0.00"
"2020-06-08","84.0","64.0","0.00","0.00","0.00"
"2020-06-09","94.0","68.0","0.00","0.00","0.00"
"2020-06-10","82.0","56.0","0.17","0.00","0.00"
"2020-06-11","69.0","55.0","0.00","0.00","0.00"
"2020-06-12","76.0","55.0","0.00","0.00","0.00"
"2020-06-13","74.0","49.0","0.00","0.00","0.00"
"2020-06-14","70.0","52.0","0.00","0.00","0.00"
"2020-06-15","76.0","56.0","0.00","0.00","0.00"
"2020-06-16","87.0","63.0","0.00","0.00","0.00"
"2020-06-17","89.0","64.0","0.00","0.00","0.00"
"2020-06-18","88.0","69.0","T","0.00","0.00"
"2020-06-19","83.0","62.0","0.74","0.00","0.00"
"2020-06-20","74.0","60.0","0.00","0.00","0.00"
"2020-06-21","72.0","58.0","0.02","0.00","0.00"
"2020-06-22","83.0","59.0","0.16","0.00","0.00"
"2020-06-23","72.0","56.0","0.00","0.00","0.00"
"2020-06-24","74.0","54.0","0.08","0.00","0.00"
"2020-06-25","77.0","56.0","0.00","0.00","0.00"
"2020-06-26","84.0","67.0","0.00","0.00","0.00"
"2020-06-27","85.0","61.0","0.00","0.00","0.00"
"2020-06-28","85.0","64.0","0.00","0.00","0.00"
"2020-06-29","85.0","65.0","1.15","0.00","0.00"
"2020-06-30","81.0","66.0","0.85","0.00","0.00"
"2020-07-01","86.0","71.0","0.00","0.00","0.00"
"2020-07-02","87.0","71.0","0.00","0.00","0.00"
"2020-07-03","89.0","67.0","0.00","0.00","0.00"
"2020-07-04","89.0","68.0","0.00","0.00","0.00"
"2020-07-05","89.0","69.0","0.00","0.00","0.00"
"2020-07-06","89.0","72.0","0.09","0.00","0.00"
"2020-07-07","85.0","66.0","0.02","0.00","0.00"
"2020-07-08","86.0","70.0","0.11","0.00","0.00"
"2020-07-09","91.0","70.0","0.15","0.00","0.00"
"2020-07-10","78.0","64.0","0.00","0.00","0.00"
"2020-07-11","82.0","66.0","0.00","0.00","0.00"
"2020-07-12","82.0","62.0","0.00","0.00","0.00"
"2020-07-13","81.0","64.0","0.00","0.00","0.00"
"2020-07-14","84.0","70.0","0.26","0.00","0.00"
"2020-07-15","73.0","55.0","0.18","0.00","0.00"
"2020-07-16","80.0","57.0","0.00","0.00","0.00"
"2020-07-17","83.0","66.0","0.00","0.00","0.00"
"2020-07-18","89.0","67.0","0.29","0.00","0.00"
"2020-07-19","89.0","66.0","0.06","0.00","0.00"
"2020-07-20","80.0","60.0","0.00","0.00","0.00"
"2020-07-21","80.0","63.0","0.24","0.00","0.00"
"2020-07-22","79.0","56.0","0.15","0.00","0.00"
"2020-07-23","67.0","54.0","0.00","0.00","0.00"
"2020-07-24","79.0","62.0","0.00","0.00","0.00"
"2020-07-25","91.0","71.0","0.00","0.00","0.00"
"2020-07-26","87.0","68.0","0.50","0.00","0.00"
"2020-07-27","84.0","61.0","0.06","0.00","0.00"
"2020-07-28","81.0","65.0","0.09","0.00","0.00"
"2020-07-29","82.0","59.0","0.00","0.00","0.00"
"2020-07-30","82.0","58.0","0.00","0.00","0.00"
"2020-07-31","80.0","56.0","0.00","0.00","0.00"
"2020-08-01","83.0","60.0","0.00","0.00","0.00"
"2020-08-02","80.0","60.0","T","0.00","0.00"
"2020-08-03","71.0","52.0","0.00","0.00","0.00"
"2020-08-04","72.0","49.0","0.00","0.00","0.00"
"2020-08-05","77.0","55.0","0.00","0.00","0.00"
"2020-08-06","76.0","58.0","0.00","0.00","0.00"
"2020-08-07","78.0","64.0","0.00","0.00","0.00"
"2020-08-08","80.0","67.0","0.00","0.00","0.00"
"2020-08-09","81.0","65.0","0.01","0.00","0.00"
"2020-08-10","85.0","64.0","1.15","0.00","0.00"
"2020-08-11","77.0","57.0","0.00","0.00","0.00"
"2020-08-12","82.0","62.0","0.00","0.00","0.00"
"2020-08-13","70.0","63.0","0.44","0.00","0.00"
"2020-08-14","87.0","69.0","0.00","0.00","0.00"
"2020-08-15","84.0","56.0","0.90","0.00","0.00"
"2020-08-16","76.0","59.0","0.00","0.00","0.00"
"2020-08-17","82.0","63.0","0.05","0.00","0.00"
"2020-08-18","75.0","53.0","0.00","0.00","0.00"
"2020-08-19","79.0","60.0","0.00","0.00","0.00"
"2020-08-20","82.0","65.0","0.00","0.00","0.00"
"2020-08-21","83.0","67.0","0.05","0.00","0.00"
"2020-08-22","87.0","65.0","0.29","0.00","0.00"
"2020-08-23","84.0","65.0","0.00","0.00","0.00"
"2020-08-24","89.0","69.0","0.01","0.00","0.00"
"2020-08-25","87.0","69.0","0.03","0.00","0.00"
"2020-08-26","87.0","72.0","0.00","0.00","0.00"
"2020-08-27","90.0","70.0","0.00","0.00","0.00"
"2020-08-28","86.0","64.0","0.36","0.00","0.00"
"2020-08-29","80.0","56.0","0.05","0.00","0.00"
"2020-08-30","76.0","54.0","0.00","0.00","0.00"
"2020-08-31","75.0","58.0","0.36","0.00","0.00"
"2020-09-01","72.0","55.0","0.08","0.00","0.00"
"2020-09-02","71.0","54.0","0.00","0.00","0.00"
"2020-09-03","80.0","57.0","0.00","0.00","0.00"
"2020-09-04","68.0","50.0","0.00","0.00","0.00"
"2020-09-05","73.0","51.0","0.00","0.00","0.00"
"2020-09-06","77.0","56.0","0.18","0.00","0.00"
"2020-09-07","80.0","50.0","0.00","0.00","0.00"
"2020-09-08","56.0","43.0","0.23","0.00","0.00"
"2020-09-09","50.0","43.0","0.00","0.00","0.00"
"2020-09-10","48.0","34.0","0.15","0.00","0.00"
"2020-09-11","60.0","36.0","0.00","0.00","0.00"
"2020-09-12","59.0","45.0","0.16","0.00","0.00"
"2020-09-13","64.0","51.0","0.01","0.00","0.00"
"2020-09-14","71.0","52.0","0.00","0.00","0.00"
"2020-09-15","78.0","55.0","0.00","0.00","0.00"
"2020-09-16","79.0","59.0","0.00","0.00","0.00"
"2020-09-17","68.0","41.0","0.00","0.00","0.00"
"2020-09-18","55.0","35.0","0.00","0.00","0.00"
"2020-09-19","61.0","40.0","0.00","0.00","0.00"
"2020-09-20","70.0","47.0","0.00","0.00","0.00"
"2020-09-21","73.0","53.0","0.00","0.00","0.00"
"2020-09-22","76.0","57.0","0.00","0.00","0.00"
"2020-09-23","82.0","59.0","0.00","0.00","0.00"
"2020-09-24","83.0","58.0","0.13","0.00","0.00"
"2020-09-25","74.0","58.0","0.00","0.00","0.00"
"2020-09-26","84.0","57.0","0.00","0.00","0.00"
"2020-09-27","69.0","53.0","0.02","0.00","0.00"
"2020-09-28","66.0","48.0","0.05","0.00","0.00"
"2020-09-29","55.0","47.0","0.04","0.00","0.00"
"2020-09-30","63.0","46.0","0.00","0.00","0.00"
"2020-10-01","62.0","45.0","0.13","0.00","0.00"
"2020-10-02","53.0","34.0","0.01","0.00","0.00"
"2020-10-03","49.0","35.0","0.00","0.00","0.00"
"2020-10-04","50.0","29.0","0.00","0.00","0.00"
"2020-10-05","55.0","34.0","0.00","0.00","0.00"
"2020-10-06","69.0","47.0","0.00","0.00","0.00"
"2020-10-07","79.0","48.0","T","0.00","0.00"
"2020-10-08","69.0","38.0","0.00","0.00","0.00"
"2020-10-09","65.0","42.0","0.00","0.00","0.00"
"2020-10-10","78.0","48.0","0.00","0.00","0.00"
"2020-10-11","63.0","45.0","0.00","0.00","0.00"
"2020-10-12","66.0","46.0","0.98","0.00","0.00"
"2020-10-13","62.0","48.0","0.03","0.00","0.00"
"2020-10-14","60.0","46.0","0.03","0.00","0.00"
"2020-10-15","60.0","32.0","0.05","0.00","0.00"
"2020-10-16","48.0","32.0","0.00","0.00","0.00"
"2020-10-17","42.0","32.0","0.04","T","0.00"
"2020-10-18","51.0","27.0","0.00","0.00","0.00"
"2020-10-19","33.0","25.0","0.00","0.00","0.00"
"2020-10-20","33.0","27.0","0.01","T","0.00"
"2020-10-21","34.0","29.0","0.60","7.00","6.00"
"2020-10-22","34.0","29.0","0.04","0.00","6.00"
"2020-10-23","33.0","31.0","0.18","0.20","2.00"
"2020-10-24","35.0","22.0","0.07","T","1.00"
"2020-10-25","30.0","22.0","0.01","0.00","1.00"
"2020-10-26","26.0","23.0","0.07","0.70","2.00"
"2020-10-27","29.0","15.0","0.00","0.00","2.00"
"2020-10-28","33.0","15.0","0.00","0.00","1.00"
"2020-10-29","46.0","30.0","0.00","0.00","T"
"2020-10-30","35.0","27.0","0.00","0.00","0.00"
"2020-10-31","44.0","28.0","0.00","0.00","0.00"
"2020-11-01","53.0","24.0","0.00","0.00","0.00"
"2020-11-02","36.0","24.0","0.00","0.00","0.00"
"2020-11-03","56.0","30.0","0.00","0.00","0.00"
"2020-11-04","74.0","41.0","0.00","0.00","0.00"
"2020-11-05","72.0","44.0","0.00","0.00","0.00"
"2020-11-06","65.0","45.0","0.00","0.00","0.00"
"2020-11-07","75.0","46.0","0.00","0.00","0.00"
"2020-11-08","72.0","54.0","0.00","0.00","0.00"
"2020-11-09","71.0","54.0","0.01","0.00","0.00"
"2020-11-10","64.0","29.0","0.40","0.00","0.00"
"2020-11-11","29.0","20.0","0.65","4.10","4.00"
"2020-11-12","36.0","20.0","0.00","0.00","4.00"
"2020-11-13","28.0","9.0","0.12","2.00","5.00"
"2020-11-14","33.0","12.0","0.02","0.00","4.00"
"2020-11-15","36.0","31.0","0.12","0.00","3.00"
"2020-11-16","32.0","23.0","0.00","0.00","2.00"
"2020-11-17","38.0","16.0","T","T","1.00"
"2020-11-18","33.0","18.0","0.00","0.00","T"
"2020-11-19","50.0","32.0","0.00","0.00","0.00"
"2020-11-20","53.0","34.0","T","0.00","0.00"
"2020-11-21","38.0","19.0","0.00","0.00","0.00"
"2020-11-22","38.0","19.0","0.04","0.60","1.00"
"2020-11-23","38.0","21.0","0.00","0.00","0.00"
"2020-11-24","35.0","20.0","T","0.00","0.00"
"2020-11-25","35.0","31.0","0.01","0.00","0.00"
"2020-11-26","34.0","31.0","T","0.00","0.00"
"2020-11-27","34.0","27.0","0.00","0.00","0.00"
"2020-11-28","35.0","26.0","0.00","0.00","0.00"
"2020-11-29","49.0","31.0","0.00","0.00","0.00"
"2020-11-30","35.0","18.0","0.00","0.00","0.00"
"2020-12-01","27.0","14.0","0.00","0.00","0.00"
"2020-12-02","35.0","14.0","0.00","0.00","0.00"
"2020-12-03","41.0","21.0","0.00","0.00","0.00"
"2020-12-04","40.0","26.0","0.00","0.00","0.00"
"2020-12-05","41.0","19.0","0.00","0.00","0.00"
"2020-12-06","39.0","19.0","T","T","T"
"2020-12-07","33.0","30.0","0.00","0.00","0.00"
"2020-12-08","31.0","28.0","0.00","0.00","0.00"
"2020-12-09","37.0","26.0","0.00","0.00","0.00"
"2020-12-10","50.0","28.0","0.00","0.00","0.00"
"2020-12-11","45.0","30.0","0.00","0.00","0.00"
"2020-12-12","35.0","25.0","0.00","0.00","0.00"
"2020-12-13","30.0","23.0","0.00","0.00","0.00"
"2020-12-14","25.0","12.0","0.02","0.70","1.00"
"2020-12-15","16.0","7.0","0.00","0.00","T"
"2020-12-16","23.0","10.0","0.00","0.00","T"
"2020-12-17","28.0","15.0","0.00","0.00","T"
"2020-12-18","28.0","20.0","0.00","0.00","T"
"2020-12-19","41.0","25.0","0.00","0.00","0.00"
"2020-12-20","26.0","19.0","0.00","0.00","0.00"
"2020-12-21","37.0","19.0","T","0.00","0.00"
"2020-12-22","38.0","21.0","0.00","0.00","0.00"
"2020-12-23","43.0","22.0","0.00","0.00","0.00"
"2020-12-24","42.0","-4.0","0.55","5.80","5.00"
"2020-12-25","5.0","-8.0","0.00","0.00","4.00"
"2020-12-26","16.0","-3.0","0.00","0.00","4.00"
"2020-12-27","20.0","13.0","0.00","0.00","4.00"
"2020-12-28","22.0","10.0","0.09","1.50","5.00"
"2020-12-29","21.0","-2.0","0.00","0.00","4.00"
"2020-12-30","23.0","6.0","0.22","2.50","6.00"
"2020-12-31","22.0","6.0","T","T","6.00"
