"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"2019-02-12","23.0","16.0","0.22","4.20","13.00"
"2019-02-13","22.0","6.0","0.04","0.90","13.00"
"2019-02-14","19.0","6.0","0.01","0.30","12.00"
"2019-02-15","21.0","-6.0","0.04","1.00","12.00"
"2019-02-16","12.0","-7.0","0.00","0.00","12.00"
"2019-02-17","19.0","-5.0","0.00","0.00","11.00"
"2019-02-18","23.0","3.0","T","0.10","11.00"
"2019-02-19","18.0","-3.0","0.00","0.00","10.00"
"2019-02-20","20.0","-4.0","0.27","4.00","13.00"
"2019-02-21","26.0","8.0","0.26","4.80","16.00"
"2019-02-22","20.0","8.0","T","T","15.00"
"2019-02-23","27.0","7.0","0.10","1.50","16.00"
"2019-02-24","30.0","16.0","0.28","2.80","17.00"
"2019-02-25","16.0","-8.0","T","T","16.00"
"2019-02-26","1.0","-8.0","T","T","14.00"
"2019-02-27","6.0","-4.0","0.13","4.10","17.00"
"2019-02-28","10.0","-7.0","0.00","0.00","16.00"
"2019-03-01","21.0","-2.0","0.00","0.00","15.00"
"2019-03-02","17.0","1.0","0.21","5.00","20.00"
"2019-03-03","16.0","-15.0","0.00","0.00","19.00"
"2019-03-04","-3.0","-15.0","T","T","17.00"
"2019-03-05","7.0","-12.0","0.01","0.20","17.00"
"2019-03-06","13.0","-1.0","0.00","0.00","17.00"
"2019-03-07","19.0","-2.0","T","T","16.00"
"2019-03-08","20.0","0.0","0.00","0.00","16.00"
"2019-03-09","32.0","16.0","0.00","0.00","16.00"
"2019-03-10","36.0","24.0","0.68","5.00","19.00"
"2019-03-11","27.0","8.0","0.00","0.00","17.00"
"2019-03-12","30.0","9.0","0.00","0.00","17.00"
"2019-03-13","35.0","20.0","0.11","0.00","13.00"
"2019-03-14","43.0","34.0","0.73","0.00","11.00"
"2019-03-15","43.0","26.0","0.35","0.30","8.00"
"2019-03-16","33.0","18.0","0.00","0.00","8.00"
"2019-03-17","31.0","19.0","0.00","0.00","7.00"
"2019-03-18","37.0","24.0","T","0.10","7.00"
"2019-03-19","39.0","24.0","0.00","0.00","6.00"
"2019-03-20","47.0","32.0","0.00","0.00","4.00"
"2019-03-21","48.0","30.0","0.00","0.00","3.00"
"2019-03-22","49.0","32.0","0.00","0.00","2.00"
"2019-03-23","60.0","33.0","0.00","0.00","1.00"
"2019-03-24","55.0","30.0","0.00","0.00","T"
"2019-03-25","50.0","26.0","0.00","0.00","T"
"2019-03-26","45.0","25.0","0.00","0.00","T"
"2019-03-27","50.0","28.0","0.00","0.00","0.00"
"2019-03-28","64.0","34.0","0.00","0.00","0.00"
"2019-03-29","51.0","26.0","0.00","0.00","0.00"
"2019-03-30","46.0","28.0","0.00","0.00","0.00"
"2019-03-31","36.0","22.0","0.00","0.00","0.00"
"2019-04-01","36.0","23.0","0.01","0.20","T"
"2019-04-02","44.0","31.0","0.00","0.00","0.00"
"2019-04-03","49.0","32.0","0.01","T","0.00"
"2019-04-04","49.0","32.0","0.00","0.00","0.00"
"2019-04-05","44.0","35.0","0.01","0.00","0.00"
"2019-04-06","50.0","36.0","0.80","0.00","0.00"
"2019-04-07","52.0","47.0","0.09","0.00","0.00"
"2019-04-08","61.0","42.0","0.21","0.00","0.00"
"2019-04-09","67.0","39.0","0.00","0.00","0.00"
"2019-04-10","55.0","28.0","0.00","0.00","0.00"
"2019-04-11","32.0","26.0","0.54","7.50","7.00"
"2019-04-12","33.0","27.0","0.25","0.70","6.00"
"2019-04-13","32.0","26.0","0.00","0.00","4.00"
"2019-04-14","55.0","28.0","0.00","0.00","2.00"
"2019-04-15","67.0","39.0","0.00","0.00","T"
"2019-04-16","52.0","35.0","0.00","0.00","0.00"
"2019-04-17","67.0","42.0","0.00","0.00","0.00"
"2019-04-18","50.0","40.0","0.98","0.00","0.00"
"2019-04-19","52.0","35.0","0.00","0.00","0.00"
"2019-04-20","62.0","42.0","0.00","0.00","0.00"
"2019-04-21","76.0","50.0","0.00","0.00","0.00"
"2019-04-22","73.0","43.0","0.22","0.00","0.00"
"2019-04-23","45.0","34.0","0.23","0.00","0.00"
"2019-04-24","64.0","41.0","0.00","0.00","0.00"
"2019-04-25","71.0","55.0","0.02","0.00","0.00"
"2019-04-26","70.0","42.0","0.00","0.00","0.00"
"2019-04-27","57.0","42.0","0.00","0.00","0.00"
"2019-04-28","50.0","35.0","0.00","0.00","0.00"
"2019-04-29","55.0","39.0","T","0.00","0.00"
"2019-04-30","55.0","37.0","0.00","0.00","0.00"
"2019-05-01","44.0","36.0","0.27","0.00","0.00"
"2019-05-02","44.0","38.0","0.02","0.00","0.00"
"2019-05-03","55.0","34.0","0.00","0.00","0.00"
"2019-05-04","61.0","44.0","0.07","0.00","0.00"
"2019-05-05","70.0","47.0","0.00","0.00","0.00"
"2019-05-06","61.0","44.0","0.00","0.00","0.00"
"2019-05-07","57.0","39.0","0.00","0.00","0.00"
"2019-05-08","62.0","44.0","0.00","0.00","0.00"
"2019-05-09","47.0","32.0","1.62","T","0.00"
"2019-05-10","51.0","34.0","0.00","0.00","0.00"
"2019-05-11","59.0","40.0","0.00","0.00","0.00"
"2019-05-12","63.0","41.0","0.02","0.00","0.00"
"2019-05-13","61.0","40.0","0.00","0.00","0.00"
"2019-05-14","66.0","47.0","0.00","0.00","0.00"
"2019-05-15","72.0","53.0","0.02","0.00","0.00"
"2019-05-16","74.0","56.0","0.29","0.00","0.00"
"2019-05-17","79.0","49.0","0.00","0.00","0.00"
"2019-05-18","68.0","44.0","0.45","0.00","0.00"
"2019-05-19","46.0","42.0","0.54","0.00","0.00"
"2019-05-20","42.0","35.0","0.25","0.00","0.00"
"2019-05-21","60.0","42.0","0.00","0.00","0.00"
"2019-05-22","59.0","45.0","0.87","0.00","0.00"
"2019-05-23","62.0","48.0","0.18","0.00","0.00"
"2019-05-24","57.0","48.0","0.00","0.00","0.00"
"2019-05-25","72.0","51.0","0.06","0.00","0.00"
"2019-05-26","65.0","45.0","0.00","0.00","0.00"
"2019-05-27","72.0","52.0","0.10","0.00","0.00"
"2019-05-28","54.0","42.0","1.68","0.00","0.00"
"2019-05-29","67.0","43.0","0.00","0.00","0.00"
"2019-05-30","73.0","52.0","0.00","0.00","0.00"
"2019-05-31","81.0","60.0","0.00","0.00","0.00"
"2019-06-01","86.0","52.0","0.16","0.00","0.00"
"2019-06-02","72.0","48.0","0.00","0.00","0.00"
"2019-06-03","73.0","51.0","0.00","0.00","0.00"
"2019-06-04","81.0","56.0","0.00","0.00","0.00"
"2019-06-05","84.0","61.0","0.74","0.00","0.00"
"2019-06-06","81.0","55.0","0.00","0.00","0.00"
"2019-06-07","85.0","65.0","0.00","0.00","0.00"
"2019-06-08","87.0","65.0","0.00","0.00","0.00"
"2019-06-09","84.0","65.0","0.00","0.00","0.00"
"2019-06-10","70.0","50.0","0.02","0.00","0.00"
"2019-06-11","76.0","53.0","T","0.00","0.00"
"2019-06-12","65.0","53.0","0.13","0.00","0.00"
"2019-06-13","68.0","43.0","0.00","0.00","0.00"
"2019-06-14","70.0","55.0","0.00","0.00","0.00"
"2019-06-15","82.0","60.0","0.17","0.00","0.00"
"2019-06-16","73.0","57.0","0.00","0.00","0.00"
"2019-06-17","72.0","57.0","T","0.00","0.00"
"2019-06-18","73.0","53.0","T","0.00","0.00"
"2019-06-19","71.0","54.0","0.00","0.00","0.00"
"2019-06-20","76.0","61.0","0.00","0.00","0.00"
"2019-06-21","75.0","61.0","0.15","0.00","0.00"
"2019-06-22","73.0","57.0","0.00","0.00","0.00"
"2019-06-23","76.0","63.0","0.03","0.00","0.00"
"2019-06-24","73.0","60.0","1.09","0.00","0.00"
"2019-06-25","70.0","57.0","0.06","0.00","0.00"
"2019-06-26","78.0","60.0","0.00","0.00","0.00"
"2019-06-27","83.0","65.0","0.00","0.00","0.00"
"2019-06-28","75.0","64.0","0.28","0.00","0.00"
"2019-06-29","83.0","63.0","0.00","0.00","0.00"
"2019-06-30","87.0","67.0","0.02","0.00","0.00"
"2019-07-01","79.0","65.0","1.10","0.00","0.00"
"2019-07-02","74.0","67.0","0.86","0.00","0.00"
"2019-07-03","84.0","63.0","0.00","0.00","0.00"
"2019-07-04","84.0","68.0","0.00","0.00","0.00"
"2019-07-05","81.0","64.0","0.02","0.00","0.00"
"2019-07-06","79.0","66.0","0.13","0.00","0.00"
"2019-07-07","80.0","60.0","0.00","0.00","0.00"
"2019-07-08","83.0","66.0","0.00","0.00","0.00"
"2019-07-09","83.0","68.0","0.00","0.00","0.00"
"2019-07-10","77.0","67.0","0.29","0.00","0.00"
"2019-07-11","75.0","61.0","0.03","0.00","0.00"
"2019-07-12","81.0","66.0","0.00","0.00","0.00"
"2019-07-13","84.0","66.0","0.00","0.00","0.00"
"2019-07-14","84.0","69.0","0.00","0.00","0.00"
"2019-07-15","89.0","70.0","0.00","0.00","0.00"
"2019-07-16","90.0","66.0","1.12","0.00","0.00"
"2019-07-17","84.0","67.0","0.06","0.00","0.00"
"2019-07-18","84.0","69.0","T","0.00","0.00"
"2019-07-19","86.0","67.0","0.00","0.00","0.00"
"2019-07-20","93.0","68.0","0.00","0.00","0.00"
"2019-07-21","73.0","58.0","0.68","0.00","0.00"
"2019-07-22","78.0","57.0","0.00","0.00","0.00"
"2019-07-23","77.0","59.0","0.00","0.00","0.00"
"2019-07-24","80.0","59.0","0.00","0.00","0.00"
"2019-07-25","83.0","62.0","0.00","0.00","0.00"
"2019-07-26","81.0","66.0","0.12","0.00","0.00"
"2019-07-27","84.0","63.0","0.00","0.00","0.00"
"2019-07-28","83.0","62.0","0.00","0.00","0.00"
"2019-07-29","74.0","61.0","0.34","0.00","0.00"
"2019-07-30","75.0","55.0","0.00","0.00","0.00"
"2019-07-31","73.0","54.0","0.00","0.00","0.00"
"2019-08-01","79.0","59.0","0.00","0.00","0.00"
"2019-08-02","84.0","66.0","0.00","0.00","0.00"
"2019-08-03","84.0","69.0","0.00","0.00","0.00"
"2019-08-04","85.0","65.0","0.11","0.00","0.00"
"2019-08-05","85.0","68.0","0.00","0.00","0.00"
"2019-08-06","83.0","62.0","0.12","0.00","0.00"
"2019-08-07","82.0","66.0","0.00","0.00","0.00"
"2019-08-08","83.0","55.0","0.00","0.00","0.00"
"2019-08-09","75.0","54.0","0.00","0.00","0.00"
"2019-08-10","77.0","62.0","0.00","0.00","0.00"
"2019-08-11","70.0","63.0","0.81","0.00","0.00"
"2019-08-12","79.0","62.0","0.00","0.00","0.00"
"2019-08-13","77.0","59.0","T","0.00","0.00"
"2019-08-14","80.0","60.0","0.63","0.00","0.00"
"2019-08-15","74.0","58.0","0.00","0.00","0.00"
"2019-08-16","78.0","62.0","0.58","0.00","0.00"
"2019-08-17","77.0","58.0","0.00","0.00","0.00"
"2019-08-18","81.0","62.0","3.10","0.00","0.00"
"2019-08-19","72.0","51.0","0.00","0.00","0.00"
"2019-08-20","79.0","60.0","0.00","0.00","0.00"
"2019-08-21","80.0","55.0","0.68","0.00","0.00"
"2019-08-22","74.0","54.0","0.00","0.00","0.00"
"2019-08-23","71.0","53.0","0.00","0.00","0.00"
"2019-08-24","75.0","58.0","0.00","0.00","0.00"
"2019-08-25","73.0","60.0","0.00","0.00","0.00"
"2019-08-26","74.0","61.0","0.04","0.00","0.00"
"2019-08-27","70.0","56.0","0.76","0.00","0.00"
"2019-08-28","70.0","54.0","0.04","0.00","0.00"
"2019-08-29","70.0","55.0","0.01","0.00","0.00"
"2019-08-30","72.0","50.0","0.00","0.00","0.00"
"2019-08-31","72.0","54.0","0.00","0.00","0.00"
"2019-09-01","71.0","57.0","0.00","0.00","0.00"
"2019-09-02","73.0","58.0","0.09","0.00","0.00"
"2019-09-03","74.0","60.0","0.83","0.00","0.00"
"2019-09-04","73.0","54.0","0.00","0.00","0.00"
"2019-09-05","71.0","54.0","0.00","0.00","0.00"
"2019-09-06","77.0","59.0","0.00","0.00","0.00"
"2019-09-07","75.0","52.0","0.00","0.00","0.00"
"2019-09-08","63.0","51.0","0.05","0.00","0.00"
"2019-09-09","61.0","52.0","0.11","0.00","0.00"
"2019-09-10","68.0","56.0","0.21","0.00","0.00"
"2019-09-11","77.0","59.0","1.33","0.00","0.00"
"2019-09-12","64.0","55.0","1.15","0.00","0.00"
"2019-09-13","65.0","54.0","0.29","0.00","0.00"
"2019-09-14","58.0","47.0","0.02","0.00","0.00"
"2019-09-15","73.0","51.0","0.00","0.00","0.00"
"2019-09-16","81.0","60.0","0.00","0.00","0.00"
"2019-09-17","85.0","65.0","0.00","0.00","0.00"
"2019-09-18","86.0","69.0","0.21","0.00","0.00"
"2019-09-19","80.0","60.0","0.00","0.00","0.00"
"2019-09-20","83.0","63.0","0.00","0.00","0.00"
"2019-09-21","82.0","65.0","0.18","0.00","0.00"
"2019-09-22","79.0","59.0","0.02","0.00","0.00"
"2019-09-23","65.0","51.0","0.00","0.00","0.00"
"2019-09-24","74.0","53.0","0.00","0.00","0.00"
"2019-09-25","78.0","56.0","0.01","0.00","0.00"
"2019-09-26","69.0","46.0","0.00","0.00","0.00"
"2019-09-27","65.0","49.0","0.00","0.00","0.00"
"2019-09-28","63.0","43.0","0.00","0.00","0.00"
"2019-09-29","61.0","45.0","0.31","0.00","0.00"
"2019-09-30","68.0","48.0","0.07","0.00","0.00"
"2019-10-01","83.0","53.0","0.02","0.00","0.00"
"2019-10-02","83.0","46.0","0.79","0.00","0.00"
"2019-10-03","51.0","44.0","0.47","0.00","0.00"
"2019-10-04","48.0","41.0","0.00","0.00","0.00"
"2019-10-05","48.0","43.0","0.70","0.00","0.00"
"2019-10-06","55.0","44.0","0.28","0.00","0.00"
"2019-10-07","63.0","44.0","0.00","0.00","0.00"
"2019-10-08","65.0","46.0","0.00","0.00","0.00"
"2019-10-09","69.0","49.0","0.00","0.00","0.00"
"2019-10-10","71.0","52.0","0.25","0.00","0.00"
"2019-10-11","58.0","34.0","0.32","T","0.00"
"2019-10-12","38.0","31.0","0.02","T","0.00"
"2019-10-13","36.0","31.0","0.05","T","0.00"
"2019-10-14","41.0","33.0","T","0.00","0.00"
"2019-10-15","49.0","36.0","0.39","0.00","0.00"
"2019-10-16","48.0","39.0","0.03","0.00","0.00"
"2019-10-17","46.0","32.0","0.00","0.00","0.00"
"2019-10-18","55.0","33.0","0.00","0.00","0.00"
"2019-10-19","67.0","44.0","T","0.00","0.00"
"2019-10-20","66.0","36.0","0.03","0.00","0.00"
"2019-10-21","65.0","39.0","0.37","0.00","0.00"
"2019-10-22","54.0","40.0","1.11","0.00","0.00"
"2019-10-23","42.0","32.0","0.10","0.00","0.00"
"2019-10-24","43.0","30.0","0.00","0.00","0.00"
"2019-10-25","42.0","26.0","0.00","0.00","0.00"
"2019-10-26","54.0","28.0","0.00","0.00","0.00"
"2019-10-27","54.0","31.0","0.00","0.00","0.00"
"2019-10-28","43.0","27.0","0.00","0.00","0.00"
"2019-10-29","36.0","25.0","0.00","0.00","0.00"
"2019-10-30","38.0","22.0","0.00","0.00","0.00"
"2019-10-31","33.0","23.0","0.00","0.00","0.00"
"2019-11-01","34.0","24.0","0.00","0.00","0.00"
"2019-11-02","39.0","31.0","0.02","T","0.00"
"2019-11-03","33.0","27.0","0.00","0.00","0.00"
"2019-11-04","42.0","30.0","0.00","0.00","0.00"
"2019-11-05","39.0","20.0","T","0.00","0.00"
"2019-11-06","31.0","20.0","T","T","T"
"2019-11-07","29.0","13.0","0.00","0.00","0.00"
"2019-11-08","25.0","12.0","0.00","0.00","0.00"
"2019-11-09","34.0","16.0","0.00","0.00","0.00"
"2019-11-10","42.0","26.0","0.04","T","0.00"
"2019-11-11","28.0","12.0","0.01","0.20","T"
"2019-11-12","15.0","2.0","T","T","T"
"2019-11-13","19.0","4.0","0.00","0.00","0.00"
"2019-11-14","26.0","18.0","0.03","0.50","T"
"2019-11-15","32.0","17.0","0.00","0.00","T"
"2019-11-16","37.0","31.0","0.00","0.00","0.00"
"2019-11-17","44.0","32.0","0.06","0.00","0.00"
"2019-11-18","36.0","29.0","0.00","0.00","0.00"
"2019-11-19","34.0","29.0","0.12","0.00","0.00"
"2019-11-20","40.0","33.0","T","0.00","0.00"
"2019-11-21","43.0","32.0","0.56","0.20","0.00"
"2019-11-22","34.0","18.0","T","T","0.00"
"2019-11-23","29.0","18.0","0.00","0.00","0.00"
"2019-11-24","42.0","28.0","0.00","0.00","0.00"
"2019-11-25","46.0","34.0","0.00","0.00","0.00"
"2019-11-26","43.0","32.0","0.00","0.00","0.00"
"2019-11-27","34.0","27.0","0.63","7.60","7.00"
"2019-11-28","29.0","18.0","0.00","0.00","6.00"
"2019-11-29","27.0","21.0","T","0.00","6.00"
"2019-11-30","31.0","27.0","0.20","2.30","5.00"
"2019-12-01","31.0","27.0","0.48","1.60","5.00"
"2019-12-02","29.0","6.0","0.07","1.00","6.00"
"2019-12-03","25.0","4.0","0.00","0.00","6.00"
"2019-12-04","36.0","19.0","0.00","0.00","6.00"
"2019-12-05","37.0","18.0","0.00","0.00","5.00"
"2019-12-06","36.0","16.0","0.00","0.00","5.00"
"2019-12-07","25.0","14.0","0.00","0.00","5.00"
"2019-12-08","40.0","20.0","0.00","0.00","5.00"
"2019-12-09","32.0","26.0","0.06","0.60","5.00"
"2019-12-10","26.0","-8.0","0.10","1.40","6.00"
"2019-12-11","4.0","-8.0","0.00","0.00","6.00"
"2019-12-12","11.0","-8.0","0.02","0.30","6.00"
"2019-12-13","16.0","7.0","0.06","0.70","7.00"
"2019-12-14","17.0","8.0","0.03","0.60","7.00"
"2019-12-15","15.0","-4.0","T","T","7.00"
"2019-12-16","18.0","-2.0","0.00","0.00","7.00"
"2019-12-17","25.0","17.0","T","T","7.00"
"2019-12-18","24.0","-7.0","0.00","0.00","7.00"
"2019-12-19","14.0","-6.0","0.00","0.00","7.00"
"2019-12-20","29.0","9.0","0.00","0.00","7.00"
"2019-12-21","37.0","18.0","T","T","7.00"
"2019-12-22","43.0","18.0","0.00","0.00","6.00"
"2019-12-23","41.0","19.0","0.00","0.00","6.00"
"2019-12-24","35.0","25.0","0.00","0.00","6.00"
"2019-12-25","35.0","32.0","0.00","0.00","6.00"
"2019-12-26","34.0","32.0","T","0.00","5.00"
"2019-12-27","33.0","24.0","0.00","0.00","5.00"
"2019-12-28","29.0","21.0","0.04","0.00","4.00"
"2019-12-29","34.0","29.0","1.07","0.00","3.00"
"2019-12-30","41.0","30.0","0.06","0.90","4.00"
"2019-12-31","32.0","19.0","0.43","4.10","8.00"
