Fields,BoundingBox,X,Y,left,top,right,bottom,id
251,"[-93.1741477827873,44.9929639470318;-93.1740697827873,44.9929709470318]","[-93.1741477827873,-93.1740697827873,-93.1740697827873,-93.1741477827873,-93.1741477827873,NaN]","[44.9929709470318,44.9929709470318,44.9929639470318,44.9929639470318,44.9929709470318,NaN]",311,-93.17421394,44.99299536,-93.17413594,44.99298836
252,"[-93.1741471014072,44.9929570605951;-93.1740691014072,44.9929640605951]","[-93.1741471014072,-93.1740691014072,-93.1740691014072,-93.1741471014072,-93.1741471014072,NaN]","[44.9929640605951,44.9929640605951,44.9929570605951,44.9929570605951,44.9929640605951,NaN]",312,-93.17421394,44.99298836,-93.17413594,44.99298136
253,"[-93.1741474420972,44.9929497199051;-93.1740694420972,44.9929567199051]","[-93.1741474420972,-93.1740694420972,-93.1740694420972,-93.1741474420972,-93.1741474420972,NaN]","[44.9929567199051,44.9929567199051,44.9929497199051,44.9929497199051,44.9929567199051,NaN]",313,-93.17421394,44.99298136,-93.17413594,44.99297436
254,"[-93.1741468742805,44.9929429470318;-93.1740688742805,44.9929499470318]","[-93.1741468742805,-93.1740688742805,-93.1740688742805,-93.1741468742805,-93.1741468742805,NaN]","[44.9929499470318,44.9929499470318,44.9929429470318,44.9929429470318,44.9929499470318,NaN]",314,-93.17421394,44.99297436,-93.17413594,44.99296736
255,"[-93.1741457386470,44.9929365148485;-93.1740677386470,44.9929435148485]","[-93.1741457386470,-93.1740677386470,-93.1740677386470,-93.1741457386470,-93.1741457386470,NaN]","[44.9929435148485,44.9929435148485,44.9929365148485,44.9929365148485,44.9929435148485,NaN]",315,-93.17421394,44.99296736,-93.17413594,44.99296036
256,"[-93.1741450572670,44.9929298555385;-93.1740670572670,44.9929368555385]","[-93.1741450572670,-93.1740670572670,-93.1740670572670,-93.1741450572670,-93.1741450572670,NaN]","[44.9929368555385,44.9929368555385,44.9929298555385,44.9929298555385,44.9929368555385,NaN]",316,-93.17421394,44.99296036,-93.17413594,44.99295336
257,"[-93.1741485777307,44.9929233097919;-93.1740705777307,44.9929303097919]","[-93.1741485777307,-93.1740705777307,-93.1740705777307,-93.1741485777307,-93.1741485777307,NaN]","[44.9929303097919,44.9929303097919,44.9929233097919,44.9929233097919,44.9929303097919,NaN]",317,-93.17421394,44.99295336,-93.17413594,44.99294636
258,"[-93.1741492591108,44.9929161962286;-93.1740712591108,44.9929231962286]","[-93.1741492591108,-93.1740712591108,-93.1740712591108,-93.1741492591108,-93.1741492591108,NaN]","[44.9929231962286,44.9929231962286,44.9929161962286,44.9929161962286,44.9929231962286,NaN]",318,-93.17421394,44.99294636,-93.17413594,44.99293936
259,"[-93.1741452843937,44.9929094233553;-93.1740672843936,44.9929164233553]","[-93.1741452843937,-93.1740672843936,-93.1740672843936,-93.1741452843937,-93.1741452843937,NaN]","[44.9929164233553,44.9929164233553,44.9929094233553,44.9929094233553,44.9929164233553,NaN]",319,-93.17421394,44.99293936,-93.17413594,44.99293236
260,"[-93.1741444894502,44.9929025369186;-93.1740664894502,44.9929095369186]","[-93.1741444894502,-93.1740664894502,-93.1740664894502,-93.1741444894502,-93.1741444894502,NaN]","[44.9929095369186,44.9929095369186,44.9929025369186,44.9929025369186,44.9929095369186,NaN]",320,-93.17421394,44.99293236,-93.17413594,44.99292536
261,"[-93.1741495998008,44.9928956504820;-93.1740715998008,44.9929026504819]","[-93.1741495998008,-93.1740715998008,-93.1740715998008,-93.1741495998008,-93.1741495998008,NaN]","[44.9929026504819,44.9929026504819,44.9928956504820,44.9928956504820,44.9929026504819,NaN]",321,-93.17421394,44.99292536,-93.17413594,44.99291836
262,"[-93.1741495998008,44.9928888776086;-93.1740715998008,44.9928958776086]","[-93.1741495998008,-93.1740715998008,-93.1740715998008,-93.1741495998008,-93.1741495998008,NaN]","[44.9928958776086,44.9928958776086,44.9928888776086,44.9928888776086,44.9928958776086,NaN]",322,-93.17421394,44.99291836,-93.17413594,44.99291136
263,"[-93.1741497133642,44.9928819911720;-93.1740717133642,44.9928889911720]","[-93.1741497133642,-93.1740717133642,-93.1740717133642,-93.1741497133642,-93.1741497133642,NaN]","[44.9928889911720,44.9928889911720,44.9928819911720,44.9928819911720,44.9928889911720,NaN]",323,-93.17421394,44.99291136,-93.17413594,44.99290436
264,"[-93.1741492591108,44.9928753318620;-93.1740712591108,44.9928823318620]","[-93.1741492591108,-93.1740712591108,-93.1740712591108,-93.1741492591108,-93.1741492591108,NaN]","[44.9928823318620,44.9928823318620,44.9928753318620,44.9928753318620,44.9928823318620,NaN]",324,-93.17421394,44.99290436,-93.17413594,44.99289736
265,"[-93.1741497133642,44.9928678776086;-93.1740717133642,44.9928748776086]","[-93.1741497133642,-93.1740717133642,-93.1740717133642,-93.1741497133642,-93.1741497133642,NaN]","[44.9928748776086,44.9928748776086,44.9928678776086,44.9928678776086,44.9928748776086,NaN]",325,-93.17421394,44.99289736,-93.17413594,44.99289036
266,"[-93.1741494862375,44.9928605369186;-93.1740714862375,44.9928675369186]","[-93.1741494862375,-93.1740714862375,-93.1740714862375,-93.1741494862375,-93.1741494862375,NaN]","[44.9928675369186,44.9928675369186,44.9928605369186,44.9928605369186,44.9928675369186,NaN]",326,-93.17421394,44.99289036,-93.17413594,44.99288336
267,"[-93.1741478963506,44.9928539911720;-93.1740698963506,44.9928609911720]","[-93.1741478963506,-93.1740698963506,-93.1740698963506,-93.1741478963506,-93.1741478963506,NaN]","[44.9928609911720,44.9928609911720,44.9928539911720,44.9928539911720,44.9928609911720,NaN]",327,-93.17421394,44.99288336,-93.17413594,44.99287636
268,"[-93.1741446030136,44.9928468776086;-93.1740666030136,44.9928538776086]","[-93.1741446030136,-93.1740666030136,-93.1740666030136,-93.1741446030136,-93.1741446030136,NaN]","[44.9928538776086,44.9928538776086,44.9928468776086,44.9928468776086,44.9928538776086,NaN]",328,-93.17421394,44.99287636,-93.17413594,44.99286936
269,"[-93.1741508489976,44.9928401047353;-93.1740728489976,44.9928471047353]","[-93.1741508489976,-93.1740728489976,-93.1740728489976,-93.1741508489976,-93.1741508489976,NaN]","[44.9928471047353,44.9928471047353,44.9928401047353,44.9928401047353,44.9928471047353,NaN]",329,-93.17421394,44.99286936,-93.17413594,44.99286236
270,"[-93.1741503947442,44.9928329911720;-93.1740723947442,44.9928399911720]","[-93.1741503947442,-93.1740723947442,-93.1740723947442,-93.1741503947442,-93.1741503947442,NaN]","[44.9928399911720,44.9928399911720,44.9928329911720,44.9928329911720,44.9928399911720,NaN]",330,-93.17421394,44.99286236,-93.17413594,44.99285536
271,"[-93.1741480099140,44.9928259911720;-93.1740700099140,44.9928329911720]","[-93.1741480099140,-93.1740700099140,-93.1740700099140,-93.1741480099140,-93.1741480099140,NaN]","[44.9928329911720,44.9928329911720,44.9928259911720,44.9928259911720,44.9928329911720,NaN]",331,-93.17421394,44.99285536,-93.17413594,44.99284836
272,"[-93.1741451708303,44.9928191047353;-93.1740671708303,44.9928261047353]","[-93.1741451708303,-93.1740671708303,-93.1740671708303,-93.1741451708303,-93.1741451708303,NaN]","[44.9928261047353,44.9928261047353,44.9928191047353,44.9928191047353,44.9928261047353,NaN]",332,-93.17421394,44.99284836,-93.17413594,44.99284136
273,"[-93.1741508489976,44.9928124454254;-93.1740728489976,44.9928194454254]","[-93.1741508489976,-93.1740728489976,-93.1740728489976,-93.1741508489976,-93.1741508489976,NaN]","[44.9928194454254,44.9928194454254,44.9928124454254,44.9928124454254,44.9928194454254,NaN]",333,-93.17421394,44.99284136,-93.17413594,44.99283436
274,"[-93.1741503947442,44.9928053318620;-93.1740723947442,44.9928123318620]","[-93.1741503947442,-93.1740723947442,-93.1740723947442,-93.1741503947442,-93.1741503947442,NaN]","[44.9928123318620,44.9928123318620,44.9928053318620,44.9928053318620,44.9928123318620,NaN]",334,-93.17421394,44.99283436,-93.17413594,44.99282736
275,"[-93.1741459657737,44.9927982182987;-93.1740679657737,44.9928052182987]","[-93.1741459657737,-93.1740679657737,-93.1740679657737,-93.1741459657737,-93.1741459657737,NaN]","[44.9928052182987,44.9928052182987,44.9927982182987,44.9927982182987,44.9928052182987,NaN]",335,-93.17421394,44.99282736,-93.17413594,44.99282036
276,"[-93.1741466471538,44.9927915589887;-93.1740686471538,44.9927985589887]","[-93.1741466471538,-93.1740686471538,-93.1740686471538,-93.1741466471538,-93.1741466471538,NaN]","[44.9927985589887,44.9927985589887,44.9927915589887,44.9927915589887,44.9927985589887,NaN]",336,-93.17421394,44.99282036,-93.17413594,44.99281336
277,"[-93.1741511896877,44.9927846725521;-93.1740731896877,44.9927916725521]","[-93.1741511896877,-93.1740731896877,-93.1740731896877,-93.1741511896877,-93.1741511896877,NaN]","[44.9927916725521,44.9927916725521,44.9927846725521,44.9927846725521,44.9927916725521,NaN]",337,-93.17421394,44.99281336,-93.17413594,44.99280636
278,"[-93.1741514168144,44.9927780132421;-93.1740734168144,44.9927850132421]","[-93.1741514168144,-93.1740734168144,-93.1740734168144,-93.1741514168144,-93.1741514168144,NaN]","[44.9927850132421,44.9927850132421,44.9927780132421,44.9927780132421,44.9927850132421,NaN]",338,-93.17421394,44.99280636,-93.17413594,44.99279936
279,"[-93.1741488048574,44.9927706725521;-93.1740708048574,44.9927776725521]","[-93.1741488048574,-93.1740708048574,-93.1740708048574,-93.1741488048574,-93.1741488048574,NaN]","[44.9927776725521,44.9927776725521,44.9927706725521,44.9927706725521,44.9927776725521,NaN]",339,-93.17421394,44.99279936,-93.17413594,44.99279236
280,"[-93.1741484641674,44.9927638996788;-93.1740704641673,44.9927708996788]","[-93.1741484641674,-93.1740704641673,-93.1740704641673,-93.1741484641674,-93.1741484641674,NaN]","[44.9927708996788,44.9927708996788,44.9927638996788,44.9927638996788,44.9927708996788,NaN]",340,-93.17421394,44.99279236,-93.17413594,44.99278536
281,"[-93.1741498269275,44.9927565589887;-93.1740718269275,44.9927635589887]","[-93.1741498269275,-93.1740718269275,-93.1740718269275,-93.1741498269275,-93.1741498269275,NaN]","[44.9927635589887,44.9927635589887,44.9927565589887,44.9927565589887,44.9927635589887,NaN]",341,-93.17421394,44.99278536,-93.17413594,44.99277836
282,"[-93.1741492591108,44.9927495589887;-93.1740712591108,44.9927565589887]","[-93.1741492591108,-93.1740712591108,-93.1740712591108,-93.1741492591108,-93.1741492591108,NaN]","[44.9927565589887,44.9927565589887,44.9927495589887,44.9927495589887,44.9927565589887,NaN]",342,-93.17421394,44.99277836,-93.17413594,44.99277136
283,"[-93.1741468742805,44.9927428996788;-93.1740688742805,44.9927498996788]","[-93.1741468742805,-93.1740688742805,-93.1740688742805,-93.1741468742805,-93.1741468742805,NaN]","[44.9927498996788,44.9927498996788,44.9927428996788,44.9927428996788,44.9927498996788,NaN]",343,-93.17421394,44.99277136,-93.17413594,44.99276436
284,"[-93.1741452843937,44.9927360132421;-93.1740672843937,44.9927430132421]","[-93.1741452843937,-93.1740672843937,-93.1740672843937,-93.1741452843937,-93.1741452843937,NaN]","[44.9927430132421,44.9927430132421,44.9927360132421,44.9927360132421,44.9927430132421,NaN]",344,-93.17421394,44.99276436,-93.17413594,44.99275736
285,"[-93.1741486912940,44.9927288996788;-93.1740706912940,44.9927358996788]","[-93.1741486912940,-93.1740706912940,-93.1740706912940,-93.1741486912940,-93.1741486912940,NaN]","[44.9927358996788,44.9927358996788,44.9927288996788,44.9927288996788,44.9927358996788,NaN]",345,-93.17421394,44.99275736,-93.17413594,44.99275036
286,"[-93.1741494862375,44.9927215589887;-93.1740714862375,44.9927285589887]","[-93.1741494862375,-93.1740714862375,-93.1740714862375,-93.1741494862375,-93.1741494862375,NaN]","[44.9927285589887,44.9927285589887,44.9927215589887,44.9927215589887,44.9927285589887,NaN]",346,-93.17421394,44.99275036,-93.17413594,44.99274336
287,"[-93.1741500540542,44.9927145589887;-93.1740720540542,44.9927215589887]","[-93.1741500540542,-93.1740720540542,-93.1740720540542,-93.1741500540542,-93.1741500540542,NaN]","[44.9927215589887,44.9927215589887,44.9927145589887,44.9927145589887,44.9927215589887,NaN]",347,-93.17421394,44.99274336,-93.17413594,44.99273636
288,"[-93.1741500540542,44.9927073318620;-93.1740720540542,44.9927143318620]","[-93.1741500540542,-93.1740720540542,-93.1740720540542,-93.1741500540542,-93.1741500540542,NaN]","[44.9927143318620,44.9927143318620,44.9927073318620,44.9927073318620,44.9927143318620,NaN]",348,-93.17421394,44.99273636,-93.17413594,44.99272936
289,"[-93.1740760287713,44.9930324707083;-93.1739980287713,44.9930394707083]","[-93.1740760287713,-93.1739980287713,-93.1739980287713,-93.1740760287713,-93.1740760287713,NaN]","[44.9930394707083,44.9930394707083,44.9930324707083,44.9930324707083,44.9930394707083,NaN]",361,-93.17413594,44.99306536,-93.17405794,44.99305836
290,"[-93.1740754609546,44.9930258113983;-93.1739974609546,44.9930328113983]","[-93.1740754609546,-93.1739974609546,-93.1739974609546,-93.1740754609546,-93.1740754609546,NaN]","[44.9930328113983,44.9930328113983,44.9930258113983,44.9930258113983,44.9930328113983,NaN]",362,-93.17413594,44.99305836,-93.17405794,44.99305136
291,"[-93.1740743253211,44.9930190385250;-93.1739963253211,44.9930260385250]","[-93.1740743253211,-93.1739963253211,-93.1739963253211,-93.1740743253211,-93.1740743253211,NaN]","[44.9930260385250,44.9930260385250,44.9930190385250,44.9930190385250,44.9930260385250,NaN]",363,-93.17413594,44.99305136,-93.17405794,44.99304436
292,"[-93.1740725083076,44.9930119249616;-93.1739945083076,44.9930189249616]","[-93.1740725083076,-93.1739945083076,-93.1739945083076,-93.1740725083076,-93.1740725083076,NaN]","[44.9930189249616,44.9930189249616,44.9930119249616,44.9930119249616,44.9930189249616,NaN]",364,-93.17413594,44.99304436,-93.17405794,44.99303736
293,"[-93.1740739846311,44.9930051520883;-93.1739959846311,44.9930121520883]","[-93.1740739846311,-93.1739959846311,-93.1739959846311,-93.1740739846311,-93.1740739846311,NaN]","[44.9930121520883,44.9930121520883,44.9930051520883,44.9930051520883,44.9930121520883,NaN]",365,-93.17413594,44.99303736,-93.17405794,44.99303036
294,"[-93.1740734168143,44.9929982656517;-93.1739954168143,44.9930052656517]","[-93.1740734168143,-93.1739954168143,-93.1739954168143,-93.1740734168143,-93.1740734168143,NaN]","[44.9930052656517,44.9930052656517,44.9929982656517,44.9929982656517,44.9930052656517,NaN]",366,-93.17413594,44.99303036,-93.17405794,44.99302336
295,"[-93.1740728489976,44.9929914927784;-93.1739948489976,44.9929984927784]","[-93.1740728489976,-93.1739948489976,-93.1739948489976,-93.1740728489976,-93.1740728489976,NaN]","[44.9929984927784,44.9929984927784,44.9929914927784,44.9929914927784,44.9929984927784,NaN]",367,-93.17413594,44.99302336,-93.17405794,44.99301636
296,"[-93.1740722811809,44.9929846063417;-93.1739942811809,44.9929916063417]","[-93.1740722811809,-93.1739942811809,-93.1739942811809,-93.1740722811809,-93.1740722811809,NaN]","[44.9929916063417,44.9929916063417,44.9929846063417,44.9929846063417,44.9929916063417,NaN]",368,-93.17413594,44.99301636,-93.17405794,44.99300936
297,"[-93.1740729625610,44.9929777199051;-93.1739949625610,44.9929847199051]","[-93.1740729625610,-93.1739949625610,-93.1739949625610,-93.1740729625610,-93.1740729625610,NaN]","[44.9929847199051,44.9929847199051,44.9929777199051,44.9929777199051,44.9929847199051,NaN]",369,-93.17413594,44.99300936,-93.17405794,44.99300236
298,"[-93.1740752338279,44.9929708334684;-93.1739972338279,44.9929778334684]","[-93.1740752338279,-93.1739972338279,-93.1739972338279,-93.1740752338279,-93.1740752338279,NaN]","[44.9929778334684,44.9929778334684,44.9929708334684,44.9929708334684,44.9929778334684,NaN]",370,-93.17413594,44.99300236,-93.17405794,44.99299536
299,"[-93.1740729625610,44.9929637199051;-93.1739949625610,44.9929707199051]","[-93.1740729625610,-93.1739949625610,-93.1739949625610,-93.1740729625610,-93.1740729625610,NaN]","[44.9929707199051,44.9929707199051,44.9929637199051,44.9929637199051,44.9929707199051,NaN]",371,-93.17413594,44.99299536,-93.17405794,44.99298836
300,"[-93.1740715998008,44.9929569470318;-93.1739935998008,44.9929639470318]","[-93.1740715998008,-93.1739935998008,-93.1739935998008,-93.1740715998008,-93.1740715998008,NaN]","[44.9929639470318,44.9929639470318,44.9929569470318,44.9929569470318,44.9929639470318,NaN]",372,-93.17413594,44.99298836,-93.17405794,44.99298136
301,"[-93.1740717133641,44.9929496063417;-93.1739937133641,44.9929566063417]","[-93.1740717133641,-93.1739937133641,-93.1739937133641,-93.1740717133641,-93.1740717133641,NaN]","[44.9929566063417,44.9929566063417,44.9929496063417,44.9929496063417,44.9929566063417,NaN]",373,-93.17413594,44.99298136,-93.17405794,44.99297436
302,"[-93.1740717133641,44.9929427199051;-93.1739937133641,44.9929497199051]","[-93.1740717133641,-93.1739937133641,-93.1739937133641,-93.1740717133641,-93.1740717133641,NaN]","[44.9929497199051,44.9929497199051,44.9929427199051,44.9929427199051,44.9929497199051,NaN]",374,-93.17413594,44.99297436,-93.17405794,44.99296736
303,"[-93.1740715998008,44.9929362877218;-93.1739935998008,44.9929432877218]","[-93.1740715998008,-93.1739935998008,-93.1739935998008,-93.1740715998008,-93.1740715998008,NaN]","[44.9929432877218,44.9929432877218,44.9929362877218,44.9929362877218,44.9929432877218,NaN]",375,-93.17413594,44.99296736,-93.17405794,44.99296036
304,"[-93.1740708048574,44.9929295148485;-93.1739928048574,44.9929365148485]","[-93.1740708048574,-93.1739928048574,-93.1739928048574,-93.1740708048574,-93.1740708048574,NaN]","[44.9929365148485,44.9929365148485,44.9929295148485,44.9929295148485,44.9929365148485,NaN]",376,-93.17413594,44.99296036,-93.17405794,44.99295336
305,"[-93.1740737575044,44.9929228555385;-93.1739957575044,44.9929298555385]","[-93.1740737575044,-93.1739957575044,-93.1739957575044,-93.1740737575044,-93.1740737575044,NaN]","[44.9929298555385,44.9929298555385,44.9929228555385,44.9929228555385,44.9929298555385,NaN]",377,-93.17413594,44.99295336,-93.17405794,44.99294636
306,"[-93.1740733032510,44.9929165369186;-93.1739953032510,44.9929235369186]","[-93.1740733032510,-93.1739953032510,-93.1739953032510,-93.1740733032510,-93.1740733032510,NaN]","[44.9929235369186,44.9929235369186,44.9929165369186,44.9929165369186,44.9929235369186,NaN]",378,-93.17413594,44.99294636,-93.17405794,44.99293936
307,"[-93.1740693285339,44.9929096504820;-93.1739913285339,44.9929166504819]","[-93.1740693285339,-93.1739913285339,-93.1739913285339,-93.1740693285339,-93.1740693285339,NaN]","[44.9929166504819,44.9929166504819,44.9929096504820,44.9929096504820,44.9929166504819,NaN]",379,-93.17413594,44.99293936,-93.17405794,44.99293236
308,"[-93.1740692149705,44.9929028776086;-93.1739912149705,44.9929098776086]","[-93.1740692149705,-93.1739912149705,-93.1739912149705,-93.1740692149705,-93.1740692149705,NaN]","[44.9929098776086,44.9929098776086,44.9929028776086,44.9929028776086,44.9929098776086,NaN]",380,-93.17413594,44.99293236,-93.17405794,44.99292536
309,"[-93.1740742117578,44.9928957640453;-93.1739962117578,44.9929027640453]","[-93.1740742117578,-93.1739962117578,-93.1739962117578,-93.1740742117578,-93.1740742117578,NaN]","[44.9929027640453,44.9929027640453,44.9928957640453,44.9928957640453,44.9929027640453,NaN]",381,-93.17413594,44.99292536,-93.17405794,44.99291836
310,"[-93.1740734168144,44.9928891047353;-93.1739954168144,44.9928961047353]","[-93.1740734168144,-93.1739954168144,-93.1739954168144,-93.1740734168144,-93.1740734168144,NaN]","[44.9928961047353,44.9928961047353,44.9928891047353,44.9928891047353,44.9928961047353,NaN]",382,-93.17413594,44.99291836,-93.17405794,44.99291136
311,"[-93.1740723947442,44.9928819911720;-93.1739943947442,44.9928889911720]","[-93.1740723947442,-93.1739943947442,-93.1739943947442,-93.1740723947442,-93.1740723947442,NaN]","[44.9928889911720,44.9928889911720,44.9928819911720,44.9928819911720,44.9928889911720,NaN]",383,-93.17413594,44.99291136,-93.17405794,44.99290436
312,"[-93.1740725083076,44.9928752182987;-93.1739945083076,44.9928822182987]","[-93.1740725083076,-93.1739945083076,-93.1739945083076,-93.1740725083076,-93.1740725083076,NaN]","[44.9928822182987,44.9928822182987,44.9928752182987,44.9928752182987,44.9928822182987,NaN]",384,-93.17413594,44.99290436,-93.17405794,44.99289736
313,"[-93.1740736439410,44.9928681047353;-93.1739956439410,44.9928751047353]","[-93.1740736439410,-93.1739956439410,-93.1739956439410,-93.1740736439410,-93.1740736439410,NaN]","[44.9928751047353,44.9928751047353,44.9928681047353,44.9928681047353,44.9928751047353,NaN]",385,-93.17413594,44.99289736,-93.17405794,44.99289036
314,"[-93.1740728489976,44.9928608776086;-93.1739948489976,44.9928678776086]","[-93.1740728489976,-93.1739948489976,-93.1739948489976,-93.1740728489976,-93.1740728489976,NaN]","[44.9928678776086,44.9928678776086,44.9928608776086,44.9928608776086,44.9928678776086,NaN]",386,-93.17413594,44.99289036,-93.17405794,44.99288336
315,"[-93.1740717133642,44.9928538776086;-93.1739937133642,44.9928608776086]","[-93.1740717133642,-93.1739937133642,-93.1739937133642,-93.1740717133642,-93.1740717133642,NaN]","[44.9928608776086,44.9928608776086,44.9928538776086,44.9928538776086,44.9928608776086,NaN]",387,-93.17413594,44.99288336,-93.17405794,44.99287636
316,"[-93.1740700099140,44.9928472182987;-93.1739920099140,44.9928542182987]","[-93.1740700099140,-93.1739920099140,-93.1739920099140,-93.1740700099140,-93.1740700099140,NaN]","[44.9928542182987,44.9928542182987,44.9928472182987,44.9928472182987,44.9928542182987,NaN]",388,-93.17413594,44.99287636,-93.17405794,44.99286936
317,"[-93.1740743253211,44.9928402182987;-93.1739963253211,44.9928472182987]","[-93.1740743253211,-93.1739963253211,-93.1739963253211,-93.1740743253211,-93.1740743253211,NaN]","[44.9928472182987,44.9928472182987,44.9928402182987,44.9928402182987,44.9928472182987,NaN]",389,-93.17413594,44.99286936,-93.17405794,44.99286236
318,"[-93.1740740981944,44.9928331047353;-93.1739960981944,44.9928401047353]","[-93.1740740981944,-93.1739960981944,-93.1739960981944,-93.1740740981944,-93.1740740981944,NaN]","[44.9928401047353,44.9928401047353,44.9928331047353,44.9928331047353,44.9928401047353,NaN]",390,-93.17413594,44.99286236,-93.17405794,44.99285536
319,"[-93.1740712591108,44.9928263318620;-93.1739932591108,44.9928333318620]","[-93.1740712591108,-93.1739932591108,-93.1739932591108,-93.1740712591108,-93.1740712591108,NaN]","[44.9928333318620,44.9928333318620,44.9928263318620,44.9928263318620,44.9928333318620,NaN]",391,-93.17413594,44.99285536,-93.17405794,44.99284836
320,"[-93.1740701234773,44.9928192182987;-93.1739921234773,44.9928262182987]","[-93.1740701234773,-93.1739921234773,-93.1739921234773,-93.1740701234773,-93.1740701234773,NaN]","[44.9928262182987,44.9928262182987,44.9928192182987,44.9928192182987,44.9928262182987,NaN]",392,-93.17413594,44.99284836,-93.17405794,44.99284136
321,"[-93.1740738710677,44.9928123318620;-93.1739958710677,44.9928193318620]","[-93.1740738710677,-93.1739958710677,-93.1739958710677,-93.1740738710677,-93.1740738710677,NaN]","[44.9928193318620,44.9928193318620,44.9928123318620,44.9928123318620,44.9928193318620,NaN]",393,-93.17413594,44.99284136,-93.17405794,44.99283436
322,"[-93.1740733032510,44.9928054454254;-93.1739953032510,44.9928124454254]","[-93.1740733032510,-93.1739953032510,-93.1739953032510,-93.1740733032510,-93.1740733032510,NaN]","[44.9928124454254,44.9928124454254,44.9928054454254,44.9928054454254,44.9928124454254,NaN]",394,-93.17413594,44.99283436,-93.17405794,44.99282736
323,"[-93.1740700099140,44.9927983318620;-93.1739920099140,44.9928053318620]","[-93.1740700099140,-93.1739920099140,-93.1739920099140,-93.1740700099140,-93.1740700099140,NaN]","[44.9928053318620,44.9928053318620,44.9927983318620,44.9927983318620,44.9928053318620,NaN]",395,-93.17413594,44.99282736,-93.17405794,44.99282036
324,"[-93.1740698963506,44.9927915589887;-93.1739918963506,44.9927985589887]","[-93.1740698963506,-93.1739918963506,-93.1739918963506,-93.1740698963506,-93.1740698963506,NaN]","[44.9927985589887,44.9927985589887,44.9927915589887,44.9927915589887,44.9927985589887,NaN]",396,-93.17413594,44.99282036,-93.17405794,44.99281336
325,"[-93.1740752338279,44.9927844454254;-93.1739972338279,44.9927914454254]","[-93.1740752338279,-93.1739972338279,-93.1739972338279,-93.1740752338279,-93.1740752338279,NaN]","[44.9927914454254,44.9927914454254,44.9927844454254,44.9927844454254,44.9927914454254,NaN]",397,-93.17413594,44.99281336,-93.17405794,44.99280636
326,"[-93.1740747795745,44.9927773318620;-93.1739967795745,44.9927843318620]","[-93.1740747795745,-93.1739967795745,-93.1739967795745,-93.1740747795745,-93.1740747795745,NaN]","[44.9927843318620,44.9927843318620,44.9927773318620,44.9927773318620,44.9927843318620,NaN]",398,-93.17413594,44.99280636,-93.17405794,44.99279936
327,"[-93.1740733032510,44.9927705589887;-93.1739953032510,44.9927775589887]","[-93.1740733032510,-93.1739953032510,-93.1739953032510,-93.1740733032510,-93.1740733032510,NaN]","[44.9927775589887,44.9927775589887,44.9927705589887,44.9927705589887,44.9927775589887,NaN]",399,-93.17413594,44.99279936,-93.17405794,44.99279236
328,"[-93.1740718269275,44.9927634454254;-93.1739938269275,44.9927704454254]","[-93.1740718269275,-93.1739938269275,-93.1739938269275,-93.1740718269275,-93.1740718269275,NaN]","[44.9927704454254,44.9927704454254,44.9927634454254,44.9927634454254,44.9927704454254,NaN]",400,-93.17413594,44.99279236,-93.17405794,44.99278536
329,"[-93.1740723947442,44.9927567861154;-93.1739943947442,44.9927637861154]","[-93.1740723947442,-93.1739943947442,-93.1739943947442,-93.1740723947442,-93.1740723947442,NaN]","[44.9927637861154,44.9927637861154,44.9927567861154,44.9927567861154,44.9927637861154,NaN]",401,-93.17413594,44.99278536,-93.17405794,44.99277836
330,"[-93.1740725083076,44.9927500132421;-93.1739945083076,44.9927570132421]","[-93.1740725083076,-93.1739945083076,-93.1739945083076,-93.1740725083076,-93.1740725083076,NaN]","[44.9927570132421,44.9927570132421,44.9927500132421,44.9927500132421,44.9927570132421,NaN]",402,-93.17413594,44.99277836,-93.17405794,44.99277136
331,"[-93.1740719404909,44.9927431268055;-93.1739939404909,44.9927501268055]","[-93.1740719404909,-93.1739939404909,-93.1739939404909,-93.1740719404909,-93.1740719404909,NaN]","[44.9927501268055,44.9927501268055,44.9927431268055,44.9927431268055,44.9927501268055,NaN]",403,-93.17413594,44.99277136,-93.17405794,44.99276436
332,"[-93.1740706912940,44.9927362403688;-93.1739926912940,44.9927432403688]","[-93.1740706912940,-93.1739926912940,-93.1739926912940,-93.1740706912940,-93.1740706912940,NaN]","[44.9927432403688,44.9927432403688,44.9927362403688,44.9927362403688,44.9927432403688,NaN]",404,-93.17413594,44.99276436,-93.17405794,44.99275736
333,"[-93.1740719404909,44.9927290132421;-93.1739939404909,44.9927360132421]","[-93.1740719404909,-93.1739939404909,-93.1739939404909,-93.1740719404909,-93.1740719404909,NaN]","[44.9927360132421,44.9927360132421,44.9927290132421,44.9927290132421,44.9927360132421,NaN]",405,-93.17413594,44.99275736,-93.17405794,44.99275036
334,"[-93.1740734168143,44.9927215589887;-93.1739954168143,44.9927285589887]","[-93.1740734168143,-93.1739954168143,-93.1739954168143,-93.1740734168143,-93.1740734168143,NaN]","[44.9927285589887,44.9927285589887,44.9927215589887,44.9927215589887,44.9927285589887,NaN]",406,-93.17413594,44.99275036,-93.17405794,44.99274336
335,"[-93.1740734168143,44.9927146725521;-93.1739954168143,44.9927216725521]","[-93.1740734168143,-93.1739954168143,-93.1739954168143,-93.1740734168143,-93.1740734168143,NaN]","[44.9927216725521,44.9927216725521,44.9927146725521,44.9927146725521,44.9927216725521,NaN]",407,-93.17413594,44.99274336,-93.17405794,44.99273636
